U B2 L' R'
U B2 R' L'
U' L U2 L2 B2
U' L U2 B2 L2
U L' B2 D2 R2
U R B2 L' R'
U R B2 R' L'
U R' B2 L' R'
U R' B2 R' L'
U R2 B2 L' R'
U R2 B2 R' L'
B U L' B R'
B U B L' R'
B U B R' L'
U B L' B R'
U B2 L' R' D
U B2 L' R' D'
U B2 L' R' D2
U B2 L' D R'
U B2 L' D' R'
U B2 L' D2 R'
U B2 R' L' D
U B2 R' L' D'
U B2 R' L' D2
U B2 R' D L'
U B2 R' D' L'
U B2 R' D2 L'
U B2 D L' R'
U B2 D R' L'
U B2 D' L' R'
U B2 D' R' L'
U B2 D2 L' R'
U B2 D2 R' L'
U B2 R2 L2 D' R L
U B2 R2 L2 D2 L R
U B2 R2 L2 D2 R L
D2 B2 U' F2 R U2 R2
U B2 R2 D L' R D
U B2 R2 D L' R D'
U B2 R2 D L' R D2
U B2 R2 D L' D R
U B2 R2 D L' D' R
U B2 R2 D L' D2 R
U B2 R2 D R L' D
U B2 R2 D R L' D'
U B2 R2 D R L' D2
U B2 R2 D R D L'
U B2 R2 D R D' L'
U B2 R2 D R D2 L'
U B2 R2 D' L' R D
U B2 R2 D' L' R D'
U B2 R2 D' L' R D2
U B2 R2 D' L' D R
U B2 R2 D' L' D' R
U B2 R2 D' L' D2 R
U B2 R2 D' R L' D
U B2 R2 D' R L' D'
U B2 R2 D' R L' D2
U B2 R2 D' R D L'
U B2 R2 D' R D' L'
U B2 R2 D' R D2 L'
U B2 R2 D2 L' R D
U B2 R2 D2 L' R D'
U B2 R2 D2 L' R D2
U B2 R2 D2 L' D R
U B2 R2 D2 L' D' R
U B2 R2 D2 L' D2 R
U B2 R2 D2 R L' D
U B2 R2 D2 R L' D'
U B2 R2 D2 R L' D2
U B2 R2 D2 R D L'
U B2 R2 D2 R D' L'
U B2 R2 D2 R D2 L'
R B2 R2 L' D R F2
D B2 U R' D' L' B2
D B2 U R' D' B2 L'
D B2 U D' L' R' B2
D B2 U D' R' L' B2
D B2 U D' R' B2 L'
U B2 R2 B R B' L'
U B2 R2 B' L' B R
U B2 R2 B2 L' R B2
U B2 R2 B2 L' B2 R
U B2 R2 B2 R L' B2
U B2 R2 B2 R B2 L'
L' B2 U2 L2 U' L2 U'
L' B2 U2 L2 U2 D F2
L' B2 U2 L2 D U2 F2
L' B2 U2 L2 D' B2 U2
D' B2 U2 R2 U' L' R
D' B2 U2 R2 U' R L'
U' B2 U2 B2 L U2 L2
R2 B2 U' R2 U L' R
R2 B2 U' R2 U R L'
R B2 U L U' L2 R'
R B2 U L U' R' L2
U' B2 D R' D L' F2
R' B2 D L' R' D' F2
R' B2 D R' L' D' F2
R' B2 D R' D' L' F2
D' B2 D U L' R' B2
D' B2 D U R' L' B2
D' B2 D U R' B2 L'
L' B2 D U F2 U' F2
U' B2 D' L' D' R' F2
U' B2 D' L' D' F2 R'
R' B2 D' L' R' D' F2
D2 B2 D' L2 U L R'
D2 B2 D' L2 U R' L
R' B2 D' R' L' D' F2
R' B2 D' R' D' L' F2
U B2 U2 L U2 L2 R'
U B2 U2 L U2 R' L2
U B2 U2 L2 U2 L R'
U B2 U2 L2 U2 R' L
R2 B2 D L' R' D2 F2
R2 B2 D L' D2 R' F2
L' B2 D' R2 D' R2 F2
R2 B2 D L' D2 F2 R'
L' B2 D' R2 D' F2 R2
U B2 U2 R U2 L' R2
U B2 U2 R U2 R2 L'
U' B2 D2 L R' F2 L2
U' B2 D2 L F2 L2 R'
U' B2 D2 L F2 R' L2
U' B2 D2 L' R F2 R2
U' B2 D2 L' R' F2 D
U' B2 D2 L' R' F2 D'
U' B2 D2 L' R' F2 D2
U' B2 D2 L' F R' F
U' B2 D2 L' F2 R' D
U' B2 D2 L' F2 R' D'
U' B2 D2 L' F2 R' D2
U' B2 D2 L' F2 D R'
U' B2 D2 L' F2 D' R'
U' B2 D2 L' F2 D2 R'
U B2 U2 R2 U2 L' R
U B2 U2 R2 U2 R L'
R2 B2 D R' L' D2 F2
U' B2 D2 L2 R' F2 L
R2 B2 D R' D2 L' F2
U' B2 D2 L2 F2 L R'
U' B2 D2 L2 F2 R' L
B F2 U B R' D2 L2
U' B2 D2 R L' F2 R2
U' B2 D2 R' L F2 L2
U' B2 D2 R' L' F2 D
U' B2 D2 R' L' F2 D'
U' B2 D2 R' L' F2 D2
U' B2 D2 R' L2 F2 L
R' B2 D2 L' R' D' F2
R' B2 D2 R' L' D' F2
R' B2 D2 R' D' L' F2
D' B2 D2 L2 U L R'
D' B2 D2 L2 U R' L
D2 B2 D2 U L' R' B2
D2 B2 D2 U R' L' B2
D2 B2 D2 U R' B2 L'
U' B2 D2 F2 R' D2 L2
U B2 D L' R2 D R
U B2 D L' R2 D' R
U B2 D L' R2 D2 R
R2 B2 D' L R' F2 L2
U B2 D L' D R' D
U B2 D L' D R' D'
U B2 D L' D R' D2
U B2 D L' D' R' D
U B2 D L' D' R' D'
U B2 D L' D' R' D2
U B2 D L' D2 R' D
U B2 D L' D2 R' D'
U B2 D L' D2 R' D2
U B2 D L' F' R' F
U B2 D L' F2 R' F2
R2 B2 D' L F2 L2 R'
R2 B2 D' L F2 R' L2
U B2 D L2 R' D L
U B2 D L2 R' D' L
U B2 D L2 R' D2 L
R2 B2 D' L' R F2 R2
L' B2 D2 R2 U' R2 U
U B2 D L2 D L R'
U B2 D L2 D R' L
R2 B2 D' L' R' F2 D
R2 B2 D' L' R' F2 D'
R2 B2 D' L' R' F2 D2
U B2 D L2 D' L R'
U B2 D L2 D' R' L
U B2 D L2 D2 L R'
U B2 D L2 D2 R' L
L' B2 D2 R2 D' F2 D
L' B2 D2 R2 D' F2 D'
L' B2 D2 R2 D' F2 D2
L' B2 D2 R2 F D' F2
L' B2 D2 R2 F' D' F2
L' B2 D2 R2 F2 D' F2
R2 B2 D' L' F R' F
R2 B2 D' L' F2 R' D
R2 B2 D' L' F2 R' D'
R2 B2 D' L' F2 R' D2
R2 B2 D' L' F2 D R'
R2 B2 D' L' F2 D' R'
R2 B2 D' L' F2 D2 R'
R2 B2 D' L2 R' F2 L
R2 B2 D' L2 F2 L R'
R2 B2 D' L2 F2 R' L
U B2 D R' L2 D L
U B2 D R' L2 D' L
U B2 D R' L2 D2 L
R2 B2 D' R L' F2 R2
U B2 D R' D L' D
U B2 D R' D L' D'
U B2 D R' D L' D2
U B2 D R' D' L' D
U B2 D R' D' L' D'
U B2 D R' D' L' D2
U B2 D R' D2 L' D
U B2 D R' D2 L' D'
U B2 D R' D2 L' D2
U B2 D R' B' L' B
U B2 D R' B2 L' B2
U B2 D R2 L' D R
U B2 D R2 L' D' R
U B2 D R2 L' D2 R
R2 B2 D' R' L F2 L2
R2 B2 D' R' L' F2 D
R2 B2 D' R' L' F2 D'
R2 B2 D' R' L' F2 D2
U B2 D R2 D L' R
U B2 D R2 D R L'
R2 B2 D' R' L2 F2 L
U B2 D R2 D' L' R
U B2 D R2 D' R L'
U B2 D R2 D2 L' R
U B2 D R2 D2 R L'
L' B2 D2 F R2 D' F2
L' B2 D2 F' R2 D' F2
L' B2 D2 F2 R2 D' F2
R B2 D L' R' D F2
R B2 D L' D R' F2
R B2 D L' D F2 R'
U B2 D F' R' F L'
D B2 D' U L' R' B2
D B2 D' U R' L' B2
D B2 D' U R' B2 L'
R B2 D R' L' D F2
R2 B2 D' F2 R' D2 L2
U B2 D B' L' B R'
U B2 D' L' R2 D R
U B2 D' L' R2 D' R
U B2 D' L' R2 D' R
U B2 D' L' R2 D2 R
U B2 D' L' D R' D
U B2 D' L' D R' D'
U B2 D' L' D R' D2
U B2 D' L' D' R' D
U B2 D' L' D' R' D'
U B2 D' L' D' R' D2
U B2 D' L' D2 R' D
U B2 D' L' D2 R' D'
U B2 D' L' D2 R' D2
U B2 D' L' F' R' F
U B2 D' L' F2 R' F2
U B2 D' L2 R' D L
U B2 D' L2 R' D' L
U B2 D' L2 R' D2 L
U B2 D' L2 D L R'
U B2 D' L2 D R' L
U B2 D' L2 D' L R'
U B2 D' L2 D' R' L
U B2 D' L2 D2 L R'
U B2 D' L2 D2 R' L
U B2 D' R' L2 D L
U B2 D' R' L2 D' L
U B2 D' R' L2 D2 L
U B2 D' R' D L' D
U B2 D' R' D L' D'
U B2 D' R' D L' D2
U B2 D' R' D' L' D
U B2 D' R' D' L' D'
U B2 D' R' D' L' D2
U B2 D' R' D2 L' D
U B2 D' R' D2 L' D'
U B2 D' R' D2 L' D2
U B2 D' R' B' L' B
U B2 D' R' B2 L' B2
U B2 D' R2 L' D R
U B2 D' R2 L' D' R
U B2 D' R2 L' D2 R
U B2 D' R2 D L' R
U B2 D' R2 D R L'
U B2 D' R2 D' L' R
U B2 D' R2 D' R L'
U B2 D' R2 D2 L' R
U B2 D' R2 D2 R L'
R2 B2 D2 R' D L' F2
R B2 D' L' R' D F2
L' B2 F D2 R2 D' F2
R B2 D' L' D R' F2
R B2 D' L' D F2 R'
U B2 D' F' R' F L'
R B2 D' R' L' D F2
U B2 D' B' L' B R'
U B2 D2 L' R2 D R
U B2 D2 L' R2 D' R
U B2 D2 L' R2 D2 R
U B2 D2 L' D R' D
U B2 D2 L' D R' D'
U B2 D2 L' D R' D2
U B2 D2 L' D' R' D
U B2 D2 L' D' R' D'
U B2 D2 L' D' R' D2
U B2 D2 L' D2 R' D
U B2 D2 L' D2 R' D'
U B2 D2 L' D2 R' D2
U B2 D2 L' F' R' F
U B2 D2 L' F2 R' F2
U B2 D2 L2 R' D L
U B2 D2 L2 R' D' L
U B2 D2 L2 R' D2 L
U B2 D2 L2 D L R'
U B2 D2 L2 D R' L
U B2 D2 L2 D' L R'
U B2 D2 L2 D' R' L
U B2 D2 L2 D2 L R'
U B2 D2 L2 D2 R' L
U' B2 F2 R' D2 L2 F2
U' B2 F2 R' D2 F2 L2
U B2 D2 R' L2 D L
U B2 D2 R' L2 D' L
U B2 D2 R' L2 D2 L
U B2 D2 R' D L' D
U B2 D2 R' D L' D'
U B2 D2 R' D L' D2
U B2 D2 R' D' L' D
U B2 D2 R' D' L' D'
U B2 D2 R' D' L' D2
U B2 D2 R' D2 L' D
U B2 D2 R' D2 L' D'
U B2 D2 R' D2 L' D2
U B2 D2 R' B' L' B
U B2 D2 R' B2 L' B2
U B2 D2 R2 L' D R
U B2 D2 R2 L' D' R
U B2 D2 R2 L' D2 R
U B2 D2 R2 D L' R
U B2 D2 R2 D R L'
U B2 D2 R2 D' L' R
U B2 D2 R2 D' R L'
U B2 D2 R2 D2 L' R
U B2 D2 R2 D2 R L'
L' B2 F' D2 R2 D' F2
R B2 D2 L' R' D F2
R B2 D2 L' D R' F2
R B2 D2 L' D F2 R'
U B2 D2 F' R' F L'
U' B2 F2 D2 F2 L' R'
U' B2 F2 D2 F2 R' L'
R B2 D2 R' L' D F2
U B2 D2 B' L' B R'
U B2 F L F' L' R'
U B2 F L F' R' L'
U B2 F L' F' L' R'
U B2 F L' F' R' L'
U B2 F L2 F' L' R'
U B2 F L2 F' R' L'
L' B2 F2 D2 R2 D' F2
U B2 F D F' L' R'
U B2 F D F' R' L'
U B2 F D' F' L' R'
U B2 F D' F' R' L'
U B2 F D2 F' L' R'
U B2 F D2 F' R' L'
U B2 F' R F L' R2
U B2 F' R F R2 L'
U B2 F' R' F L' D
U B2 F' R' F L' D'
U B2 F' R' F L' D2
U B2 F' R' F D L'
U B2 F' R' F D' L'
U B2 F' R' F D2 L'
R2 B2 F2 D' F2 L' R'
R2 B2 F2 D' F2 R' L'
U B2 F2 L F2 L' R'
U B2 F2 L F2 R' L'
U B2 F2 L' F2 L' R'
U B2 F2 L' F2 R' L'
U B2 F2 L2 F2 L' R'
U B2 F2 L2 F2 R' L'
U B2 F2 R' F2 D2 L2
