F' B2 U2 R
B2 F' U2 R
B2 L F' U2 R
F' L B2 U2 R
B2 L' F' U2 R
F L' F2 B2 U2
F L' B2 F2 U2
F' L' B2 U2 R
B2 L2 F' U2 R
F' L2 B2 U2 R
F' U2 R D2 F2
F' U2 D2 R F2
L' F' B2 U2 R
L F' B2 U2 R
L2 F' B2 U2 R
F' D2 U2 R F2
B2 F L' F2 U2
B2 F' L U2 R
B2 F' L' U2 R
B2 F' L2 U2 R
B2 F' U2 R D
B2 F' U2 R D'
B2 F' U2 R D2
B2 F' U2 D R
B2 F' U2 D' R
B2 F' U2 D2 R
F B2 L' F2 U2
B2 F' D U2 R
F' B2 L U2 R
B2 F' D' U2 R
F' B2 L' U2 R
B2 F' D2 U2 R
F' B2 L2 U2 R
L' B2 F' U2 R
F' B2 U2 R D
F' B2 U2 R D'
F' B2 U2 R D2
F' B2 U2 D R
F' B2 U2 D' R
F' B2 U2 D2 R
F' B2 D U2 R
L B2 F' U2 R
F' B2 D' U2 R
F' B2 D2 U2 R
L2 B2 F' U2 R
F2 D' F D' U2 R F2
B2 D' F' L U B' U
B2 D' F' L' U' F U'
B' D' F' D' B' L U2
U2 F2 L2 B' L2 F R
B2 D' F2 D F L' U2
B D' F' D' B U2 R'
F' D' B U R2 U R'
F' D' B U2 D' R F2
F' D' B D B2 U2 R
F' D' B D' U2 R F2
B' D' B' D F' U2 R
F' D' B' U R2 U R'
F' D' B' U2 D' R F2
F' D' B' D B2 U2 R
F' D' B' D' U2 R F2
B D' B D F' U2 R
R2 F2 R2 F' L' B2 U2
R2 F2 R2 F' B2 L' U2
R F2 R' F' L' B2 U2
R F2 R' F' B2 L' U2
F' D' B2 U R2 U R'
R2 F2 R2 B2 F' L' U2
F' D' B2 U2 D' R F2
R F2 R' B2 F' L' U2
F' D' B2 D B2 U2 R
F' D' B2 D' U2 R F2
F' D2 L U2 R F2 D
F' D2 L U2 R F2 D'
F' D2 L U2 R F2 D2
F' D2 L U2 R' F2 R2
F' D2 L U2 R2 F2 R'
B2 D2 L U2 R2 B R'
F' D2 L D2 B2 U2 R
B2 D2 L D2 F' U2 R
F' D2 L B U2 R F2
F' D2 L B' U2 R F2
F' D2 L B2 U2 R F2
F' D2 L' U2 R F2 D
F' D2 L' U2 R F2 D'
F' D2 L' U2 R F2 D2
F' D2 L' U2 R' F2 R2
F' D2 L' U2 R2 F2 R'
B2 D2 L' U2 R2 B R'
F' D2 L' D2 B2 U2 R
B2 D2 L' D2 F' U2 R
F' D2 L' B U2 R F2
B D2 L F' B U2 R'
D' F2 D F L' B2 U2
F' D2 L' B' U2 R F2
D' F2 D F B2 L' U2
F' D2 L' B2 U2 R F2
B D2 L B F' U2 R'
D' F2 D B2 F L' U2
F' D2 L2 U2 R F2 D
F' D2 L2 U2 R F2 D'
F' D2 L2 U2 R F2 D2
F' D2 L2 U2 R' F2 R2
F' D2 L2 U2 R2 F2 R'
B2 D2 L2 U2 R2 B R'
F' D2 L2 D2 B2 U2 R
F2 D2 L2 U2 F2 B' R'
F2 D2 L2 U2 B' R' F2
F2 D2 L2 U2 B' F2 R'
B2 D2 L2 D2 F' U2 R
F' D2 L2 B U2 R F2
B D2 L' F' B U2 R'
F' D2 L2 B' U2 R F2
F' D2 L2 B2 U2 R F2
F D2 L' U2 F2 B2 D
F D2 L' U2 F2 B2 D'
F D2 L' U2 F2 B2 D2
B D2 L' B F' U2 R'
F D2 L' U2 B2 F2 D
F D2 L' U2 B2 F2 D'
F D2 L' U2 B2 F2 D2
F D2 L' D2 F2 B2 U2
F D2 L' D2 B2 F2 U2
F D2 L' F U2 F B2
F D2 L' F U2 B2 F
F D2 L' F' U2 F' B2
F D2 L' F' U2 B2 F'
F D2 L' B U2 F2 B
F D2 L' B U2 B F2
F D2 L' B' U2 F2 B'
F D2 L' B' U2 B' F2
F' D2 R F2 D2 B2 L
D2 F2 D2 F L' U2 F'
B D2 L2 F' B U2 R'
F D2 L2 U2 F2 B2 R'
F D2 L2 U2 B2 R' F2
B D2 L2 B F' U2 R'
F D2 L2 U2 B2 F2 R'
L' F2 D2 F U2 R F
D F2 D' F L' B2 U2
F' D2 R' U2 F2 L' R2
F' D2 R' U2 F2 R2 L'
D F2 D' F B2 L' U2
F D2 L2 B2 R' F2 L'
L2 F2 D2 F U2 R F
D F2 D' B2 F L' U2
F D2 R F2 B2 L R
F D2 R F2 B2 R L
F D2 R B2 F2 L R
F D2 R B2 F2 R L
L F2 D2 F U2 R F
L' F2 B2 L2 U2 B' R'
F' D2 U R' U R2 F2
F' D2 U R' U F2 R2
F' D2 U R2 U R' F2
F' D2 U R2 U F2 R'
F D2 R' F2 L' R B2
F D2 R' F2 L' B2 R
F D2 R' F2 R L' B2
F D2 R' F2 R B2 L'
F D2 R' F2 B2 L' R
F D2 R' F2 B2 R L'
F D2 R' B2 F2 L' R
F D2 R' B2 F2 R L'
F' D2 U B U R F2
F' D2 U B' U R F2
L' F2 B2 D F U2 R
F' D2 U B2 U R F2
L' F2 B2 D' F U2 R
F' D2 U' L U' R F2
L' F2 B2 D2 F U2 R
L2 F2 B2 L2 U2 B' R'
F' D2 U' L' U' R F2
F' D2 U' L2 U' R F2
B2 D2 U' R2 U' B R'
L2 F2 B2 D F U2 R
D2 B L F' U2 F' R'
L2 F2 B2 D' F U2 R
R2 F2 B2 R2 U2 B' R'
L2 F2 B2 D2 F U2 R
L' B L F' B U2 R
F' D2 U2 L' R F2 L
L' B L B F' U2 R
F' D2 U2 L2 R F2 L2
F' D2 U2 R L' F2 L
F' D2 U2 R L2 F2 L2
F' D2 U2 R F D F
F' D2 U2 R F D' F
F' D2 U2 R F D2 F
F' D2 U2 R F' D F'
F' D2 U2 R F' D' F'
F' D2 U2 R F' D2 F'
F' D2 U2 R' F R2 F
F' D2 U2 R' F2 R2 D
F' D2 U2 R' F2 R2 D'
F' D2 U2 R' F2 R2 D2
F' D2 U2 R2 F R' F
F' D2 U2 R2 F2 R' D
F' D2 U2 R2 F2 R' D'
F' D2 U2 R2 F2 R' D2
F' D2 U2 R2 F2 D R'
F' D2 U2 R2 F2 D' R'
F' D2 U2 R2 F2 D2 R'
L F2 B2 L2 U2 B' R'
B2 D2 U2 R' B R' B
F' D2 U2 F2 U2 L' U2
B2 D2 U2 R2 B R' D
B2 D2 U2 R2 B R' D'
B2 D2 U2 R2 B R' D2
B2 D2 U2 R2 B D R'
B2 D2 U2 R2 B D' R'
B2 D2 U2 R2 B D2 R'
L2 B L F' B U2 R
F' D2 U2 B R F2 B'
F' D2 U2 B R B' F2
L2 B L B F' U2 R
D2 B L' F' U2 F' R'
F' D2 U2 B2 R F2 B2
F' D2 U2 B2 R B2 F2
B2 D2 U2 B R2 B R
L' B L' F' B U2 R
L F2 B2 D F U2 R
L F2 B2 D' F U2 R
L' B L' B F' U2 R
L F2 B2 D2 F U2 R
B' D2 F B' L F2 U2
F2 D2 F L2 B' U2 R
B D2 U2 R2 F' B R'
B D2 U2 R2 B F' R'
L2 B L' F' B U2 R
F2 D2 F U2 R D F
F2 D2 F U2 R D' F
F2 D2 F U2 R D2 F
F2 D2 F U2 R F D
F2 D2 F U2 R F D'
F2 D2 F U2 R F D2
F2 D2 F U2 R' F R2
F2 D2 F U2 R2 F R'
F2 D2 F U2 D R F
F2 D2 F U2 D' R F
D2 B L2 F' U2 F' R'
F2 D2 F U2 D2 R F
L2 B L' B F' U2 R
F2 D2 F D U2 R F
L B L F' B U2 R
F2 D2 F D' U2 R F
F D2 U2 R F2 R B2
F D2 U2 R F2 B2 R
F D2 U2 R B2 F2 R
L' B L2 F' B U2 R
F2 D2 F D2 U2 R F
F D2 U2 R' F2 R B2
F D2 U2 R' F2 B2 R
F D2 U2 R' B2 F2 R
L B L B F' U2 R
F2 D2 F B U2 R F
F D2 U2 R2 F2 R B2
F D2 U2 R2 F2 B2 R
F D2 U2 R2 B2 F2 R
F2 D2 F B' U2 R F
L' B L2 B F' U2 R
F2 D2 F B2 U2 R F
F D2 U2 F2 R B2 D
F D2 U2 F2 R B2 D'
F D2 U2 F2 R B2 D2
F D2 U2 F2 R' B2 R2
F D2 U2 F2 B' R B'
F D2 U2 F2 B2 R D
F D2 U2 F2 B2 R D'
F D2 U2 F2 B2 R D2
F D2 U2 F2 B2 D R
F D2 U2 F2 B2 D' R
F D2 U2 F2 B2 D2 R
F2 D2 F' L' F2 U2 F
B' D2 F' B' L U2 D
B' D2 F' B' L U2 D'
B' D2 F' B' L U2 D2
B' D2 F' B' L D U2
B' D2 F' B' L D' U2
B' D2 F' B' L D2 U2
B' D2 F' B' D L U2
B' D2 F' B' D' L U2
B' D2 F' B' D2 L U2
F D2 U2 B' F2 R B'
F D2 U2 B2 R F2 R
F D2 U2 B2 R' F2 R
F D2 U2 B2 R2 F2 R
F D2 U2 B2 F2 R D
F D2 U2 B2 F2 R D'
F D2 U2 B2 F2 R D2
F D2 U2 B2 F2 D R
F D2 U2 B2 F2 D' R
F D2 U2 B2 F2 D2 R
B2 D2 F' U B U R'
L2 B L2 F' B U2 R
B2 D2 F' U2 B R' B'
R' B R F' U2 R F'
L2 B L2 B F' U2 R
L B L' F' B U2 R
B2 D2 F' B' L B U2
F' D2 F2 L' F2 U2 F2
L B L' B F' U2 R
B D2 F' L B U2 R'
B D2 F' L' B U2 R'
B D2 F' L2 B U2 R'
U2 B R F' R F' B
U2 B R F' R B F'
F' D2 B L U2 R F2
B2 D2 F2 D2 F L' U2
B D2 F' B L U2 R'
B D2 F' B L' U2 R'
B D2 F' B L2 U2 R'
B D2 F' B U2 R' D
B D2 F' B U2 R' D'
B D2 F' B U2 R' D2
B D2 F' B U2 D R'
B D2 F' B U2 D' R'
B D2 F' B U2 D2 R'
L B L2 F' B U2 R
B D2 F' B D U2 R'
B D2 F' B D' U2 R'
B D2 F' B D2 U2 R'
F' D2 B L' U2 R F2
B D2 F' B' L B2 U2
F' D2 B L2 U2 R F2
L B L2 B F' U2 R
R2 B R F' R F' L'
F D2 F' U2 F' R B2
F D2 F' U2 F' B2 R
F D2 F' U2 B2 F' R
F' D2 B U2 R F2 D
F' D2 B U2 R F2 D'
F' D2 B U2 R F2 D2
F' D2 B U2 R' F2 R2
F' D2 B U2 R2 F2 R'
B' D2 B' L D F' U2
B' D2 B' L D' F' U2
B' D2 B' L D2 F' U2
B' D2 B' L F' U2 D
B' D2 B' L F' U2 D'
B' D2 B' L F' U2 D2
B' D2 B' L F' D U2
B' D2 B' L F' D' U2
B' D2 B' L F' D2 U2
F D2 F2 L R B2 L
B' D2 B' L' F' L2 U2
F D2 F2 L' R B2 L
F' D2 B D2 B2 U2 R
F D2 F2 L2 R B2 L
F D2 F2 R L B2 L
F D2 F2 R L' B2 L
F D2 F2 R L2 B2 L
F D2 F2 R B2 L D
F D2 F2 R B2 L D'
F D2 F2 R B2 L D2
F D2 F2 R B2 D L
F D2 F2 R B2 D' L
F D2 F2 R B2 D2 L
F' D2 B' L U2 R F2
D2 B R2 B R F2 L'
F' D2 B' L' U2 R F2
F' D2 B' L2 U2 R F2
F2 D2 B F U2 R F
B D2 B L F' U2 R'
B' D2 B' D L F' U2
B2 D2 B' L F' B U2
B2 D2 B' L B F' U2
B' D2 B' D F' L U2
B D2 B L' F' U2 R'
B' D2 B' D' L F' U2
B' D2 B' D' F' L U2
B D2 B L2 F' U2 R'
B' D2 B' D2 L F' U2
B' D2 B' D2 F' L U2
B' D2 B' F L F2 U2
B' D2 B' F' L U2 D
B' D2 B' F' L U2 D'
B' D2 B' F' L U2 D2
B' D2 B' F' L D U2
B' D2 B' F' L D' U2
B' D2 B' F' L D2 U2
F' D2 B' U2 R F2 D
F' D2 B' U2 R F2 D'
F' D2 B' U2 R F2 D2
B' D2 B' F' D L U2
F' D2 B' U2 R' F2 R2
B' D2 B' F' D' L U2
F' D2 B' U2 R2 F2 R'
B' D2 B' F' D2 L U2
U2 B R2 D2 F' B R'
U2 B R2 D2 B F' R'
B D2 B U2 R2 B R
F D2 B L' U2 F2 B
F D2 B L' U2 B F2
U2 B R2 F' D B R
F' D2 B' D2 B2 U2 R
U2 B R2 F' D' B R
U2 B R2 F' D2 B R
U2 B R2 F' B R D
U2 B R2 F' B R D'
U2 B R2 F' B R D2
U2 B R2 F' B D R
U2 B R2 F' B D' R
U2 B R2 F' B D2 R
U2 B R2 F' B' R B2
U2 B R2 F' B2 R B'
B D2 B D F' U2 R'
B D2 B D' F' U2 R'
U2 B R2 B F' R D
U2 B R2 B F' R D'
U2 B R2 B F' R D2
U2 B R2 B F' D R
U2 B R2 B F' D' R
U2 B R2 B F' D2 R
B D2 B D2 F' U2 R'
F' D2 B2 L U2 R F2
U2 B R2 B' F' R B2
F' D2 B2 L' U2 R F2
B D2 B F' L U2 R'
B D2 B F' L' U2 R'
B D2 B F' L2 U2 R'
B2 D2 B' F' L B U2
U2 B R2 B2 F' R B'
B D2 B F' U2 R' D
B D2 B F' U2 R' D'
B D2 B F' U2 R' D2
B D2 B F' U2 D R'
B D2 B F' U2 D' R'
B D2 B F' U2 D2 R'
B D2 B F' D U2 R'
B D2 B F' D' U2 R'
B D2 B F' D2 U2 R'
F' D2 B2 L2 U2 R F2
F2 D2 B' F U2 R F
B D2 B' L F' B2 U2
B D2 B' L B2 F' U2
F D2 B U2 F2 B R
F D2 B U2 B F2 R
F' D2 B2 U2 R F2 D
F' D2 B2 U2 R F2 D'
F' D2 B2 U2 R F2 D2
F' D2 B2 U2 R' F2 R2
F' D2 B2 U2 R2 F2 R'
U B R2 U F' B R
U B R2 U B F' R
F' D2 B2 D2 B2 U2 R
B D2 B' F' L B2 U2
F2 D2 B2 F U2 R F
F D2 B' U2 F2 R B'
F D2 B' U2 F2 B' R
F D2 B' U2 B' F2 R
F' B L U2 R2 F' R'
F' B L D B U2 R
F' B L D' B U2 R
B2 F L U2 D2 R2 B2
B2 F L U2 D2 B2 R2
F' B L D2 B U2 R
D2 B U2 R2 B R F2
B2 F L D2 U2 R2 B2
B2 F L D2 U2 B2 R2
F' B L B L U2 R
F' B L B L' U2 R
U B U R2 F' B R
F' B L B L2 U2 R
U B U R2 B F' R
B2 F L F L2 U2 B'
F' B L B U2 R D
F' B L B U2 R D'
F' B L B U2 R D2
F' B L B U2 D R
F' B L B U2 D' R
F' B L B U2 D2 R
F' B L B D U2 R
F' B L B D' U2 R
F' B L B D2 U2 R
L' B U2 R2 F' B R
L' B U2 R2 B F' R
B2 F L F' L2 F' U2
B2 F L F2 L2 U2 D
B2 F L F2 L2 U2 D'
B2 F L F2 L2 U2 D2
B2 F L F2 L2 D U2
B2 F L F2 L2 D' U2
B2 F L F2 L2 D2 U2
B2 F L F2 U2 D2 R2
B2 F L F2 D2 U2 R2
F D2 B2 R' F2 L' R
F D2 B2 R' F2 R L'
B2 F L' R F2 R' U2
B2 F L' R' F2 U2 L'
F' B L' U2 R2 F' R'
B2 F L' R2 F2 R2 U2
B2 F L' U D' L2 U
F' B L' D B U2 R
B2 F L' U' D R2 U'
F' B L' D' B U2 R
L2 B U2 R2 F' B R
L2 B U2 R2 B F' R
B2 F L' U2 D2 B2 D
B2 F L' U2 D2 B2 D'
B2 F L' U2 D2 B2 D2
F' B L' D2 B U2 R
B2 F L' U2 B D2 B2
B2 F L' U2 B' D2 B2
B2 F L' U2 B2 D2 B2
B2 F L' D U' R2 U'
B2 F L' D' U L2 U
B2 F L' D2 U2 B2 D
B2 F L' D2 U2 B2 D'
B2 F L' D2 U2 B2 D2
B2 F L' D2 F U2 B2
B2 F L' D2 F' U2 B2
B2 F L' D2 F2 U2 B2
F' B L' B L U2 R
F' B L' B L' U2 R
F' B L' B L2 U2 R
U2 B U2 F' B U2 R
F' B L' B U2 R D
F' B L' B U2 R D'
F' B L' B U2 R D2
F' B L' B U2 D R
F' B L' B U2 D' R
F' B L' B U2 D2 R
F' B L' B D U2 R
F' B L' B D' U2 R
B2 F L' F D F U2
F' B L' B D2 U2 R
B2 F L' F D' F U2
B2 F L' F D2 F U2
B F L F2 L2 B U2
B2 F L' F' D F' U2
B2 F L' F' D' F' U2
B2 F L' F' D2 F' U2
B F L F2 B L2 U2
R2 B U2 R2 U2 F' R
U2 B U2 B F' U2 R
B F L B L2 F2 U2
B F L B F2 L2 U2
D' B D F' B2 U2 R
U B U' F' B U2 R
U B U' B F' U2 R
D' B D B2 F' U2 R
F' B L2 U2 R2 F' R'
B' F L2 F2 L U2 F'
F B L F2 L2 B U2
F' B L2 D B U2 R
F B L F2 B L2 U2
F B L B L2 F2 U2
F' B L2 D' B U2 R
F B L B F2 L2 U2
B2 F L2 U2 D2 B2 R'
F' B L2 D2 B U2 R
B2 F L2 D2 L U2 B2
B F L' D2 B U2 B
B2 F L2 D2 U2 B2 R'
L B U2 R2 F' B R
F' B L2 B L U2 R
L B U2 R2 B F' R
F' B L2 B L' U2 R
F' B L2 B L2 U2 R
F' B L2 B U2 R D
F' B L2 B U2 R D'
F' B L2 B U2 R D2
F' B L2 B U2 D R
F' B L2 B U2 D' R
F' B L2 B U2 D2 R
F' B L2 B D U2 R
F' B L2 B D' U2 R
F' B L2 B D2 U2 R
B2 F L2 F' L F' U2
B F L' F2 D B U2
B2 F L2 F2 L U2 D
B2 F L2 F2 L U2 D'
B2 F L2 F2 L U2 D2
B2 F L2 F2 L D U2
B2 F L2 F2 L D' U2
B2 F L2 F2 L D2 U2
B F L' F2 D' B U2
B F L' F2 D2 B U2
B F L' F2 B U2 D
B F L' F2 B U2 D'
B F L' F2 B U2 D2
B F L' F2 B D U2
B F L' F2 B D' U2
B F L' F2 B D2 U2
B2 F L2 F2 D L U2
B2 F L2 F2 D' L U2
B2 F L2 F2 D2 L U2
B F L' B U2 D2 B2
B F L' B D2 U2 B2
B F L' B F2 U2 D
B F L' B F2 U2 D'
B F L' B F2 U2 D2
B F L' B F2 D U2
B F L' B F2 D' U2
B F L' B F2 D2 U2
F B L' D2 B U2 B
B2 F R L' F2 R' U2
F B L' F2 D B U2
F B L' F2 D' B U2
F B L' F2 D2 B U2
F B L' F2 B U2 D
F B L' F2 B U2 D'
F B L' F2 B U2 D2
F B L' F2 B D U2
F B L' F2 B D' U2
F B L' F2 B D2 U2
F B L' B U2 D2 B2
F B L' B D2 U2 B2
F B L' B F2 U2 D
F B L' B F2 U2 D'
F B L' B F2 U2 D2
F B L' B F2 D U2
F B L' B F2 D' U2
F B L' B F2 D2 U2
B F L2 F2 L B U2
B2 F R F2 R' U2 R2
D2 B D2 F' B2 L U2
L' B D2 F' B U2 R'
D2 B D2 B2 L F' U2
D2 B D2 B2 F' L U2
L' B D2 B F' U2 R'
B2 F R' L' F2 U2 L'
F B L2 F2 L B U2
D B D' F' B2 U2 R
U2 B D2 R2 F' B R'
U2 B D2 R2 B F' R'
L' B F L' F2 B U2
L' B F L' B F2 U2
D B D' B2 F' U2 R
L2 B D2 F' B U2 R'
B2 F R' F2 U2 L' R
B2 F R' F2 U2 R L'
L2 B D2 B F' U2 R'
D2 B F' L U2 F' R'
D2 B F' L' U2 F' R'
D2 B F' L2 U2 F' R'
L2 B F L' F2 B U2
L2 B F L' B F2 U2
B2 F R2 L' F2 R2 U2
L' B F' L B U2 R
L' B F' L' B U2 R
L' B F' L2 B U2 R
D2 B F' U2 D F' R'
D2 B F' U2 D' F' R'
D2 B F' U2 D2 F' R'
D2 B F' U2 F R' F2
D2 B F' U2 F' R' D
D2 B F' U2 F' R' D'
D2 B F' U2 F' R' D2
D2 B F' U2 F' D R'
D2 B F' U2 F' D' R'
D2 B F' U2 F' D2 R'
D2 B F' U2 F2 R' F
D2 B F' D U2 F' R'
D2 B F' D' U2 F' R'
L' B F' U2 R2 F' R'
D2 B F' D2 U2 F' R'
L' B F' D B U2 R
B2 F R2 F2 R2 U2 R'
L2 B F' L B U2 R
L' B F' D' B U2 R
L2 B F' L' B U2 R
L' B F' D2 B U2 R
L B D2 F' B U2 R'
L2 B F' L2 B U2 R
L B D2 B F' U2 R'
F' B U R2 U F' R'
L2 B F' U2 R2 F' R'
L B F L' F2 B U2
L B F L' B F2 U2
L2 B F' D B U2 R
L2 B F' D' B U2 R
L2 B F' D2 B U2 R
D2 B' L D2 F' B2 U2
D2 B' L D2 B2 F' U2
L B F' L B U2 R
L B F' L' B U2 R
D2 B' L F' U2 D F'
D2 B' L F' U2 D' F'
D2 B' L F' U2 D2 F'
D2 B' L F' U2 F' D
D2 B' L F' U2 F' D'
D2 B' L F' U2 F' D2
D2 B' L F' D U2 F'
D2 B' L F' D' U2 F'
D2 B' L F' D2 U2 F'
D2 B' L F' B U2 F'
D2 B' L F' B' U2 F'
D2 B' L F' B2 U2 F'
L B F' L2 B U2 R
D2 B' L B F' U2 F'
D2 B' L B' F' U2 F'
D2 B' L B2 F' U2 F'
L B F' U2 R2 F' R'
L B F' D B U2 R
L B F' D' B U2 R
L B F' D2 B U2 R
D2 B' L' F' L2 U2 F'
F' B U2 R2 D F' R'
F' B U2 R2 D' F' R'
F' B U2 R2 D2 F' R'
F' B U2 R2 F R' F2
F' B U2 R2 F' R' D
F' B U2 R2 F' R' D'
F' B U2 R2 F' R' D2
F' B U2 R2 F' D R'
F' B U2 R2 F' D' R'
F' B U2 R2 F' D2 R'
F' B U2 R2 F2 R' F
F' B U2 D R2 F' R'
F' B U2 D' R2 F' R'
F' B U2 D2 R2 F' R'
F' B U2 F R2 F' R
F' B D L B U2 R
F' B D L' B U2 R
F' B D L2 B U2 R
B2 F D L' U' R2 U'
B2 F D L' U2 D B2
B2 F D L' D U2 B2
B2 F D L' D' F2 U2
D2 B' L2 F' U2 F' R
F' B D U2 R2 F' R'
L' B' L2 F' U2 R F2
F' B D B L U2 R
F' B D B L' U2 R
F' B D B L2 U2 R
F' B D B U2 R D
F' B D B U2 R D'
F' B D B U2 R D2
F' B D B U2 D R
F' B D B U2 D' R
F' B D B U2 D2 R
F' B D B D U2 R
F' B D B D' U2 R
F' B D B D2 U2 R
F2 B D F B U2 R
F' B D' L B U2 R
F' B D' L' B U2 R
F2 B D B F U2 R
F' B D' L2 B U2 R
L2 B' L2 F' U2 R F2
B2 F D' L' U L' U
R' B' R F' B' U2 R
F' B D' U2 R2 F' R'
R' B' R B' F' U2 R
F' B D' B L U2 R
F' B D' B L' U2 R
F' B D' B L2 U2 R
F' B D' B U2 R D
F' B D' B U2 R D'
F' B D' B U2 R D2
F' B D' B U2 D R
F' B D' B U2 D' R
F' B D' B U2 D2 R
F' B D' B D U2 R
F' B D' B D' U2 R
F' B D' B D2 U2 R
F2 B D' F B U2 R
F' B D2 L B U2 R
F' B D2 L' B U2 R
F2 B D' B F U2 R
F' B D2 L2 B U2 R
B2 F D2 L' U2 B2 D
B2 F D2 L' U2 B2 D'
B2 F D2 L' U2 B2 D2
B2 F D2 L' D2 F2 U2
B2 F D2 L' F U2 B2
B2 F D2 L' F' U2 B2
B2 F D2 L' F2 U2 B2
B2 F D2 L2 U2 B2 R'
F' B D2 U2 R2 F' R'
L B' L2 F' U2 R F2
F' B D2 B L U2 R
F' B D2 B L' U2 R
F' B D2 B L2 U2 R
F' B D2 B U2 R D
F' B D2 B U2 R D'
F' B D2 B U2 R D2
F' B D2 B U2 D R
F' B D2 B U2 D' R
F' B D2 B U2 D2 R
F' B D2 B D U2 R
F' B D2 B D' U2 R
F' B D2 B D2 U2 R
B' F' L U2 R' F' R2
B2 F D2 F2 U2 R B2
B2 F D2 F2 U2 B2 R
F2 B D2 F B U2 R
F2 B D2 B F U2 R
B F D2 L' B U2 B
F' B' L U2 R' F' R2
B2 F' L U B U R
B2 F' L U B' U R
B2 F' L U B2 U R
B2 F' L U2 R2 D R'
B2 F' L U2 R2 D' R'
B2 F' L U2 R2 D2 R'
B2 F' L U2 D R D
B2 F' L U2 D R D'
B2 F' L U2 D R D2
B2 F' L U2 D' R D
B2 F' L U2 D' R D'
B2 F' L U2 D' R D2
B2 F' L U2 D2 R D
B2 F' L U2 D2 R D'
B2 F' L U2 D2 R D2
B2 F' L U2 B R B'
B2 F' L U2 B2 R B2
B2 F' L D L U2 R
B2 F' L D L' U2 R
B2 F' L D L2 U2 R
B2 F' L D U2 R D
B2 F' L D U2 R D'
B2 F' L D U2 R D2
B2 F' L D' L U2 R
B2 F' L D' L' U2 R
B2 F' L D' L2 U2 R
B2 F' L D' U2 R D
B2 F' L D' U2 R D'
B2 F' L D' U2 R D2
B2 F' L D2 L U2 R
B2 F' L D2 L' U2 R
B2 F' L D2 L2 U2 R
B2 F' L D2 U2 R D
B2 F' L D2 U2 R D'
B2 F' L D2 U2 R D2
F B D2 L' B U2 B
B' F' L' U2 D2 R F'
B2 F' L F2 L' F2 U2
B F D2 B L' U2 B
B' F' L' D2 U2 R F'
F' B' L' U2 D2 R F'
B2 F' L' U B U R
B2 F' L' U B' U R
B2 F' L' U B2 U R
B F' L U2 R2 F' R'
F B D2 B L' U2 B
B2 F' L' U2 R2 D R'
B2 F' L' U2 R2 D' R'
B2 F' L' U2 R2 D2 R'
B2 F' L' U2 D R D
B2 F' L' U2 D R D'
B2 F' L' U2 D R D2
B2 F' L' U2 D' R D
B2 F' L' U2 D' R D'
B2 F' L' U2 D' R D2
F' B' L' D2 U2 R F'
B2 F' L' U2 D2 R D
B2 F' L' U2 D2 R D'
B2 F' L' U2 D2 R D2
B2 F' L' U2 B R B'
B2 F' L' U2 B2 R B2
B2 F' L' D L U2 R
B2 F' L' D L' U2 R
B2 F' L' D L2 U2 R
B F' L D B U2 R
B2 F' L' D U2 R D
B2 F' L' D U2 R D'
B2 F' L' D U2 R D2
B2 F' L' D' L U2 R
B2 F' L' D' L' U2 R
B2 F' L' D' L2 U2 R
B F' L D' B U2 R
B2 F' L' D' U2 R D
B2 F' L' D' U2 R D'
B2 F' L' D' U2 R D2
B2 F' L' D2 L U2 R
B2 F' L' D2 L' U2 R
B2 F' L' D2 L2 U2 R
B F' L D2 B U2 R
B2 F' L' D2 U2 R D
B2 F' L' D2 U2 R D'
B2 F' L' D2 U2 R D2
B' F' L2 U2 R D F
B' F' L2 U2 R D' F
B' F' L2 U2 R D2 F
B' F' L2 U2 R F D
B' F' L2 U2 R F D'
B' F' L2 U2 R F D2
B' F' L2 U2 R' F R2
B' F' L2 U2 R2 F R'
B' F' L2 U2 D R F
B' F' L2 U2 D' R F
B' F' L2 U2 D2 R F
B2 F' L' F2 L' F2 U2
B F' L B L U2 R
B F' L B L' U2 R
B F' L B L2 U2 R
B' F' L2 D U2 R F
B F' L B U2 R D
B F' L B U2 R D'
B F' L B U2 R D2
B F' L B U2 D R
B F' L B U2 D' R
B F' L B U2 D2 R
B F' L B D U2 R
B F' L B D' U2 R
B F' L B D2 U2 R
B' F' L2 D' U2 R F
B' F' L2 D2 U2 R F
F' B' L2 U2 R D F
F' B' L2 U2 R D' F
F' B' L2 U2 R D2 F
F' B' L2 U2 R F D
F' B' L2 U2 R F D'
F' B' L2 U2 R F D2
F' B' L2 U2 R' F R2
F' B' L2 U2 R2 F R'
F' B' L2 U2 D R F
F' B' L2 U2 D' R F
F' B' L2 U2 D2 R F
B' F' L2 B U2 R F
F' B' L2 D U2 R F
B2 F' L2 U B U R
B2 F' L2 U B' U R
B2 F' L2 U B2 U R
B' F' L2 B' U2 R F
F' B' L2 D' U2 R F
B F' L' U2 R2 F' R'
B2 F' L2 U2 R2 D R'
B2 F' L2 U2 R2 D' R'
B2 F' L2 U2 R2 D2 R'
B2 F' L2 U2 D R D
B2 F' L2 U2 D R D'
B2 F' L2 U2 D R D2
B2 F' L2 U2 D' R D
B2 F' L2 U2 D' R D'
B2 F' L2 U2 D' R D2
B2 F' L2 U2 D2 R D
B2 F' L2 U2 D2 R D'
B2 F' L2 U2 D2 R D2
B' F' L2 B2 U2 R F
F' B' L2 D2 U2 R F
