B2 L U L' B
B2 L U B L'
B2 L' U L B
B2 L2 U L2 B
B2 L2 U B L2
D' R2 D' F2 B'
D' R2 D' B' F2
D' R2 B' D' F2
R2 D' R2 F2 B'
R2 D' R2 B' F2
R2 D' F2 R2 B'
R2 D' F2 B' R2
R2 D' B' R2 F2
R2 D' B' F2 R2
D' B' R2 D' F2
L2 B2 U L2 B'
F' B2 L U B L' D'
F' B2 L U B L' D2
F' B2 L U B D L'
F' B2 L U B D' L'
F' B2 L U B D2 L'
F' B2 L U B' L' B2
B2 F2 L U L B L2
B2 F2 L U L' D B
B2 F2 L U L' D' B
B2 F2 L U L' D2 B
B2 F2 L U L' B D
B2 F2 L U L' B D'
B2 F2 L U L' B D2
B2 F2 L U D L' B
F' B2 L D U L' B
B2 F2 L U D B L'
F' B2 L D U B L'
B2 F2 L U D' L' B
B2 F2 L U D' B L'
B2 F2 L U D2 L' B
B2 F2 L U D2 B L'
B2 F2 L U B L' D
B2 F2 L U B L' D'
B2 F2 L U B L' D2
B2 F2 L U B D L'
B2 F2 L U B D' L'
B2 F2 L U B D2 L'
B2 F2 L U B' L' B2
F' B2 L D' U L' B
F' B2 L D' U B L'
F2 B2 L U L B L2
F2 B2 L U L' D B
F2 B2 L U L' D' B
F2 B2 L U L' D2 B
F2 B2 L U L' B D
F2 B2 L U L' B D'
F2 B2 L U L' B D2
F' B2 L D2 U L' B
F' B2 L D2 U B L'
F2 B2 L U D L' B
F2 B2 L U D B L'
F2 B2 L U D' L' B
F2 B2 L U D' B L'
F2 B2 L U D2 L' B
F2 B2 L U D2 B L'
F2 B2 L U B L' D
F2 B2 L U B L' D'
F2 B2 L U B L' D2
F2 B2 L U B D L'
F2 B2 L U B D' L'
F2 B2 L U B D2 L'
F2 B2 L U B' L' B2
B2 F2 L D U L' B
B2 F2 L D U B L'
B2 F2 L D' U L' B
B2 F2 L D' U B L'
B2 F2 L D2 U L' B
B2 F2 L D2 U B L'
F2 B2 L D U L' B
F2 B2 L D U B L'
F2 B2 L D' U L' B
F2 B2 L D' U B L'
F2 B2 L D2 U L' B
F2 B2 L D2 U B L'
F' B2 L' U L D B
F' B2 L' U L D' B
F' B2 L' U L D2 B
F' B2 L' U L B D
F' B2 L' U L B D'
F' B2 L' U L B D2
F' B2 L' U L' B L2
F' B2 L' U L2 B L'
F' B2 L' U D L B
F' B2 L' U D' L B
F' B2 L' U D2 L B
B2 F2 L' U L D B
B2 F2 L' U L D' B
B2 F2 L' U L D2 B
B2 F2 L' U L B D
B2 F2 L' U L B D'
B2 F2 L' U L B D2
B2 F2 L' U L' B L2
B2 F2 L' U L2 B L'
F' B2 L' D U L B
B2 F2 L' U D L B
B2 F2 L' U D' L B
B2 F2 L' U D2 L B
F' B2 L' D' U L B
F2 B2 L' U L D B
F2 B2 L' U L D' B
F2 B2 L' U L D2 B
F2 B2 L' U L B D
F2 B2 L' U L B D'
F2 B2 L' U L B D2
F' B2 L' D2 U L B
F2 B2 L' U L' B L2
F2 B2 L' U L2 B L'
F2 B2 L' U D L B
F2 B2 L' U D' L B
F2 B2 L' U D2 L B
F' B2 L' F U L B
B2 F2 L' D U L B
L B2 L2 U L D B'
L B2 L2 U L D' B'
L B2 L2 U L D2 B'
L B2 L2 U L B' D
L B2 L2 U L B' D'
L B2 L2 U L B' D2
F' B2 L' F' U L B
B2 F2 L' D' U L B
F' B2 L' F2 U L B
B2 F2 L' D2 U L B
F2 B2 L' D U L B
B2 F2 L' F U L B
F2 B2 L' D' U L B
B2 F2 L' F' U L B
F2 B2 L' D2 U L B
B2 F2 L' F2 U L B
F2 B2 L' F U L B
F B2 L U L B L2
F B2 L U L' D B
F B2 L U L' D' B
F B2 L U L' D2 B
F B2 L U L' B D
F B2 L U L' B D'
F B2 L U L' B D2
F B2 L U D L' B
F B2 L U D B L'
F B2 L U D' L' B
F B2 L U D' B L'
F B2 L U D2 L' B
F B2 L U D2 B L'
B F2 L B U L' B
B F2 L B U B L'
F2 B2 L' F' U L B
F B2 L U B L' D
F B2 L U B L' D'
F B2 L U B L' D2
F B2 L U B D L'
F B2 L U B D' L'
F B2 L U B D2 L'
F B2 L U B' L' B2
L B2 L2 F U L B'
F2 B2 L' F2 U L B
U' B2 R2 U' F' B2 U2
U' B2 R2 U' B2 F' U2
L B2 L2 F' U L B'
F' B2 L2 U L' B L'
F' B2 L2 U L2 D B
F' B2 L2 U L2 D' B
F' B2 L2 U L2 D2 B
F' B2 L2 U L2 B D
F' B2 L2 U L2 B D'
F' B2 L2 U L2 B D2
F B2 L D U L' B
F B2 L D U B L'
F' B2 L2 U B L2 D
F' B2 L2 U B L2 D'
F' B2 L2 U B L2 D2
L B2 L2 F2 U L B'
F' B2 L2 U B' L2 B2
F B2 L D' U L' B
U' B2 R2 D' R2 U B
F B2 L D' U B L'
F B2 L D2 U L' B
F B2 L D2 U B L'
B2 F2 L2 U L' B L'
B2 F2 L2 U L2 D B
B2 F2 L2 U L2 D' B
B2 F2 L2 U L2 D2 B
B2 F2 L2 U L2 B D
B2 F2 L2 U L2 B D'
B2 F2 L2 U L2 B D2
F' B2 L2 D F2 U B
B2 F2 L2 U B L2 D
B2 F2 L2 U B L2 D'
B2 F2 L2 U B L2 D2
B2 F2 L2 U B' L2 B2
F2 B2 L2 U L' B L'
F2 B2 L2 U L2 D B
F2 B2 L2 U L2 D' B
F2 B2 L2 U L2 D2 B
F2 B2 L2 U L2 B D
F2 B2 L2 U L2 B D'
F2 B2 L2 U L2 B D2
D' B2 R2 U' R2 U B
F2 B2 L2 U B L2 D
F2 B2 L2 U B L2 D'
F2 B2 L2 U B L2 D2
F2 B2 L2 U B' L2 B2
F' B2 L2 F U L2 B
F' B2 L2 F U B L2
B2 F2 L2 D F2 U B
F' B2 L2 F' U L2 B
F' B2 L2 F' U B L2
F' B2 L2 F2 U L2 B
F' B2 L2 F2 U B L2
B' F2 R U' R' B' U
F2 B2 L2 D F2 U B
B2 F2 L2 F U L2 B
B2 F2 L2 F U B L2
B2 F2 L2 F' U L2 B
B2 F2 L2 F' U B L2
B2 F2 L2 F2 U L2 B
B2 F2 L2 F2 U B L2
F2 B2 L2 F U L2 B
F2 B2 L2 F U B L2
F B2 L' U L D B
F B2 L' U L D' B
F B2 L' U L D2 B
F B2 L' U L B D
F B2 L' U L B D'
F B2 L' U L B D2
F B2 L' U L' B L2
F B2 L' U L2 B L'
F B2 L' U D L B
F B2 L' U D' L B
F B2 L' U D2 L B
F2 B2 L2 F' U L2 B
F2 B2 L2 F' U B L2
F2 B2 L2 F2 U L2 B
F2 B2 L2 F2 U B L2
F B2 L' D U L B
U' B2 U D B D F2
F B2 L' D' U L B
U' B2 U D' B D' F2
F B2 L' D2 U L B
U' B2 U D2 F2 D B
U' B2 U D2 F2 D' B
U' B2 U D2 F2 D2 B
U' B2 U D2 F2 B D
U' B2 U D2 F2 B D'
U' B2 U D2 F2 B D2
U' B2 U D2 B F2 D
U' B2 U D2 B F2 D'
U' B2 U D2 B F2 D2
F B2 L' F U L B
L' B2 U L B2 L B
U' B2 U F D2 F2 B
U' B2 U F D2 B F2
F B2 L' F' U L B
U' B2 U F' D2 F2 B
U' B2 U F' D2 B F2
F B2 L' F2 U L B
U' B2 U F2 D2 F2 B
U' B2 U F2 D2 B F2
U' B2 U B R2 F' R2
U' B2 U B U2 B U2
B' F2 R' U' R B' U
B' F2 R' U' B' R U
D2 B2 U F2 U' F2 B
D2 B2 U F2 U' B F2
F B2 L2 U L' B L'
F B2 L2 U L2 D B
F B2 L2 U L2 D' B
F B2 L2 U L2 D2 B
F B2 L2 U L2 B D
F B2 L2 U L2 B D'
F B2 L2 U L2 B D2
B F2 L2 B U L2 B
B F2 L2 B U B L2
F B2 L2 U B L2 D
F B2 L2 U B L2 D'
F B2 L2 U B L2 D2
F B2 L2 U B' L2 B2
L2 B2 U L' D L' B'
L2 B2 U L' D' L' B'
L2 B2 U L' D2 L' B'
L2 B2 U L' B L' B'
L2 B2 U L' B' L' B'
L2 B2 U L' B2 L' B'
L2 B2 U L2 R' B' R
L2 B2 U L2 R2 B' R2
L2 B2 U L2 D B' D
L2 B2 U L2 D B' D'
L2 B2 U L2 D B' D2
L2 B2 U L2 D' B' D
L2 B2 U L2 D' B' D'
L2 B2 U L2 D' B' D2
L2 B2 U L2 D2 B' D
L2 B2 U L2 D2 B' D'
L2 B2 U L2 D2 B' D2
L2 B2 U L2 B2 D B
L2 B2 U L2 B2 D' B
L2 B2 U L2 B2 D2 B
L' B2 U B' L B' L
F B2 L2 D F2 U B
L' B2 U B2 L D B'
L' B2 U B2 L D' B'
L' B2 U B2 L D2 B'
L' B2 U B2 L B' D
L' B2 U B2 L B' D'
L' B2 U B2 L B' D2
L2 B2 U R' L2 B' R
L2 B2 U R2 L2 B' R2
F B2 L2 F U L2 B
F B2 L2 F U B L2
U' B2 U' F B2 U2 B'
F B2 L2 F' U L2 B
F B2 L2 F' U B L2
U' B2 U' F' B2 U2 B'
F B2 L2 F2 U L2 B
F B2 L2 F2 U B L2
U' B2 U' F2 B2 U2 B'
B' F2 R2 U' R2 B' U
B' F2 R2 U' B' R2 U
U' B2 U' B2 U2 D B'
U' B2 U' B2 U2 D' B'
U' B2 U' B2 U2 D2 B'
U' B2 U' B2 U2 B' D
U' B2 U' B2 U2 B' D'
U' B2 U' B2 U2 B' D2
U' B2 U' B2 D U2 B'
U' B2 U' B2 D' U2 B'
U' B2 U' B2 D2 U2 B'
U' B2 U' B2 F U2 B'
U' B2 U' B2 F' U2 B'
U' B2 U' B2 F2 U2 B'
L2 B2 U B L2 D B'
L2 B2 U B L2 D' B'
L2 B2 U B L2 D2 B'
L2 B2 U B L2 B' D
L2 B2 U B L2 B' D'
L2 B2 U B L2 B' D2
L2 B2 U B' L2 D B'
L2 B2 U B' L2 D' B'
L2 B2 U B' L2 D2 B'
L2 B2 U B' L2 B' D
L2 B2 U B' L2 B' D'
L2 B2 U B' L2 B' D2
L' B2 U' D2 R' U2 B
L2 B2 U B2 L2 D B'
L2 B2 U B2 L2 D' B'
L2 B2 U B2 L2 D2 B'
L2 B2 U B2 L2 B' D
L2 B2 U B2 L2 B' D'
L2 B2 U B2 L2 B' D2
U' B2 U2 D L2 U' B
L2 B2 U' R U2 L2 B'
L2 B2 U' R F U2 L2
L2 B2 U' R' U2 L2 B'
L2 B2 U' R' F U2 L2
L2 B2 U' R2 U2 L2 B'
L2 B2 U' R2 F U2 L2
L2 B2 U' D2 R2 F U2
L2 B2 U' D2 F R2 U2
L2 B2 U' F R U2 L2
B' F2 U L2 F U' F'
L2 B2 U' F R' U2 L2
L2 B2 U' F R2 U2 L2
L2 B2 U' F U2 L2 D
L2 B2 U' F U2 L2 D'
L2 B2 U' F U2 L2 D2
L2 B2 U' F D2 R2 U2
U' B2 D U B D F2
L2 B2 U2 R U' L2 B'
L B2 U B L' D' B2
L2 B2 U2 R' U' L2 B'
L' B2 U2 B2 U' L B'
U' B2 D U2 L2 U' B
L2 B2 U2 R2 U' L2 B'
F' B2 U B U B' U'
L2 B2 U2 B U' L2 B'
D2 B2 D B R2 D' F2
L2 B2 U2 B' U' L2 B'
F' B2 U B2 D B' L2
L2 B2 U2 B2 U' L2 B'
B2 F2 U B U B' U'
B2 F2 U B2 D B' L2
U' B2 D' R2 U' F' U2
F2 B2 U B U B' U'
L2 B2 D L2 F2 U B'
U' B2 D' U B D' F2
F2 B2 U B2 D B' L2
B' F2 U' B' R2 U F'
B' F2 U' B' U' B U2
L B2 U2 R U' L' B
L B2 U2 R U' B L'
L2 B2 D F2 U' F' U2
U' B2 D2 L U F2 B
U' B2 D2 L U B F2
U' B2 D2 L' U F2 B
U' B2 D2 L' U B F2
U' B2 D2 L2 U F2 B
U' B2 D2 L2 U B F2
U' B2 D2 U F2 D B
U' B2 D2 U F2 D' B
U' B2 D2 U F2 D2 B
U' B2 D2 U F2 B D
U' B2 D2 U F2 B D'
U' B2 D2 U F2 B D2
U' B2 D2 U B F2 D
U' B2 D2 U B F2 D'
U' B2 D2 U B F2 D2
L B2 D L U L2 B'
L B2 D L2 U L B'
F B2 U B U B' U'
F B2 U B2 D B' L2
L' B2 D2 U' R' U2 B
F' B2 D L U L' B
F' B2 D L U B L'
F' B2 D L' U L B
F' B2 D L2 U L2 B
F' B2 D L2 U B L2
B2 F2 D L U L' B
B2 F2 D L U B L'
B2 F2 D L' U L B
B2 F2 D L2 U L2 B
B2 F2 D L2 U B L2
F2 B2 D L U L' B
F2 B2 D L U B L'
F2 B2 D L' U L B
F2 B2 D L2 U L2 B
F2 B2 D L2 U B L2
L B2 D' L U L2 B'
L2 B2 D2 U' R2 F U2
L2 B2 D2 U' F R2 U2
L B2 D' L2 U L B'
L' B2 F U B2 L B'
F' B2 D' L U L' B
F' B2 D' L U B L'
F' B2 D' L' U L B
F' B2 D' L2 U L2 B
F' B2 D' L2 U B L2
B2 F2 D' L U L' B
B2 F2 D' L U B L'
B2 F2 D' L' U L B
B2 F2 D' L2 U L2 B
B2 F2 D' L2 U B L2
F2 B2 D' L U L' B
F2 B2 D' L U B L'
B F2 D L2 B U L2
F2 B2 D' L' U L B
L2 B2 F U L2 D' B2
F2 B2 D' L2 U L2 B
F2 B2 D' L2 U B L2
L B2 D2 L U L2 B'
D B2 D2 B R2 D' F2
L B2 D2 L2 U L B'
L' B2 F' U B2 L B'
F B2 D L U L' B
F B2 D L U B L'
F B2 D L' U L B
F' B2 D2 L U L' B
F' B2 D2 L U B L'
B F2 D B L2 U L2
F B2 D L2 U L2 B
F B2 D L2 U B L2
F' B2 D2 L' U L B
F' B2 D2 L2 U L2 B
F' B2 D2 L2 U B L2
B2 F2 D2 L U L' B
B2 F2 D2 L U B L'
B2 F2 D2 L' U L B
L2 B2 F' U L2 D2 B2
U B2 D2 F2 U F2 B
U B2 D2 F2 U B F2
B2 F2 D2 L2 U L2 B
B2 F2 D2 L2 U B L2
F2 B2 D2 L U L' B
F2 B2 D2 L U B L'
L2 B2 F' U' F2 U2 L2
F2 B2 D2 L' U L B
F2 B2 D2 L2 U L2 B
L' B2 F2 U B2 L B'
F2 B2 D2 L2 U B L2
F B2 D' L U L' B
F B2 D' L U B L'
F B2 D' L' U L B
F B2 D' L2 U L2 B
F B2 D' L2 U B L2
L2 B2 F2 U' F' U2 L2
F B2 D2 L U L' B
F B2 D2 L U B L'
F B2 D2 L' U L B
F B2 D2 L2 U L2 B
F B2 D2 L2 U B L2
