D' L' F2 B2
D' L' B2 F2
D' B2 L' F2
D' L F2 L2 B2
D' L F2 B2 L2
D' L B2 L2 F2
D' L B2 F2 L2
D L' D2 F2 B2
D L' D2 B2 F2
L2 R2 U L R2
R2 L2 U L R2
L2 R2 U R2 L
R2 L2 U R2 L
D' L' F2 B2 D
D' L' F2 B2 D'
D' L' F2 B2 D2
U' L2 R2 U L
D' L' B2 F2 D
D' L' B2 F2 D'
D' L' B2 F2 D2
D' L2 F2 L B2
L' U' L' R2 U
L' U' R2 L' U
U' R2 L2 U L
B' D' L' F2 B2
B' D' L' B2 F2
B2 D' L' F2 B2
B2 D' L' B2 F2
B D' L' F2 B2
B D' L' B2 F2
F2 D' F2 L' B2
B' D' B2 L' F2
F2 D' F2 B2 L'
B2 D' B2 L' F2
B D' B2 L' F2
F2 D' B2 F2 L'
D' B L' F2 B
D' B L' B F2
D' B2 L F2 L2
D' B2 L' F2 D
D' B2 L' F2 D'
D' B2 L' F2 D2
D' B2 L2 F2 L
F2 D' L B2 L2 F2 L'
F2 D' L B2 F2 L' D
F2 D' L B2 F2 L' D'
F2 D' L B2 F2 L' D2
F2 D' L B2 F2 D L'
F2 D' L B2 F2 D' L'
F2 D' L B2 F2 D2 L'
B2 D' L' R' B2 R F2
B2 D' L' R2 F2 R2 B2
B2 D' L' R2 F2 B2 R2
B2 D' L' R2 B2 R2 F2
B2 D' L' R2 B2 F2 R2
B' D' L' F B2 D F
B' D' L' F B2 D' F
B' D' L' F B2 D2 F
B' D' L' F' B2 D F'
B' D' L' F' B2 D' F'
B' D' L' F' B2 D2 F'
B' D' L' F2 L B2 L'
B' D' L' F2 L2 B2 L2
B' D' L' F2 R' B2 R
B' D' L' F2 R2 B2 R2
B' D' L' F2 B D B
B' D' L' F2 B D' B
B' D' L' F2 B D2 B
B' D' L' F2 B' D B'
B' D' L' F2 B' D' B'
B' D' L' F2 B' D2 B'
L F' U' R2 L U L
B' D' L' B F2 D B
B' D' L' B F2 D' B
B' D' L' B F2 D2 B
B' D' L' B' F2 D B'
B' D' L' B' F2 D' B'
B' D' L' B' F2 D2 B'
B' D' L' B2 L' F2 L
B' D' L' B2 L2 F2 L2
B' D' L' B2 R F2 R'
B' D' L' B2 R2 F2 R2
B' D' L' B2 F D F
B' D' L' B2 F D' F
B' D' L' B2 F D2 F
B' D' L' B2 F' D F'
B' D' L' B2 F' D' F'
B' D' L' B2 F' D2 F'
B D' L F' L2 F' B2
B D' L F' L2 B2 F'
B2 D' L' F B2 D F
B2 D' L' F B2 D' F
B2 D' L' F B2 D2 F
B D' L F' B2 L2 F'
B D' L F2 L' B2 L'
B D' L F2 L2 B2 D
B D' L F2 L2 B2 D'
B D' L F2 L2 B2 D2
B2 D' L' F' B2 D F'
B2 D' L' F' B2 D' F'
B2 D' L' F' B2 D2 F'
B2 D' L' F2 L B2 L'
B2 D' L' F2 L2 B2 L2
B D' L F2 B L2 B
B2 D' L' F2 R' B2 R
B D' L F2 B2 L2 D
B D' L F2 B2 L2 D'
B D' L F2 B2 L2 D2
B2 D' L' F2 R2 B2 R2
B D' L B L2 F2 B
B D' L B L2 B F2
B2 D' L' F2 B D B
B2 D' L' F2 B D' B
B2 D' L' F2 B D2 B
B2 D' L' F2 B' D B'
B2 D' L' F2 B' D' B'
B2 D' L' F2 B' D2 B'
B D' L B F2 L2 B
F2 D' L' F2 L B2 L2
F2 D' L' F2 L' B2 D
F2 D' L' F2 L' B2 D'
F2 D' L' F2 L' B2 D2
B2 D' L' B F2 D B
B2 D' L' B F2 D' B
B2 D' L' B F2 D2 B
B D' L B2 L F2 L
F2 D' L' F2 B L' B
B D' L B2 L2 F2 D
B D' L B2 L2 F2 D'
B D' L B2 L2 F2 D2
F2 D' L' F2 B2 L' D
F2 D' L' F2 B2 L' D'
F2 D' L' F2 B2 L' D2
F2 D' L' F2 B2 D L'
F2 D' L' F2 B2 D' L'
F2 D' L' F2 B2 D2 L'
B2 D' L' B' F2 D B'
B2 D' L' B' F2 D' B'
B2 D' L' B' F2 D2 B'
B2 D' L' B2 L' F2 L
B2 D' L' B2 L2 F2 L2
B2 D' L' B2 R F2 R'
B2 D' L' B2 R2 F2 R2
B D' L B2 F' L2 F'
B D' L B2 F2 L2 D
B D' L B2 F2 L2 D'
B D' L B2 F2 L2 D2
F2 D' L' B F2 L' B
B2 D' L' B2 F D F
B2 D' L' B2 F D' F
B2 D' L' B2 F D2 F
B2 D' L' B2 F' D F'
B2 D' L' B2 F' D' F'
B2 D' L' B2 F' D2 F'
B D' L' R F2 R' B2
F D' L F' L' F' B2
F D' L F' L' B2 F'
F2 D' L' B2 L F2 L'
F2 D' L' B2 L' F2 L'
F2 D' L' B2 L2 F2 L'
B D' L' R' B2 R F2
F D' L F' B2 L' F'
B D' L' R2 F2 R2 B2
B D' L' R2 F2 B2 R2
D F' U2 F' R B2 U2
F2 D' L' B2 F2 L' D
F2 D' L' B2 F2 L' D'
F2 D' L' B2 F2 L' D2
F2 D' L' B2 F2 D L'
F2 D' L' B2 F2 D' L'
F2 D' L' B2 F2 D2 L'
B D' L' R2 B2 R2 F2
B D' L' R2 B2 F2 R2
D F' U2 F' B2 R U2
B' D' L2 F' L F' B2
B' D' L2 F' L B2 F'
B' D' L2 F2 L B2 D
B' D' L2 F2 L B2 D'
B' D' L2 F2 L B2 D2
B' D' L2 F2 L' B2 L2
B' D' L2 F2 L2 B2 L'
L' F' D' L B' L' F2
F D' L B2 F' L' F'
D F' U2 B2 F' R U2
B D' L' F B2 D F
B D' L' F B2 D' F
B D' L' F B2 D2 F
B' D' R L' F2 R' B2
B2 D' L2 F' L F' B2
B2 D' L2 F' L B2 F'
B D' L' F' B2 D F'
B D' L' F' B2 D' F'
B D' L' F' B2 D2 F'
B D' L' F2 L B2 L'
B D' L' F2 L2 B2 L2
B D' L' F2 R' B2 R
B D' L' F2 R2 B2 R2
B2 D' L2 F2 L B2 D
B2 D' L2 F2 L B2 D'
B2 D' L2 F2 L B2 D2
B2 D' L2 F2 L' B2 L2
B D' L' F2 B D B
B2 D' L2 F2 L2 B2 L'
B D' L' F2 B D' B
B D' L' F2 B D2 B
B D' L' F2 B' D B'
B D' L' F2 B' D' B'
B D' L' F2 B' D2 B'
B D' L' B F2 D B
B D' L' B F2 D' B
B D' L' B F2 D2 B
F2 D' L2 F2 L B2 L2
F2 D' L2 F2 L' B2 D
F2 D' L2 F2 L' B2 D'
F2 D' L2 F2 L' B2 D2
B D' L' B' F2 D B'
B D' L' B' F2 D' B'
B D' L' B' F2 D2 B'
B D' L' B2 L' F2 L
B D' L' B2 L2 F2 L2
B D' L' B2 R F2 R'
F2 D' L2 F2 B L' B
B D' L' B2 R2 F2 R2
F2 D' L2 F2 B2 L' D
F2 D' L2 F2 B2 L' D'
F2 D' L2 F2 B2 L' D2
F2 D' L2 F2 B2 D L'
F2 D' L2 F2 B2 D' L'
F2 D' L2 F2 B2 D2 L'
B D' L' B2 F D F
B D' L' B2 F D' F
B D' L' B2 F D2 F
B D' L' B2 F' D F'
B D' L' B2 F' D' F'
B D' L' B2 F' D2 F'
L' F' D' F2 L B' L'
F2 D' L2 B F2 L' B
F D' L' F' L' F' B2
F D' L' F' L' B2 F'
F2 D' L2 B2 L F2 L'
F2 D' L2 B2 L' F2 L'
F2 D' L2 B2 L2 F2 L'
F D' L' F' B2 L' F'
B2 D' R L' F2 R' B2
F2 D' L2 B2 F2 L' D
F2 D' L2 B2 F2 L' D'
F2 D' L2 B2 F2 L' D2
F2 D' L2 B2 F2 D L'
F2 D' L2 B2 F2 D' L'
F2 D' L2 B2 F2 D2 L'
F D' L' B2 F' L' F'
F2 D' R U2 R' F2 B2
F2 D' R U2 R' B2 F2
F2 D' R U2 F2 R' B2
B D' L2 F' L F' B2
B D' L2 F' L B2 F'
B' D' R' L' B2 R F2
B D' L2 F2 L B2 D
B D' L2 F2 L B2 D'
B D' L2 F2 L B2 D2
B D' L2 F2 L' B2 L2
B D' L2 F2 L2 B2 L'
F D' L2 F' L' F' B2
F D' L2 F' L' B2 F'
B D' R L' F2 R' B2
F D' L2 F' B2 L' F'
B2 D' R' L' B2 R F2
F D' L2 B2 F' L' F'
B' D' R' B2 L' R F2
B' D' R' B2 R L' F2
B' D' R2 L' F2 R2 B2
B' D' R2 L' F2 B2 R2
B' D' R2 L' B2 R2 F2
B' D' R2 L' B2 F2 R2
B2 D' R' B2 L' R F2
B2 D' R' B2 R L' F2
B D' R' L' B2 R F2
F2 D' R' B2 R F2 L'
B2 D' R2 L' F2 R2 B2
B2 D' R2 L' F2 B2 R2
B2 D' R2 L' B2 R2 F2
B2 D' R2 L' B2 F2 R2
D F' D2 F2 L2 B' L
B' D' R2 F2 R2 B2 L
B' D' R2 B2 L' R2 F2
B' D' R2 B2 L' F2 R2
B' D' R2 B2 R2 L' F2
D' F' B' D2 F' B' L
D' F' B' D2 B' L F'
D' F' B' D2 B' F' L
D' F' B2 L F L' F2
B2 D' R2 F2 R2 B2 L
D' F' B2 L' F L' F2
D' F' B2 L2 F L' F2
B D' R' B2 L' R F2
B D' R' B2 R L' F2
F2 D' R2 F2 B2 L R2
F2 D' R2 F2 B2 R2 L
B2 D' R2 B2 L' R2 F2
B2 D' R2 B2 L' F2 R2
B2 D' R2 B2 R2 L' F2
B D' R2 L' F2 R2 B2
B D' R2 L' F2 B2 R2
F2 D' R2 B2 L R2 F2
F2 D' R2 B2 L F2 R2
B D' R2 L' B2 R2 F2
B D' R2 L' B2 F2 R2
F2 D' R2 B2 R2 L F2
F2 D' R2 B2 R2 F2 L
F2 D' R2 B2 F2 L R2
F2 D' R2 B2 F2 R2 L
D' F2 L R2 B2 L R2
D' F2 L R2 B2 R2 L
B D' R2 F2 R2 B2 L
D' F2 L U2 R U2 B2
B D' R2 B2 L' R2 F2
B D' R2 B2 L' F2 R2
B D' R2 B2 R2 L' F2
D' F2 L F2 L' F2 B2
D' F2 L F2 L' B2 F2
D' F2 L F2 B2 L' F2
B' D' U2 L' F2 B2 R'
B' D' U2 L' B2 R' F2
B' D' U2 L' B2 F2 R'
D' F2 L B2 U2 R U2
D' F2 L B2 F2 L' F2
L2 F2 L U' L' R2 U
L2 F2 L U' R2 L' U
D' F2 L' R2 B2 L R2
D' F2 L' R2 B2 R2 L
B2 D' U2 L' F2 B2 R'
B2 D' U2 L' B2 R' F2
B2 D' U2 L' B2 F2 R'
D' F2 L' U2 R U2 B2
D F2 L R B2 L U2
F2 D' U2 R U2 F2 B2
F2 D' U2 R U2 B2 F2
D' F2 L' F2 L' F2 B2
D' F2 L' F2 L' B2 F2
D' F2 L' F2 B2 L' F2
F2 D' U2 F2 L' B2 R'
U' F2 L2 R2 U' R' U2
U' F2 L2 U D' F2 L'
D' F2 L' B2 U2 R U2
D' F2 L' B2 F2 L' F2
L F2 L R2 U L R2
L F2 L R2 U R2 L
D' F2 L2 R2 B2 L R2
D' F2 L2 R2 B2 R2 L
B D' U2 L' F2 B2 R'
B D' U2 L' B2 R' F2
U' F2 L2 D' U F2 L'
B D' U2 L' B2 F2 R'
D' F2 L2 U2 R U2 B2
D F2 L B2 R U2 R'
D F2 L' R B2 L U2
U' F2 L2 F2 R2 U L'
F' D' F B2 D F L'
D' F2 L2 F2 L' F2 B2
D' F2 L2 F2 L' B2 F2
D' F2 L2 F2 B2 L' F2
D' F2 L2 B2 U2 R U2
D' F2 L2 B2 F2 L' F2
F2 D' F' L F' L' B2
F2 D' F' L F' B2 L'
F2 D' F' L B2 F' L'
F2 D' F' L' F' L' B2
F2 D' F' L' F' B2 L'
F2 D' F' L' B2 F' L'
L2 F2 L2 D' L' F2 B2
L2 F2 L2 D' L' B2 F2
F2 D' F' L2 F' L' B2
F2 D' F' L2 F' B2 L'
F2 D' F' L2 B2 F' L'
L2 F2 L2 D' B2 L' F2
D F2 L' B2 R U2 R'
R2 F2 L2 U' R U2 R
L F2 L' D' L' F2 B2
L F2 L' D' L' B2 F2
D F2 L2 R B2 L U2
L F2 L' D' B2 L' F2
B' D' F2 R2 B2 L R2
B' D' F2 R2 B2 R2 L
U2 F2 R U L2 R U
R2 F2 L2 F2 U L' R2
R2 F2 L2 F2 U R2 L'
U2 F2 R U R L2 U
F2 D' F' B2 L F' L'
F2 D' F' B2 L' F' L'
B' D' F2 U2 R U2 B2
F2 D' F' B2 L2 F' L'
F2 D' F' B2 D F' L'
F2 D' F' B2 D' F' L'
F2 D' F' B2 D2 F' L'
F2 D' F2 L B L2 B
F2 D' F2 L B2 L2 D
F2 D' F2 L B2 L2 D'
F2 D' F2 L B2 L2 D2
F2 D' F2 L' R' B2 R
F2 D' F2 L' R2 B2 R2
F2 D' F2 L' B D B
F2 D' F2 L' B D' B
F2 D' F2 L' B D2 B
F2 D' F2 L' B' D B'
F2 D' F2 L' B' D' B'
F2 D' F2 L' B' D2 B'
L F2 L2 U' L' R2 U
L F2 L2 U' R2 L' U
B2 D' F2 R2 B2 L R2
B2 D' F2 R2 B2 R2 L
F2 D' F2 R' L' B2 R
D F2 L2 B2 R U2 R'
F D' F' L F' L2 B2
F D' F' L F' B2 L2
F2 D' F2 R' B2 L' R
F2 D' F2 R' B2 R L'
F D' F' L B2 L2 F'
F D' F' L B2 F' L2
F2 D' F2 R2 L' B2 R2
B' D' F2 B2 U2 R U2
F D' F' L' F' B2 D
F D' F' L' F' B2 D'
F D' F' L' F' B2 D2
F2 D' F2 R2 B2 L' R2
F2 D' F2 R2 B2 R2 L'
D F2 R L B2 L U2
F D' F' L' B2 D F'
F D' F' L' B2 D' F'
F D' F' L' B2 D2 F'
F D' F' L' B2 F' D
F D' F' L' B2 F' D'
F D' F' L' B2 F' D2
B' D' B L F2 L2 B
B' D' B L F2 B L2
B' D' B L B L2 F2
B' D' B L B F2 L2
B2 D' F2 U2 R U2 B2
F D' F' L2 F' L B2
D F2 R L' B2 L U2
B' D' B L' F2 D B
B' D' B L' F2 D' B
B' D' B L' F2 D2 B
B' D' B L' F2 B D
B' D' B L' F2 B D'
B' D' B L' F2 B D2
B' D' B L' B F2 D
B' D' B L' B F2 D'
B' D' B L' B F2 D2
D F2 R L2 B2 L U2
B' D' B L2 F2 L B
F' D' F2 B' D' B' L
D F2 R U2 R' D2 F2
F2 D' F2 D' L' D B2
D F2 R U2 D2 R' F2
D F2 R U2 D2 F2 R'
F2 D' F2 D2 L' D2 B2
U' F2 R2 L2 U' R' U2
F2 D' F2 B L B L2
F2 D' F2 B L' D B
F2 D' F2 B L' D' B
F2 D' F2 B L' D2 B
F2 D' F2 B L' B D
F2 D' F2 B L' B D'
F2 D' F2 B L' B D2
B2 D' F2 B2 U2 R U2
F2 D' F2 B D L' B
F2 D' F2 B D B L'
U' F2 R2 U D' B2 L
F2 D' F2 B D' L' B
F2 D' F2 B D' B L'
F2 D' F2 B D2 L' B
F2 D' F2 B D2 B L'
D' F2 R' B2 D2 L2 R
D' F2 R' B2 D2 R L2
B2 D' B L F2 L2 B
D F2 R D2 U2 R' F2
B2 D' B L F2 B L2
D F2 R D2 U2 F2 R'
B2 D' B L B L2 F2
F2 D' F2 B' D B' L'
B2 D' B L B F2 L2
F2 D' F2 B' D' B' L'
F2 D' F2 B' D2 B' L'
F2 D' F2 B2 L2 D L
F2 D' F2 B2 L2 D' L
F2 D' F2 B2 L2 D2 L
F2 D' F2 B2 D L' D
F2 D' F2 B2 D L' D'
F2 D' F2 B2 D L' D2
D' F2 R2 L B2 L R2
D' F2 R2 L B2 R2 L
F2 D' F2 B2 D' L' D
F2 D' F2 B2 D' L' D'
F2 D' F2 B2 D' L' D2
F2 D' F2 B2 D2 L' D
F2 D' F2 B2 D2 L' D'
F2 D' F2 B2 D2 L' D2
B2 D' B L' F2 D B
B2 D' B L' F2 D' B
B2 D' B L' F2 D2 B
B2 D' B L' F2 B D
B2 D' B L' F2 B D'
B2 D' B L' F2 B D2
B2 D' B L' B F2 D
B2 D' B L' B F2 D'
B2 D' B L' B F2 D2
D' F2 R2 L' B2 L R2
D' F2 R2 L' B2 R2 L
F2 D' B L F2 L' B
F2 D' B L F2 B L'
F2 D' B L B F2 L'
B2 D' B L2 F2 L B
D' F2 R2 L2 B2 L R2
D' F2 R2 L2 B2 R2 L
F D' F' B L' F' B
F D' F' B L' B F'
F2 D' B L' F2 L' B
F2 D' B L' F2 B L'
F2 D' B L' B F2 L'
U' F2 R2 D' U B2 L
F2 D' B L2 F2 L' B
F2 D' B L2 F2 B L'
F2 D' B L2 B F2 L'
F D' F' B2 L F' L2
F D' F' B2 L' D F'
F D' F' B2 L' D' F'
F D' F' B2 L' D2 F'
F D' F' B2 L' F' D
F D' F' B2 L' F' D'
F D' F' B2 L' F' D2
F D' F' B2 L2 F' L
B D' F2 R2 B2 L R2
B D' F2 R2 B2 R2 L
F D' F' B2 D L' F'
F D' F' B2 D' L' F'
F D' F' B2 D2 L' F'
D F2 R B2 L U2 D
D F2 R B2 L U2 D'
D F2 R B2 L U2 D2
D F2 R B2 L D U2
D F2 R B2 L D' U2
D F2 R B2 L D2 U2
D F2 R B2 D L U2
D F2 R B2 D' L U2
D F2 R B2 D2 L U2
B D' F2 U2 R U2 B2
D' F2 R2 B' R2 B' L
B D' F2 B2 U2 R U2
D' F2 R2 B2 L R2 D
D' F2 R2 B2 L R2 D'
D' F2 R2 B2 L R2 D2
D' F2 R2 B2 R2 L D
D' F2 R2 B2 R2 L D'
D' F2 R2 B2 R2 L D2
D' F2 R2 B2 R2 D L
D' F2 R2 B2 R2 D' L
L2 F2 R2 U L R2 D
L2 F2 R2 U L R2 D'
L2 F2 R2 U L R2 D2
D' F2 R2 B2 R2 D2 L
B D' B L F2 L2 B
B D' B L F2 B L2
B D' B L B L2 F2
B D' B L B F2 L2
L2 F2 R2 U R2 L D
L2 F2 R2 U R2 L D'
L2 F2 R2 U R2 L D2
L2 F2 R2 U R2 D L
L2 F2 R2 U R2 D' L
L2 F2 R2 U R2 D2 L
F2 D' B F2 L B L2
F2 D' B F2 L' D B
F2 D' B F2 L' D' B
F2 D' B F2 L' D2 B
F2 D' B F2 L' B D
F2 D' B F2 L' B D'
F2 D' B F2 L' B D2
B D' B L' F2 D B
B D' B L' F2 D' B
B D' B L' F2 D2 B
B D' B L' F2 B D
B D' B L' F2 B D'
B D' B L' F2 B D2
B D' B L' B F2 D
B D' B L' B F2 D'
B D' B L' B F2 D2
F2 D' B F2 D L' B
F2 D' B F2 D B L'
F2 D' B F2 D' L' B
F2 D' B F2 D' B L'
F2 D' B F2 D2 L' B
F2 D' B F2 D2 B L'
B D' B L2 F2 L B
F2 D' B' L F2 L' B'
U' F2 U D' F2 L' B2
U' F2 U D' F2 B2 L'
U' F2 U D' B2 F2 L'
F D' F2 B' D2 B' L
D' F2 U R2 U' B2 L
L' F2 U R U2 R U
L2 F2 R2 F U L R2
D F2 R' B2 R2 U2 R'
L2 F2 R2 F U R2 L
B' D' B2 L F' L2 F'
L2 F2 R2 F' U L R2
B' D' B2 L F2 L2 D
B' D' B2 L F2 L2 D'
B' D' B2 L F2 L2 D2
L2 F2 R2 F' U R2 L
B' D' B2 L' R F2 R'
B' D' B2 L' R2 F2 R2
B' D' B2 L' F D F
B' D' B2 L' F D' F
B' D' B2 L' F D2 F
B' D' B2 L' F' D F'
B' D' B2 L' F' D' F'
B' D' B2 L' F' D2 F'
L2 F2 R2 F2 U L R2
L2 F2 R2 F2 U R2 L
B' D' B2 L2 F' L F'
B' D' B2 L2 F2 L D
B' D' B2 L2 F2 L D'
B' D' B2 L2 F2 L D2
B' D' B2 L2 F2 D L
B' D' B2 L2 F2 D' L
B' D' B2 L2 F2 D2 L
B' D' B2 R L' F2 R'
L' F2 U D' R U' F2
L' F2 U D2 L2 R U'
L' F2 U D2 R L2 U'
R2 F2 R2 D' F2 B2 L
F' D' B' F2 D' B' L
R2 F2 R2 D' B2 L F2
R2 F2 R2 D' B2 F2 L
B' D' B2 R2 L' F2 R2
B2 D' B2 L F' L2 F'
B2 D' B2 L F2 L2 D
B2 D' B2 L F2 L2 D'
B2 D' B2 L F2 L2 D2
B2 D' B2 L' R F2 R'
B2 D' B2 L' R2 F2 R2
B2 D' B2 L' R2 F2 R2
L F2 R2 L U L R2
L F2 R2 L U R2 L
B' D' B2 D L' D' F2
B2 D' B2 L' F D F
B2 D' B2 L' F D' F
B2 D' B2 L' F D2 F
F2 D' B' F2 D B' L'
B2 D' B2 L' F' D F'
B2 D' B2 L' F' D' F'
B2 D' B2 L' F' D2 F'
F2 D' B' F2 D' B' L'
F2 D' B' F2 D2 B' L'
F2 D' B2 L F2 L' D
F2 D' B2 L F2 L' D'
F2 D' B2 L F2 L' D2
F2 D' B2 L F2 D L'
F2 D' B2 L F2 D' L'
F2 D' B2 L F2 D2 L'
B2 D' B2 L2 F' L F'
B2 D' B2 L2 F2 L D
B2 D' B2 L2 F2 L D'
B2 D' B2 L2 F2 L D2
B2 D' B2 L2 F2 D L
B2 D' B2 L2 F2 D' L
B2 D' B2 L2 F2 D2 L
B2 D' B2 R L' F2 R'
F2 D' B2 L' F2 L' D
F2 D' B2 L' F2 L' D'
F2 D' B2 L' F2 L' D2
B' D' B2 D2 L' D2 F2
F2 D' B2 L' F2 D L'
F2 D' B2 L' F2 D' L'
F2 D' B2 L' F2 D2 L'
F2 D' B2 L2 F2 L' D
F2 D' B2 L2 F2 L' D'
F2 D' B2 L2 F2 L' D2
F D' B F' L' F' B
F D' B F' L' B F'
F2 D' B2 L2 F2 D L'
F2 D' B2 L2 F2 D' L'
F2 D' B2 L2 F2 D2 L'
B2 D' B2 R2 L' F2 R2
B' D' B2 F2 U2 R U2
D F2 R2 B2 U2 L R2
D F2 R2 B2 U2 R2 L
L' F2 U' R2 U2 R' U'
B2 D' B2 D L' D' F2
R2 F2 U R2 D' B2 L
F' D' B2 F D F L'
F2 D' B2 U2 R U2 F2
B2 D' B2 D2 L' D2 F2
D' F2 U' F2 U L' B2
D' F2 U' F2 U B2 L'
B2 D' B2 F2 U2 R U2
B D' B2 L F' L2 F'
B D' B2 L F2 L2 D
B D' B2 L F2 L2 D'
B D' B2 L F2 L2 D2
F2 D' B2 F' L F' L'
F2 D' B2 F' L' F' L'
F2 D' B2 F' L2 F' L'
B D' B2 L' R F2 R'
B D' B2 L' R2 F2 R2
F2 D' B2 F' D F' L'
F2 D' B2 F' D' F' L'
B D' B2 L' F D F
B D' B2 L' F D' F
B D' B2 L' F D2 F
F2 D' B2 F' D2 F' L'
B D' B2 L' F' D F'
B D' B2 L' F' D' F'
B D' B2 L' F' D2 F'
F2 D' B2 F2 L2 D L
F2 D' B2 F2 L2 D' L
F2 D' B2 F2 L2 D2 L
F2 D' B2 F2 D L' D
F2 D' B2 F2 D L' D'
F2 D' B2 F2 D L' D2
F2 D' B2 F2 D' L' D
F2 D' B2 F2 D' L' D'
F2 D' B2 F2 D' L' D2
F2 D' B2 F2 D2 L' D
F2 D' B2 F2 D2 L' D'
F2 D' B2 F2 D2 L' D2
B D' B2 L2 F' L F'
B D' B2 L2 F2 L D
B D' B2 L2 F2 L D'
B D' B2 L2 F2 L D2
B D' B2 L2 F2 D L
B D' B2 L2 F2 D' L
B D' B2 L2 F2 D2 L
B D' B2 R L' F2 R'
D' F2 U2 R U2 B2 D
B D' B2 R2 L' F2 R2
D' F2 U2 R U2 B2 D'
D' F2 U2 R U2 B2 D2
D' F2 U2 R D2 F2 U2
D' F2 U2 R F U2 B2
D' F2 U2 R F' U2 B2
D' F2 U2 R F2 U2 B2
F D' B' F2 D2 B' L
D' F2 U2 R2 U2 B2 L
F D' B2 L F' L' F'
F D' B2 L' F' L' F'
B D' B2 D L' D' F2
F D' B2 L2 F' L' F'
D' F2 U2 D2 R F2 U2
D' F2 U2 D2 F2 U2 L'
B' D2 L' U L' R2 U'
B' D2 L' U R2 L' U'
B D' B2 D2 L' D2 F2
D' F2 U2 F2 U2 L' B2
D' F2 U2 F2 U2 B2 L'
B D' B2 F2 U2 R U2
D2 F2 D L F2 L' B2
D2 F2 D L F2 B2 L'
L F2 U' L R2 U L
D2 F2 D L B2 F2 L'
D2 F2 D L' F2 L' B2
D2 F2 D L' F2 B2 L'
B2 D2 L' U L' R2 U'
D2 F2 D L' B2 F2 L'
B2 D2 L' U R2 L' U'
D2 F2 D L2 F2 L' B2
D2 F2 D L2 F2 B2 L'
D2 F2 D L2 B2 F2 L'
F D' B2 F' L F' L2
F D' B2 F' L' D F'
F D' B2 F' L' D' F'
F D' B2 F' L' D2 F'
F D' B2 F' L' F' D
F D' B2 F' L' F' D'
F D' B2 F' L' F' D2
F D' B2 F' L2 F' L
F D' B2 F' D L' F'
F D' B2 F' D' L' F'
F D' B2 F' D2 L' F'
U2 F2 U2 D' F2 L' B2
U2 F2 U2 D' F2 B2 L'
U2 F2 U2 D' B2 F2 L'
L F2 U' R2 L U L
B' D2 L2 R2 U' L R2
B' D2 L2 R2 U' R2 L
D2 F2 D F2 L B2 L2
D2 F2 D F2 L' B2 D
D2 F2 D F2 L' B2 D'
D2 F2 D F2 L' B2 D2
D F2 U2 R B2 U2 B2
D2 F2 D F2 B L' B
D2 F2 D F2 B2 L' D
D2 F2 D F2 B2 L' D'
D2 F2 D F2 B2 L' D2
D2 F2 D F2 B2 D L'
D2 F2 D F2 B2 D' L'
D2 F2 D F2 B2 D2 L'
D2 F2 D B F2 L' B
D2 F2 D B2 L F2 L'
D2 F2 D B2 L' F2 L'
D2 F2 D B2 L2 F2 L'
D2 F2 D B2 F2 L' D
D2 F2 D B2 F2 L' D'
D2 F2 D B2 F2 L' D2
D2 F2 D B2 F2 D L'
D2 F2 D B2 F2 D' L'
D2 F2 D B2 F2 D2 L'
B2 D2 L2 R2 U' L R2
B2 D2 L2 R2 U' R2 L
U2 F2 D R F2 B2 U2
B D2 L' U L' R2 U'
U2 F2 D R B2 F2 U2
B D2 L' U R2 L' U'
U' F2 D' U F2 L' B2
U' F2 D' U F2 B2 L'
U' F2 D' U B2 F2 L'
D F2 U2 B2 R U2 B2
U2 F2 D F2 B2 U2 L'
L' F2 D' U R U' F2
U2 F2 D B2 R F2 U2
U2 F2 D B2 F2 U2 L'
L' F2 D' F2 U' L' U
B D2 L2 R2 U' L R2
B D2 L2 R2 U' R2 L
U2 F2 D' R U2 F2 B2
U2 F2 D' R U2 B2 F2
U2 F2 D' U2 F2 L' B2
U2 F2 D' U2 F2 B2 L'
U2 F2 D' U2 B2 F2 L'
U2 F2 D' F2 L' B2 R'
D' F2 D2 U2 R F2 U2
D' F2 D2 U2 F2 U2 L'
L' F2 D2 U L2 R U'
L' F2 D2 U R L2 U'
B' D2 R2 L2 U' L R2
B' D2 R2 L2 U' R2 L
D2 F2 B D F2 L' B2
D2 F2 B D F2 B2 L'
D2 F2 B D B2 F2 L'
D F2 D2 R U2 R' F2
D F2 D2 R U2 F2 R'
B2 D2 R2 L2 U' L R2
B2 D2 R2 L2 U' R2 L
D F2 D2 F2 L' D2 B2
D F2 D2 F2 D2 L' B2
D F2 D2 F2 D2 B2 L'
D' F2 B' U2 R U2 B'
D2 F2 B' D F2 L' B2
D2 F2 B' D F2 B2 L'
D2 F2 B' D B2 F2 L'
B' D2 U L2 R2 U' L
D' F2 B2 L U2 R U2
D' F2 B2 L F2 L' F2
B' D2 U R2 L2 U' L
D' F2 B2 L' U2 R U2
D' F2 B2 L' F2 L' F2
D' F2 B2 L2 U2 R U2
D' F2 B2 L2 F2 L' F2
D' F2 B2 R' D2 L2 R
D' F2 B2 R' D2 R L2
B D2 R2 L2 U' L R2
B D2 R2 L2 U' R2 L
B2 D2 U L2 R2 U' L
D' F2 B2 U' F2 U L'
D' F2 B2 U2 R U2 D
D' F2 B2 U2 R U2 D'
D' F2 B2 U2 R U2 D2
