L2 R' B' R' B
R' L2 B' R' B
B2 L2 R2 B R'
B' L2 R2 B R
R2 L2 B' R' B2
L2 R2 B' R' B2
F2 L2 F2 B' R'
F2 L2 B' R' F2
F2 L2 B' F2 R'
B' R2 L2 B R
L2 U2 F' L' U2
B2 R2 L2 B R'
B' R2 B L2 R
B' R2 B R L2
B2 R2 B L2 R'
B2 R2 B R' L2
F' U2 F L2 R
F' U2 F R L2
U2 F' L' U2 L'
R' B' L2 R' B
R' B' R' L2 B
R' B' R' B L2
R2 B' L2 R' B2
R2 B' R' L2 B2
R2 B' R' B2 L2
L2 B' R2 B R
L2 B2 R2 B R'
L F' U2 F R L D'
L F' U2 F R L D2
L F' U2 F R D L
L F' U2 F R D' L
L F' U2 F R D2 L
L F' U2 F D L R
L F' U2 F D R L
L F' U2 F D' L R
L F' U2 F D' R L
L F' U2 F D2 L R
L F' U2 F D2 R L
L F' U2 F2 L F' R
U2 F' D' L' U' B2 U'
U2 F' D' L' U2 D L2
U2 F' D' L' D U2 L2
U2 F' D' L' D' R2 U2
F2 D' L2 B2 U' B R'
D2 F' D2 U2 F L2 R
D2 F' D2 U2 F R L2
L F' D U2 F L R
L F' D U2 F R L
U2 F' D2 L' R2 U2 D
U2 F' D2 L' R2 U2 D'
U2 F' D2 L' R2 U2 D2
U2 F' D2 L' R2 D U2
U2 F' D2 L' R2 D' U2
U2 F' D2 L' R2 D2 U2
U2 F' D2 L' U2 D2 L2
U2 F' D2 L' D2 U2 L2
U2 F' D2 R2 L' U2 D
U2 F' D2 R2 L' U2 D'
U2 F' D2 R2 L' U2 D2
U2 F' D2 R2 L' D U2
U2 F' D2 R2 L' D' U2
U2 F' D2 R2 L' D2 U2
U2 F' D2 R2 D L' U2
U2 F' D2 R2 D' L' U2
U2 F' D2 R2 D2 L' U2
L F' D' U2 F L R
L F' D' U2 F R L
L2 F' B L U2 L' F
U2 F' B L' U2 L' F
B' D' R2 D L2 B R
B' D' R2 D B L2 R
B' D' R2 D B R L2
R' F' B' R' F L2 B
R' F' B' R' F B L2
R' F' B' R' B F L2
D2 F' B' R2 U2 R F
L F' D2 U2 F L R
L F' D2 U2 F R L
L' F' B' U2 R' F L'
L' F' B' U2 F L' R'
L' F' B' U2 F R' L'
U2 F' B' L' B U2 L'
L2 F' B' R F R2 B
R2 F' B' R' F L2 B2
R2 F' B' R' F B2 L2
R2 F' B' R' B2 F L2
U2 F' B2 L' B2 U2 L'
F' D' U' B2 U' F R
F' D' U2 F R D L2
F' D' U2 F D L2 R
F' D' U2 F D R L2
L' F2 L' F2 L' B' R'
R' F2 L2 F2 B' R' B
R' F2 L2 B' R' F2 B
R' F2 L2 B' R' B F2
R' F2 L2 B' F2 R' B
L' F2 L2 F2 B' L' R'
L' F2 L2 F2 B' R' L'
L' F2 L2 B' F2 L' R'
L' F2 L2 B' F2 R' L'
L2 F2 L2 F2 B' L2 R'
L2 F2 L2 F2 B' R' L2
L2 F2 L2 B' L2 R' F2
R' F2 R F2 L2 B' R'
L2 F2 L2 B' L2 F2 R'
U2 F2 L2 B' R2 F' R
L2 F2 L2 B' R' L2 F2
L2 F2 L2 B' R' F2 L2
L2 F2 L2 B' F2 L2 R'
L2 F2 L2 B' F2 R' L2
L' F2 R F U2 F R
R2 F2 L2 F2 B' R' B2
R2 F2 L2 B' R' F2 B2
R2 F2 L2 B' R' B2 F2
R2 F2 L2 B' F2 R' B2
U2 F2 R F L' U2 L'
R' F2 R' B L2 F2 R
L F2 L2 B' L' R' F2
L F2 L2 B' L' F2 R'
L F2 L2 B' R' L' F2
U2 F2 R' F L' U2 L'
D2 F2 R2 F U2 F R
U' F2 U L2 R B' R'
U' F2 U L2 R' B' R'
U' F2 U L2 R2 B' R'
U' F2 U L2 D B' R'
U' F2 U L2 D' B' R'
U' F2 U L2 D2 B' R'
U' F2 U L2 B' R' D
U' F2 U L2 B' R' D'
U' F2 U L2 B' R' D2
U' F2 U L2 B' D R'
U' F2 U L2 B' D' R'
U' F2 U L2 B' D2 R'
U' F2 U R L2 B' R'
U' F2 U R' L2 B' R'
U' F2 U R2 L2 B' R'
R F2 R B L2 F2 R
U2 F2 R2 F L' U2 L'
U' F2 U B' L2 R' B'
U' F2 U B' R' L2 B'
R2 F2 R2 F2 L2 B' R'
R F2 R' F2 L2 B' R'
U' F2 U' F U2 L2 R
U' F2 U' F U2 R L2
U F2 U F U2 L2 R
U F2 U F U2 R L2
U F2 U' L2 R B' R'
U F2 U' L2 R' B' R'
U F2 U' L2 R2 B' R'
U F2 U' L2 D B' R'
U F2 U' L2 D' B' R'
U F2 U' L2 D2 B' R'
U F2 U' L2 B' R' D
U F2 U' L2 B' R' D'
U F2 U' L2 B' R' D2
U F2 U' L2 B' D R'
U F2 U' L2 B' D' R'
U F2 U' L2 B' D2 R'
U F2 U' R L2 B' R'
U F2 U' R' L2 B' R'
U F2 U' R2 L2 B' R'
L2 F2 U2 F U2 R F
B D2 L F' R2 U2 F
U F2 U' B' L2 R' B'
U F2 U' B' R' L2 B'
F' D2 L2 R2 B' U2 R'
B D2 L' D2 L2 R2 B
B D2 L' D2 R2 L2 B
B D2 L' D2 R2 B L2
F' D2 L2 B' R2 U2 R
B' D2 R' U2 R' U2 B
B' D2 R' D2 B2 L B'
U' F2 B U L2 B' R'
B' D2 R' B2 D2 L B'
R' F2 B' L2 R' F2 B
R' F2 B' L2 R' B F2
F' D2 R2 L2 B' U2 R'
R' F2 B' L2 F2 R' B
U' F2 B' U L2 B' R'
R' F2 B' R' L2 F2 B
R' F2 B' R' L2 B F2
F' D2 R2 U2 R F R
F' D2 R2 U2 R' F R
R' F2 B' R' F2 L2 B
F' D2 R2 U2 R2 F R
R' F2 B' R' F2 B L2
F' D2 R2 U2 D F R
R' F2 B' R' B L2 F2
F' D2 R2 U2 D' F R
R' F2 B' R' B F2 L2
F' D2 R2 U2 D2 F R
F' D2 R2 U2 F R D
F' D2 R2 U2 F R D'
F' D2 R2 U2 F R D2
F' D2 R2 U2 F D R
F' D2 R2 U2 F D' R
F' D2 R2 U2 F D2 R
F' D2 R2 D U2 F R
F' D2 R2 D' U2 F R
B' D2 R2 B' R B2 L
F' D2 R2 D2 U2 F R
R2 F2 B L2 R F2 R
R2 F2 B L2 R' F2 R
R2 F2 B L2 R2 F2 R
R2 F2 B L2 F2 R D
R2 F2 B L2 F2 R D'
R2 F2 B L2 F2 R D2
R2 F2 B L2 F2 D R
R2 F2 B L2 F2 D' R
R2 F2 B L2 F2 D2 R
R2 F2 B R L2 F2 R
R2 F2 B R' L2 F2 R
R2 F2 B R2 L2 F2 R
F' D2 R2 B' U2 R' F
F' D2 R2 B' U2 F R'
U' F2 B2 U L2 B' R'
B D2 R' B2 L R' B
B D2 R' B2 R' L B
L2 F2 B' R F2 R2 B
R2 F2 B' L2 R' F2 B2
R2 F2 B' L2 R' B2 F2
R2 F2 B' L2 F2 R' B2
R2 F2 B' R' L2 F2 B2
R2 F2 B' R' L2 B2 F2
R2 F2 B' R' F2 L2 B2
R2 F2 B' R' F2 B2 L2
R2 F2 B' R' B2 L2 F2
R2 F2 B' R' B2 F2 L2
U F2 B U' L2 B' R'
R F2 B L2 F2 R B
D2 B L F' R2 U2 F
F D2 R2 B L U2 B
L' B L F' U2 F L2
U F2 B' U' L2 B' R'
B' D2 U2 R2 U2 B R
B' D2 U2 F' R2 U2 R
R F2 B' R' F2 L2 B'
L' B L' R2 D2 B R2
L' B L' R2 B D2 R2
F' D2 U2 F D2 L2 R
F' D2 U2 F D2 R L2
L' B L' U2 L2 F' U2
L2 B L F' U2 F L'
D2 B L' D2 L2 R2 B
D2 B L' D2 R2 L2 B
L' B L' U2 F' L2 U2
D2 B L' D2 R2 B L2
B2 D2 U2 F' R2 U2 R'
L' B L' D2 R2 D B
L' B L' D2 R2 D' B
L' B L' D2 R2 D2 B
L' B L' D2 R2 B D
L' B L' D2 R2 B D'
L' B L' D2 R2 B D2
U F2 B2 U' L2 B' R'
L' B L' D2 B R2 B
L' B L' D2 B' R2 B
L' B L' D2 B2 R2 B
R2 B L F2 L F2 R
L' B L' B D2 R2 B
L' B L' B' D2 R2 B
B D2 U2 L R2 U2 B
B D2 U2 L F' R2 U2
L' B L' B2 D2 R2 B
R2 B L' R D2 L' R2
R2 B L' R D2 R2 L'
L2 B L' D2 L R2 B
R2 B L' R' D2 L' R2
R2 B L' R' D2 R2 L'
L2 B L' D2 R2 L B
R2 B L' R2 D2 L' R2
R2 B L' R2 D2 R2 L'
B D2 U2 R2 L U2 B
B D2 U2 F' L R2 U2
R2 B L' U2 L2 U2 L
B D2 U2 F' R2 L U2
R2 B L' D L' D R2
R2 B L' D' L' D' R2
B' D2 F' R2 U2 R F
R2 B L' D2 L' R2 D
R2 B L' D2 L' R2 D'
R2 B L' D2 L' R2 D2
R2 B L' D2 R2 L' D
R2 B L' D2 R2 L' D'
R2 B L' D2 R2 L' D2
R2 B L' D2 R2 D L'
R2 B L' D2 R2 D' L'
R2 B L' D2 R2 D2 L'
U2 B L2 R F R B
U2 B L2 R2 F B R
U2 B L2 R2 B F R
R2 B L2 R U2 L' U2
R2 B L2 R F2 R F2
B2 D2 F' R2 U2 R' F
B2 D2 F' R2 U2 F R'
R2 B L2 R' U2 L' U2
R2 B L2 R' F2 R F2
R2 B L2 R2 U2 L' U2
U2 B L2 F R D2 B2
R2 B L2 R2 F2 R F2
U2 B L2 F D2 R B2
U2 B L2 F D2 B2 R
R2 B L2 U F2 U' R
R2 B L2 U2 L' U2 D
R2 B L2 U2 L' U2 D'
R2 B L2 U2 L' U2 D2
R2 B L2 U2 L' D U2
R2 B L2 U2 L' D' U2
R2 B L2 U2 L' D2 U2
R2 B L2 U2 D L' U2
R2 B L2 U2 D' L' U2
R2 B L2 U2 D2 L' U2
R2 B L2 D U2 L' U2
R2 B L2 D F2 R F2
R2 B L2 D' U2 L' U2
R2 B L2 D' F2 R F2
R2 B L2 D2 U2 L' U2
R2 B L2 D2 F2 R F2
U2 B R L2 F R B
R2 B L2 F2 R F2 D
R2 B L2 F2 R F2 D'
R2 B L2 F2 R F2 D2
R2 B L2 F2 R' F2 R2
R2 B L2 F2 R2 F2 R'
L2 B R U2 L F U2
R2 B R L' D2 L' R2
R2 B R L' D2 R2 L'
R2 B R L2 U2 L' U2
R2 B R L2 F2 R F2
R2 B R U2 L U2 L
L2 B R B R B R'
L2 B R B2 R B R2
R B L2 U2 L' U2 B'
R' B R' B2 R' B' L2
D2 B R' B2 L R' B
D2 B R' B2 R' L B
R2 B R F2 L2 F2 R
L' B R' B2 L' R' B
L' B R' B2 R' L' B
L' B R' B2 R' B L'
R2 B R B2 L2 R' B2
R2 B R B2 R' L2 B2
R2 B R B2 R' B2 L2
L' B R2 L' D2 B R2
R B L2 F2 R F2 B
R B L2 F2 R B F2
L' B R2 L' B D2 R2
R2 B R' L' D2 L' R2
R2 B R' L' D2 R2 L'
R2 B R' L2 U2 L' U2
R2 B R' L2 F2 R F2
R2 B R' U2 L U2 L
L2 B R' B R' B R'
L2 B R' B2 R' D B
L2 B R' B2 R' D' B
L2 B R' B2 R' D2 B
L2 B R' B2 R' B D
L2 B R' B2 R' B D'
L2 B R' B2 R' B D2
U2 B R2 L2 F B R
U2 B R2 L2 B F R
R2 B R' F2 L2 F2 R
F' D2 B' R2 U2 R F
L' B R2 B2 R' B' L'
L2 B R2 U2 L U2 B
R2 B R' B2 L2 R' B2
R2 B R' B2 R' L2 B2
R2 B R' B2 R' B2 L2
L2 B R2 D B2 R' B'
R2 B R2 L' D2 L' R2
R2 B R2 L' D2 R2 L'
L2 B R2 D' B2 R' B'
R2 B R2 L2 U2 L' U2
L2 B R2 D2 B2 R' B'
R2 B R2 L2 F2 R F2
R B R B2 R' B' L2
R2 B R2 U2 L U2 L
L2 B R2 B2 R B' R2
L2 B R2 B2 R' D B'
L2 B R2 B2 R' D' B'
L2 B R2 B2 R' D2 B'
L2 B R2 B2 R' B' D
L2 B R2 B2 R' B' D'
L2 B R2 B2 R' B' D2
L2 B R2 B2 R2 B' R
L2 B R2 B2 D R' B'
L2 B R2 B2 D' R' B'
L2 B R2 B2 D2 R' B'
R2 B R2 F2 L2 F2 R
L B R' B2 R' B L
R2 B R2 B2 L2 R' B2
R2 B R2 B2 R' L2 B2
R2 B R2 B2 R' B2 L2
U' B U' F' L' U2 L'
R2 B U D' B2 U' R'
D2 B U2 L R2 U2 B
F' B L U2 L' F L2
D2 B U2 L F' R2 U2
L' B U2 L F' U2 L2
R2 B U B2 U' L2 R'
R2 B U B2 U' R' L2
D2 B U2 R2 L U2 B
F2 B L U2 L F2 B'
F2 B L U2 L B' F2
F2 B L U2 F2 L B'
R B R2 B2 L2 R' B
R B R2 B2 R' L2 B
R B R2 B2 R' B L2
D2 B U2 F' L R2 U2
D2 B U2 F' R2 L U2
U B U F' L' U2 L'
L2 B U2 L D F' U2
L2 B U2 L D' F' U2
L2 B U2 L D2 F' U2
L2 B U2 L F' U2 D
L2 B U2 L F' U2 D'
L2 B U2 L F' U2 D2
L2 B U2 L F' D U2
L2 B U2 L F' D' U2
L2 B U2 L F' D2 U2
L2 B U2 L' F' L2 U2
F D2 B2 D2 L2 F' R
F D2 B2 D2 F' L2 R
F D2 B2 D2 F' R L2
R2 B U' B2 U L2 R'
R2 B U' B2 U R' L2
L2 B U2 D L F' U2
L' B D L' D2 R2 B
R2 B U2 L R U2 L
L2 B U2 D F' L U2
R2 B U2 L R' U2 L
R2 B U2 L R2 U2 L
R2 B U2 L U2 L D
R2 B U2 L U2 L D'
R2 B U2 L U2 L D2
R2 B U2 L U2 D L
R2 B U2 L U2 D' L
R2 B U2 L U2 D2 L
R2 B U2 L D U2 L
L2 B U2 D' L F' U2
R2 B U2 L D' U2 L
R2 B U2 L D2 U2 L
L2 B U2 D' F' L U2
L2 B U2 D2 L F' U2
L2 B U2 D2 F' L U2
L2 B U2 F L F2 U2
L2 B U2 F' L U2 D
L2 B U2 F' L U2 D'
L2 B U2 F' L U2 D2
L2 B U2 F' L D U2
L2 B U2 F' L D' U2
R2 B U2 R L U2 L
L2 B U2 F' L D2 U2
L2 B U2 F' D L U2
L2 B U2 F' D' L U2
L2 B U2 F' D2 L U2
R2 B U2 R' L U2 L
B F L F2 U2 F L
R2 B U2 R2 L U2 L
R2 B U2 D2 L R2 U2
R2 B U2 D2 R2 L U2
B' F L2 D2 F' R' B2
B' F L2 F' R2 B R
F2 B L2 R F2 R B'
F2 B L2 R F2 B' R
F2 B L2 R B' F2 R
F2 B L2 R' F2 R B'
F2 B L2 R' F2 B' R
F B L F2 U2 F L
F2 B L2 R' B' F2 R
L2 B D R' B2 R' B
F2 B L2 R2 F2 R B'
F2 B L2 R2 F2 B' R
F2 B L2 R2 B' F2 R
L2 B D R2 B2 R' B'
L' B D' L' D2 R2 B
L2 B D U2 L F' U2
L2 B D U2 F' L U2
B2 F L2 D2 F' R B2
B2 F L2 D2 F' B2 R
B2 F L2 D2 B2 F' R
F' B L2 B' L' U2 L
B2 F L2 F' R2 B R'
R B U2 L F U2 L
L2 B D B R2 B R'
F2 B L2 F2 R D B'
F2 B L2 F2 R D' B'
F2 B L2 F2 R D2 B'
F2 B L2 F2 R B' D
F2 B L2 F2 R B' D'
F2 B L2 F2 R B' D2
F2 B L2 F2 R' B' R2
L2 B D B2 R2 B R
F2 B L2 F2 D R B'
F2 B L2 F2 D B' R
F2 B L2 F2 D' R B'
F2 B L2 F2 D' B' R
F2 B L2 F2 D2 R B'
F2 B L2 F2 D2 B' R
F2 B L2 F2 B R B2
F2 B L2 F2 B' R D
F2 B L2 F2 B' R D'
F2 B L2 F2 B' R D2
F2 B L2 F2 B' D R
F2 B L2 F2 B' D' R
F2 B L2 F2 B' D2 R
F2 B L2 B F2 R B2
F2 B L2 B' R F2 R
F2 B L2 B' R' F2 R
F2 B L2 B' R2 F2 R
F2 B L2 B' F2 R D
F2 B L2 B' F2 R D'
F2 B L2 B' F2 R D2
F2 B L2 B' F2 D R
F2 B L2 B' F2 D' R
F2 B L2 B' F2 D2 R
L2 B D' R' B2 R' B
F2 B R L2 F2 R B'
F2 B R L2 F2 B' R
F2 B R L2 B' F2 R
L2 B D' R2 B2 R' B'
L' B D2 L' D2 R2 B
L2 B D' U2 L F' U2
L2 B D' U2 F' L U2
L2 B D' B R2 B R'
R2 B D' U B2 U' R'
L2 B D' B2 R2 B R
L2 B D2 R' B2 R' B
F2 B R' L2 F2 R B'
F2 B R' L2 F2 B' R
F2 B R' L2 B' F2 R
L2 B D2 R2 B2 R' B'
L2 B D2 U2 L F' U2
L2 B D2 U2 F' L U2
R2 B D2 L' D2 L2 R2
R2 B D2 L' D2 R2 L2
L2 B D2 B R2 B R'
L2 B D2 B2 R2 B R
R2 B D2 U2 L R2 U2
R2 B D2 U2 R2 L U2
F2 B R2 L2 F2 R B'
F2 B R2 L2 F2 B' R
F2 B R2 L2 B' F2 R
R2 B D2 B2 R' B2 L
R2 B F L2 F2 R F
L2 B F D2 F' B2 R'
L2 B F D2 B2 F' R'
L2 B F' L U2 L' F
U' B F2 U L2 B' R'
U2 B F' L' U2 L' F
F2 B U L2 F2 R B'
F2 B U L2 F2 B' R
F2 B U L2 B' F2 R
R' B' L R' D L B
R' B' L R' D' L B
R' B' L R' D2 L B
L' B' L R2 B L2 R
L' B' L R2 B R L2
R' B' L D2 L R' B'
R' B' L D2 R' L B'
R2 B F2 L2 R F2 R
R2 B F2 L2 R' F2 R
R2 B F2 L2 R2 F2 R
R2 B F2 L2 F2 R D
R2 B F2 L2 F2 R D'
R2 B F2 L2 F2 R D2
R2 B F2 L2 F2 D R
R2 B F2 L2 F2 D' R
R2 B F2 L2 F2 D2 R
R2 B F2 R L2 F2 R
F2 B U' L2 F2 R B'
F2 B U' L2 F2 B' R
F2 B U' L2 B' F2 R
R2 B F2 R' L2 F2 R
R2 B F2 R2 L2 F2 R
L2 B' L R2 B L' R
L2 B' L R2 B R L'
R' B' L' R' D L' B
R' B' L' R' D B L'
R' B' L' R' D' L' B
R' B' L' R' D' B L'
R' B' L' R' D2 L' B
R' B' L' R' D2 B L'
R' B' L' R' B L' D
R' B' L' R' B L' D'
R' B' L' R' B L' D2
R' B' L' R' B D L'
R' B' L' R' B D' L'
R' B' L' R' B D2 L'
R' B' L' R' B' L' B2
L' B' L' R2 D B R
L' B' L' R2 D' B R
L' B' L' R2 D2 B R
L' B' L' R2 B R D
L' B' L' R2 B R D'
L' B' L' R2 B R D2
L' B' L' R2 B D R
L' B' L' R2 B D' R
L' B' L' R2 B D2 R
L' B' L' R2 B' R B2
L' B' L' R2 B2 R B'
L' B' L' U2 F' U2 R'
L' B' L' D R2 B R
L' B' L' D' R2 B R
L' B' L' D2 R2 B R
F2 B U2 L2 F2 R B'
F2 B U2 L2 F2 B' R
F2 B U2 L2 B' F2 R
U B F2 U' L2 B' R'
F' B U2 F' L2 F2 R
L2 B' L' R' D2 L B'
R' B' L2 R B R2 B
R' B' L2 R B' R2 B
R' B' L2 R B2 R2 B
R' B' L2 R' D B D
R' B' L2 R' D B D'
R' B' L2 R' D B D2
R' B' L2 R' D' B D
R' B' L2 R' D' B D'
R' B' L2 R' D' B D2
R' B' L2 R' D2 B D
R' B' L2 R' D2 B D'
R' B' L2 R' D2 B D2
R B F2 L2 F2 R B
R' B' L2 R' B2 D B'
R' B' L2 R' B2 D' B'
R' B' L2 R' B2 D2 B'
L' B' L' B' R2 B R'
R' B' L2 R2 D R B
R' B' L2 R2 D' R B
R' B' L2 R2 D2 R B
R' B' L2 R2 B R B
R' B' L2 R2 B' R B
R' B' L2 R2 B2 R B
L' B' L2 R' D2 L B'
L B' L R2 B L R
L B' L R2 B R L
R2 B' L' R B2 L' R2
R2 B' L' R B2 R2 L'
R2 B' L' R' B L' B
R2 B' L' R' B2 L' D
R2 B' L' R' B2 L' D'
R2 B' L' R' B2 L' D2
R2 B' L' R' B2 D L'
R2 B' L' R' B2 D' L'
R2 B' L' R' B2 D2 L'
R2 B' L' R2 B2 L' R
R2 B' L' R2 B2 R L'
R' B' L2 F' R' F B
R' B' L2 F' R' B F
R' B' L2 F2 R' F2 B
R' B' L2 F2 R' B F2
R' B' L2 B' R' B R'
L2 B' L2 R2 B L2 R
L2 B' L2 R2 B R L2
R' B' R L2 B R2 B
R' B' R L2 B' R2 B
R' B' R L2 B2 R2 B
R2 B' L' B2 L' D2 R2
L B' L' R2 B L R
L B' L' R2 B R L
R2 B' L2 R B' R2 B'
R2 B' L2 R B2 R2 D
R2 B' L2 R B2 R2 D'
R2 B' L2 R B2 R2 D2
R2 B' L2 R' B D B
R2 B' L2 R' B D' B
R2 B' L2 R' B D2 B
R2 B' L2 R' B' D B'
R2 B' L2 R' B' D' B'
R2 B' L2 R' B' D2 B'
R2 B' L2 R2 B' R B'
R2 B' L2 R2 B2 R D
R2 B' L2 R2 B2 R D'
R2 B' L2 R2 B2 R D2
R2 B' L2 R2 B2 D R
R2 B' L2 R2 B2 D' R
R2 B' L2 R2 B2 D2 R
R' B' R B L2 R2 B
R B' L' R B L' R2
R B' L' R B R2 L'
R2 B' L2 D R' D' B2
R' B' R B R2 L2 B
R' B' R B R2 B L2
R' B' R B' L2 R2 B
R' B' R B' R2 L2 B
R' B' R B' R2 B L2
R' B' R B2 L2 R2 B
R2 B' L2 D2 R' D2 B2
R' B' R B2 R2 L2 B
R' B' R B2 R2 B L2
R' B' R' L D L B
R' B' R' L D' L B
R' B' R' L D2 L B
R' B' R' L' D L' B
R' B' R' L' D B L'
R' B' R' L' D' L' B
R' B' R' L' D' B L'
R' B' R' L' D2 L' B
R' B' R' L' D2 B L'
R2 B' L2 F' R' F B2
R2 B' L2 F' R' B2 F
R' B' R' L' B L' D
R' B' R' L' B L' D'
R' B' R' L' B L' D2
R' B' R' L' B D L'
R' B' R' L' B D' L'
R' B' R' L' B D2 L'
R' B' R' L' B' L' B2
R' B' R' L2 D B D
R' B' R' L2 D B D'
R' B' R' L2 D B D2
R' B' R' L2 D' B D
R' B' R' L2 D' B D'
R' B' R' L2 D' B D2
R' B' R' L2 D2 B D
R' B' R' L2 D2 B D'
R' B' R' L2 D2 B D2
R2 B' L2 F2 R' F2 B2
R2 B' L2 F2 R' B2 F2
R' B' R' L2 B2 D B'
R' B' R' L2 B2 D' B'
R' B' R' L2 B2 D2 B'
D2 B' R' U2 R' U2 B
R2 B' L2 B2 U2 L U2
L' B' R' L2 D2 L B'
L B' L2 R2 B L R
L B' L2 R2 B R L
R' B' R' D B D' L2
R2 B' R L' B2 L' R2
R2 B' R L' B2 R2 L'
R' B' R' D2 B D2 L2
R2 B' R L2 B' R2 B'
D2 B' R' D2 B2 L B'
R2 B' R L2 B2 R2 D
R2 B' R L2 B2 R2 D'
R2 B' R L2 B2 R2 D2
R' B' R' F L2 F' B
R' B' R' F L2 B F'
B' F D2 F' R' B2 L
R' B' R' F B L2 F'
L2 B' R B R B R
R' B' R' F2 L2 F2 B
R' B' R' F2 L2 B F2
R' B' R' F2 B L2 F2
L' B' R' D2 L B' L2
L2 B' R B' R B R
R' B' R' B L D L
R' B' R' B L D' L
R' B' R' B L D2 L
R' B' R' B L' D L'
R' B' R' B L' D' L'
R' B' R' B L' D2 L'
R B' L2 R B R2 D
R B' L2 R B R2 D'
R B' L2 R B R2 D2
R B' L2 R B' R2 B2
R B' L2 R B2 R2 B'
R B' L2 R' U2 F' U2
R' B' R' B F L2 F'
R' B' R' B F2 L2 F2
L2 B' R B2 R B R
R' B' R' B' L' B2 L'
R' B' R' B' L2 B2 D
R' B' R' B' L2 B2 D'
R' B' R' B' L2 B2 D2
L2 B' R' L' D2 L B'
D2 B' R' B2 D2 L B'
L2 B' R' U R' U' B
R' B' R2 L2 D R B
R' B' R2 L2 D' R B
R' B' R2 L2 D2 R B
R' B' R2 L2 B R B
R' B' R2 L2 B' R B
R' B' R2 L2 B2 R B
R B' L2 D R B R2
R B' L2 D' R B R2
R2 B' R B L2 B R2
L' B' R2 L B L2 R
L' B' R2 L B R L2
R B' L2 D2 R B R2
R2 B' R B' R2 B' L2
L' B' R2 L' D B R
L' B' R2 L' D' B R
L' B' R2 L' D2 B R
L' B' R2 L' B R D
L' B' R2 L' B R D'
L' B' R2 L' B R D2
L' B' R2 L' B D R
L' B' R2 L' B D' R
L' B' R2 L' B D2 R
L' B' R2 L' B' R B2
L' B' R2 L' B2 R B'
R2 B' R B2 L2 R2 D
R2 B' R B2 L2 R2 D'
R2 B' R B2 L2 R2 D2
R2 B' R B2 R2 L2 D
R2 B' R B2 R2 L2 D'
R2 B' R B2 R2 L2 D2
L2 B' R' D2 L B' L'
R2 B' R' L' B L' B
R2 B' R' L' B2 L' D
R2 B' R' L' B2 L' D'
R2 B' R' L' B2 L' D2
R2 B' R' L' B2 D L'
R2 B' R' L' B2 D' L'
R2 B' R' L' B2 D2 L'
R2 B' R' L2 B D B
R2 B' R' L2 B D' B
R2 B' R' L2 B D2 B
R2 B' R' L2 B' D B'
R2 B' R' L2 B' D' B'
R2 B' R' L2 B' D2 B'
L' B' R2 D L' B R
R B' L2 B' R B R'
L' B' R2 D B L' R
L' B' R2 D B R L'
L2 B' R' B R' B R
L' B' R2 D' L' B R
L' B' R2 D' B L' R
L' B' R2 D' B R L'
F2 B' L R' F2 L B'
R' B' R2 B L2 R B
L' B' R2 D2 L' B R
L2 B' R' B' R' B R
R' B' R2 B R L2 B
R' B' R2 B R B L2
L' B' R2 D2 B L' R
L' B' R2 D2 B R L'
R' B' R2 B' L2 R B
L2 B' R' B2 R' B R
R' B' R2 B' R L2 B
R' B' R2 B' R B L2
D2 B' R2 B' R B2 L
R B' R L' B L' R2
R B' R L' B R2 L'
R' B' R2 B2 L2 R B
R' B' R2 B2 R L2 B
R' B' R2 B2 R B L2
R B' R L2 B R2 D
R B' R L2 B R2 D'
R B' R L2 B R2 D2
R B' R L2 B' R2 B2
L2 B' R2 L B L' R
L2 B' R2 L B R L'
R B' R L2 B2 R2 B'
D' B' R2 B R D L2
D' B' R2 B D L2 R
D' B' R2 B D R L2
R2 B' R' F L2 F' B2
R2 B' R' F L2 B2 F'
L2 B' R2 L2 B L2 R
L2 B' R2 L2 B R L2
L' B' R2 B L' R D
L' B' R2 B L' R D'
L' B' R2 B L' R D2
L' B' R2 B L' D R
L' B' R2 B L' D' R
L' B' R2 B L' D2 R
L' B' R2 B R L' D
L' B' R2 B R L' D'
L' B' R2 B R L' D2
L' B' R2 B R D L'
L' B' R2 B R D' L'
L' B' R2 B R D2 L'
R2 B' R' F B2 L2 F'
L' B' R2 B D L' R
L' B' R2 B D R L'
L' B' R2 B D' L' R
L' B' R2 B D' R L'
L' B' R2 B D2 L' R
L' B' R2 B D2 R L'
L' B' R2 B' L' R B2
L' B' R2 B' L' B2 R
L' B' R2 B' R L' B2
L' B' R2 B' R B2 L'
R2 B' R' F2 L2 F2 B2
R2 B' R' F2 L2 B2 F2
L' B' R2 B2 R B' L'
R2 B' R' F2 B2 L2 F2
R2 B' R' B L' B L'
R2 B' R' B L2 D B
R2 B' R' B L2 D' B
R2 B' R' B L2 D2 B
R2 B' R' B L2 B D
R2 B' R' B L2 B D'
R2 B' R' B L2 B D2
B' F' L' U2 L' R' F'
B' F' L' U2 R' L' F'
L2 B' R2 D B R D
L2 B' R2 D B R D'
L2 B' R2 D B R D2
L2 B' R2 D B D R
L2 B' R2 D B D' R
L2 B' R2 D B D2 R
L2 B' R2 D B' R B2
L2 B' R2 D B2 R B'
R2 B' R' B2 L D L
R2 B' R' B2 L D' L
R2 B' R' B2 L D2 L
R2 B' R' B2 L' D L'
R2 B' R' B2 L' D' L'
R2 B' R' B2 L' D2 L'
F2 B' L F2 L R' B'
L2 B' R2 D' B R D
