R2 U R2 B U2
R2 U' D2 L2 F'
R2 U' D2 F' L2
R2 U' F' D2 L2
U' R2 U' F' R2
R2 D B2 U' F'
B U' R2 U' R2
R2 D2 U' L2 F'
R2 D2 U' F' L2
D' B F2 D L' U2 R2
L' B F2 U' R2 F2 U'
D' B F2 D L2 U2 R2
L' B F2 U' F2 R2 U'
D' B F2 D U2 R2 D
D' B F2 D U2 R2 D'
D' B F2 D U2 R2 D2
D' B F2 D' L2 U2 D
D' B F2 D' L2 U2 D'
D' B F2 D' L2 U2 D2
D' B F2 D' L2 D U2
D' B F2 D' L2 D' U2
D' B F2 D' L2 D2 U2
L' B F2 U2 D R2 B2
L' B F2 U2 D B2 R2
L' B F2 D U2 R2 B2
L' B F2 D U2 B2 R2
D' B F2 D2 U B2 U
L' B F2 D' L2 F2 U2
L' B F2 D' F2 L2 U2
F2 B U D2 L2 B2 U
F2 B U D2 B2 L2 U
U B F U' R2 B U'
L B F U' F' R2 U'
D B F' U' F U' B
L2 B F2 U' R2 F2 U'
L2 B F2 U' F2 R2 U'
F' B U' R' F R' U'
L2 B F2 U2 D R2 B2
L2 B F2 U2 D B2 R2
F' B U' R2 D F U'
F' B U' R2 D' F U'
F' B U' R2 D2 F U'
F' B U' R2 F U' D
F' B U' R2 F U' D'
F' B U' R2 F U' D2
F' B U' R2 F D U'
F' B U' R2 F D' U'
F' B U' R2 F D2 U'
L2 B F2 D U2 R2 B2
L2 B F2 D U2 B2 R2
F' B U' D F U' B2
L2 B F2 D' L2 F2 U2
L2 B F2 D' F2 L2 U2
F' B U' F R2 U' D
F' B U' F R2 U' D'
F' B U' F R2 U' D2
F' B U' F R2 D U'
F' B U' F R2 D' U'
F' B U' F R2 D2 U'
F' B U' F U' D B2
F' B U' F D U' B2
F2 B U' R' F2 R' U'
F' B U' F' R2 F2 U'
F2 B U' R2 U' D R2
F2 B U' R2 D U' R2
F2 B U' R2 F2 U' D
F2 B U' R2 F2 U' D'
F2 B U' R2 F2 U' D2
F2 B U' R2 F2 D U'
F2 B U' R2 F2 D' U'
F2 B U' R2 F2 D2 U'
L B F' U' R2 F U'
L B F' U' F R2 U'
F2 B U' F R2 F U'
D B F2 U' F2 U' B
D B F2 U2 D B R2
D B F2 U2 B D R2
F2 B U' F2 R2 U' D
F2 B U' F2 R2 U' D'
F2 B U' F2 R2 U' D2
F2 B U' F2 R2 D U'
F2 B U' F2 R2 D' U'
F2 B U' F2 R2 D2 U'
D B F2 D U2 B R2
F2 B U' F2 U' D B2
F2 B U' F2 D U' B2
D B F2 D' L2 U2 B
R2 B' L U R2 B U2
R2 B' L U' D2 L2 F'
R2 B' L U' D2 F' L2
R2 B' L U' F' D2 L2
B F U' R2 U2 B U
R2 B' L D B2 U' F'
L B F2 U' R2 F2 U'
B F U' D F' U' B2
L B F2 U' F2 R2 U'
R2 B' L D2 U' L2 F'
R2 B' L D2 U' F' L2
L B F2 U2 D R2 B2
L B F2 U2 D B2 R2
U B F2 D R2 U2 B2
L B F2 D U2 R2 B2
L B F2 D U2 B2 R2
F2 B U2 D R B2 R
F2 B U2 D R2 B2 D
F2 B U2 D R2 B2 D'
F2 B U2 D R2 B2 D2
B F U' F R2 F2 U'
L B F2 D' L2 F2 U2
F2 B U2 D B' R2 B'
F2 B U2 D B2 R2 D
F2 B U2 D B2 R2 D'
F2 B U2 D B2 R2 D2
L B F2 D' F2 L2 U2
U B F2 D' F2 U2 L2
B F U' F' R2 U' D
B F U' F' R2 U' D'
B F U' F' R2 U' D2
B F U' F' R2 D U'
B F U' F' R2 D' U'
B F U' F' R2 D2 U'
B F U' F' U' D B2
B F U' F' D U' B2
B F U' F2 R2 F U'
F B U' R2 U2 B U
F B U' D F' U' B2
F2 B U2 B D R2 B2
F2 B U2 B D B2 R2
F2 B U2 B' D R2 B2
F2 B U2 B' D B2 R2
F B U' F R2 F2 U'
R2 B' L' U R2 B U2
F2 B U2 B2 D R2 B2
F2 B U2 B2 D B2 R2
F2 B D L U2 R2 B2
F2 B D L U2 B2 R2
F B U' F' R2 U' D
F B U' F' R2 U' D'
F B U' F' R2 U' D2
F B U' F' R2 D U'
F B U' F' R2 D' U'
F B U' F' R2 D2 U'
F B U' F' U' D B2
R2 B' L' U' D2 L2 F'
R2 B' L' U' D2 F' L2
F B U' F' D U' B2
R2 B' L' U' F' D2 L2
F2 B D L' U2 R2 B2
F2 B D L' U2 B2 R2
F B U' F2 R2 F U'
F2 B D L2 U2 R2 B2
F2 B D L2 U2 B2 R2
F' B D U' F U' B2
R2 B' L' D B2 U' F'
R2 B' L' D2 U' L2 F'
R2 B' L' D2 U' F' L2
F2 B D U2 R B2 R
F2 B D U2 R2 B2 D
F2 B D U2 R2 B2 D'
F2 B D U2 R2 B2 D2
F2 B D U2 B' R2 B'
F2 B D U2 B2 R2 D
F2 B D U2 B2 R2 D'
F2 B D U2 B2 R2 D2
F2 B D F U2 R2 B2
F2 B D F U2 B2 R2
F2 B D F' U2 R2 B2
F2 B D F' U2 B2 R2
F2 B D F2 U2 R2 B2
F2 B D F2 U2 B2 R2
R2 B' L2 U R2 B U2
R2 B' L2 U' D2 L2 F'
R2 B' L2 U' D2 F' L2
R2 B' L2 U' F' D2 L2
F2 B D' L F2 L U2
F2 B D' L' F2 U2 R
F2 B D' L2 U2 D2 B2
F2 B D' L2 D2 U2 B2
F2 B D' L2 F2 U2 D
F2 B D' L2 F2 U2 D'
F2 B D' L2 F2 U2 D2
F2 B D' L2 F2 D U2
F2 B D' L2 F2 D' U2
F2 B D' L2 F2 D2 U2
R2 B' L2 D B2 U' F'
R2 B' L2 D2 U' L2 F'
R2 B' L2 D2 U' F' L2
B F D U' F' U' B2
F' B D' F2 U' F' U'
F2 B D' F L2 U2 B'
F2 B D' F' L2 F' U2
F2 B D' F2 L2 U2 D
F2 B D' F2 L2 U2 D'
F2 B D' F2 L2 U2 D2
F2 B D' F2 L2 D U2
F2 B D' F2 L2 D' U2
F2 B D' F2 L2 D2 U2
F2 B D' F2 U2 D2 R2
F2 B D' F2 D2 U2 R2
F B D U' F' U' B2
F' B D2 U L2 B' U
F2 B D2 U L2 B2 U
F2 B D2 U B2 L2 U
B F D' F2 U' F U'
L' B' R2 U R2 B2 U2
L' B' R2 U B2 R2 U2
L' B' R2 U' D2 L2 F2
L' B' R2 U' D2 F2 L2
L' B' R2 D L2 B2 U'
L' B' R2 D B2 L2 U'
L' B' R2 D2 U' L2 F2
F B D' F2 U' F U'
L' B' R2 D2 U' F2 L2
L2 B' R2 U R2 B2 U2
L2 B' R2 U B2 R2 U2
L2 B' R2 U' D2 L2 F2
L2 B' R2 U' D2 F2 L2
L2 B' R2 D L2 B2 U'
L2 B' R2 D B2 L2 U'
L2 B' R2 D2 U' L2 F2
L2 B' R2 D2 U' F2 L2
U' B' U B R2 U' F'
R B' R B' U' L F'
R B' R B' U' F' L
L B' R2 U R2 B2 U2
L B' R2 U B2 R2 U2
L B' R2 U' D2 L2 F2
L B' R2 U' D2 F2 L2
L B' R2 D L2 B2 U'
L B' R2 D B2 L2 U'
L B' R2 D2 U' L2 F2
L B' R2 D2 U' F2 L2
R2 B' U R2 D B U2
R2 B' U R2 D' B U2
R2 B' U R2 D2 B U2
R2 B' U R2 B U2 D
R2 B' U R2 B U2 D'
R2 B' U R2 B U2 D2
R2 B' U R2 B D U2
R2 B' U R2 B D' U2
R2 B' U R2 B D2 U2
R2 B' U B R2 B U2
R2 B' U B' R2 B U2
R2 B' U B2 R2 B U2
R2 B' U' L D2 L2 F'
R2 B' U' L D2 F' L2
R2 B' U' L F' D2 L2
R2 B' U' L' D2 L2 F'
R2 B' U' L' D2 F' L2
R2 B' U' L' F' D2 L2
R2 B' U' L2 D2 L2 F'
R2 B' U' L2 D2 F' L2
R2 B' U' L2 F' D2 L2
R2 B' U' D F' D L2
R2 B' U' D2 L F' L
R2 B' U' D2 L2 D F'
R2 B' U' D2 L2 D' F'
R2 B' U' D2 L2 D2 F'
R2 B' U' D2 L2 F' D
R2 B' U' D2 L2 F' D'
R2 B' U' D2 L2 F' D2
R2 B' U' D2 F L2 F2
R2 B' U' D2 F' L2 D
R2 B' U' D2 F' L2 D'
R2 B' U' D2 F' L2 D2
R2 B' U' F' L D2 L2
R2 B' U' F' L' D2 L2
R2 B' U' F' L2 D2 L2
R2 B' U' F' U2 R2 U2
R2 B' U' F' D2 L2 D
R2 B' U' F' D2 L2 D'
R2 B' U' F' D2 L2 D2
R2 B' U' F2 D2 F L2
R2 B' U2 D' F2 U F
R2 B' D L B2 U' F'
R2 B' D L' B2 U' F'
R2 B' D L2 B2 U' F'
R2 B' D U' F' D L2
R2 B' D B2 L U' F'
R2 B' D B2 L' U' F'
R2 B' D B2 L2 U' F'
R2 B' D B2 U' D F'
R2 B' D B2 U' D' F'
R2 B' D B2 U' D2 F'
R2 B' D B2 U' F' D
R2 B' D B2 U' F' D'
R2 B' D B2 U' F' D2
R2 B' D B2 D U' F'
R2 B' D B2 D' U' F'
R2 B' D B2 D2 U' F'
R2 B' D' U2 F2 U F
R2 B' D2 L U' L F'
R2 B' D2 L U' F' L
R2 B' D2 L' U' L' F'
R2 B' D2 U' L F' L
R2 B' D2 U' L2 D F'
R2 B' D2 U' L2 D' F'
R2 B' D2 U' L2 D2 F'
R2 B' D2 U' L2 F' D
R2 B' D2 U' L2 F' D'
R2 B' D2 U' L2 F' D2
R2 B' D2 U' F L2 F2
R2 B' D2 U' F' L2 D
R2 B' D2 U' F' L2 D'
R2 B' D2 U' F' L2 D2
B F' U D2 L2 B' U
R2 B' D2 B U' L2 F'
R2 B' D2 B U' F' L2
R2 B' D2 B' U' L2 F'
R2 B' D2 B' U' F' L2
R2 B' D2 B2 U' L2 F'
R2 B' D2 B2 U' F' L2
B F' U' R' F R' U'
B F' U' R2 D F U'
B F' U' R2 D' F U'
B F' U' R2 D2 F U'
B F' U' R2 F U' D
B F' U' R2 F U' D'
B F' U' R2 F U' D2
B F' U' R2 F D U'
B F' U' R2 F D' U'
B F' U' R2 F D2 U'
B F' U' D F U' B2
B F' U' F R2 U' D
B F' U' F R2 U' D'
B F' U' F R2 U' D2
B F' U' F R2 D U'
B F' U' F R2 D' U'
B F' U' F R2 D2 U'
B F' U' F U' D B2
B F' U' F D U' B2
B F' U' F' R2 F2 U'
B F' D U' F U' B2
R2 B2 L U R2 B U2
R2 B2 L U' D2 L2 F'
R2 B2 L U' D2 F' L2
R2 B2 L U' F' D2 L2
R2 B2 L D B2 U' F'
R2 B2 L D2 U' L2 F'
R2 B2 L D2 U' F' L2
U' B2 L2 D F L2 B2
U' B2 L2 D F B2 L2
U' B2 L2 D B2 F L2
U' B2 L2 F D L2 B2
U' B2 L2 F D B2 L2
R2 B2 L' U R2 B U2
R2 B2 L' U' D2 L2 F'
R2 B2 L' U' D2 F' L2
R2 B2 L' U' F' D2 L2
B F' D' F2 U' F' U'
R2 B2 L' D B2 U' F'
R2 B2 L' D2 U' L2 F'
R2 B2 L' D2 U' F' L2
B F' D2 U L2 B' U
R2 B2 L2 U R2 B U2
R2 B2 L2 U' D2 L2 F'
R2 B2 L2 U' D2 F' L2
R2 B2 L2 U' F' D2 L2
R B2 L' R U' L2 F'
R B2 L' R U' F' L2
R2 B2 L2 D B2 U' F'
R2 B2 L2 D2 U' L2 F'
R2 B2 L2 D2 U' F' L2
B F2 L U' R2 F2 U'
B F2 L U' F2 R2 U'
B F2 L U2 D R2 B2
B F2 L U2 D B2 R2
B F2 L D U2 R2 B2
B F2 L D U2 B2 R2
B F2 L D' L2 F2 U2
B F2 L D' F2 L2 U2
R B2 L2 R U' L' F'
B F2 L' U' R2 F2 U'
B F2 L' U' F2 R2 U'
B F2 L' U2 D R2 B2
B F2 L' U2 D B2 R2
L' B2 R2 U R2 B' U2
L' B2 R2 U B' R2 U2
B F2 L' D U2 R2 B2
B F2 L' D U2 B2 R2
L' B2 R2 U' D2 L2 F
B F2 L' D' L2 F2 U2
B F2 L' D' F2 L2 U2
U' B2 R2 B2 U' R2 F'
L' B2 R2 D2 U' L2 F
R B2 R L' U' L2 F'
R B2 R L' U' F' L2
R B2 R L2 U' L' F'
L2 B2 R2 U R2 B' U2
L2 B2 R2 U B' R2 U2
R B2 R U' L D F'
R B2 R U' L D' F'
R B2 R U' L D2 F'
R B2 R U' L F' D
R B2 R U' L F' D'
R B2 R U' L F' D2
R B2 R U' L' F' L2
R B2 R U' D L F'
R B2 R U' D F' L
R B2 R U' D' L F'
R B2 R U' D' F' L
R B2 R U' D2 L F'
R B2 R U' D2 F' L
R B2 R U' F L F2
L2 B2 R2 U' D2 L2 F
R B2 R U' F' L D
R B2 R U' F' L D'
R B2 R U' F' L D2
R B2 R U' F' D L
R B2 R U' F' D' L
R B2 R U' F' D2 L
R B2 R D U' L F'
R B2 R D U' F' L
B F2 L2 U' R2 F2 U'
B F2 L2 U' F2 R2 U'
R B2 R D' U' L F'
R B2 R D' U' F' L
B F2 L2 U2 D R2 B2
B F2 L2 U2 D B2 R2
L2 B2 R2 D2 U' L2 F
R B2 R D2 U' L F'
R B2 R D2 U' F' L
B F2 L2 D U2 R2 B2
B F2 L2 D U2 B2 R2
B F2 L2 D' L2 F2 U2
B F2 L2 D' F2 L2 U2
U' B2 U B2 R2 U' F'
L B2 R2 U R2 B' U2
L B2 R2 U B' R2 U2
L B2 R2 U' D2 L2 F
R2 B2 U R2 D B U2
R2 B2 U R2 D' B U2
R2 B2 U R2 D2 B U2
L B2 R2 D2 U' L2 F
R2 B2 U R2 B U2 D
R2 B2 U R2 B U2 D'
R2 B2 U R2 B U2 D2
R2 B2 U R2 B D U2
R2 B2 U R2 B D' U2
R2 B2 U R2 B D2 U2
D2 B2 U2 L2 U F L2
R2 B2 U B R2 B U2
R2 B2 U B' R2 B U2
R2 B2 U B2 R2 B U2
R2 B2 U' L D2 L2 F'
R2 B2 U' L D2 F' L2
R2 B2 U' L F' D2 L2
R2 B2 U' L' D2 L2 F'
R2 B2 U' L' D2 F' L2
R2 B2 U' L' F' D2 L2
R2 B2 U' L2 D2 L2 F'
R2 B2 U' L2 D2 F' L2
R2 B2 U' L2 F' D2 L2
U' B2 D L' B2 L' F
U' B2 D L2 F B2 D
U' B2 D L2 F B2 D'
U' B2 D L2 F B2 D2
U' B2 D L2 B2 D F
U' B2 D L2 B2 D' F
U' B2 D L2 B2 D2 F
U' B2 D L2 B2 F D
U' B2 D L2 B2 F D'
U' B2 D L2 B2 F D2
R2 B2 U' D F' D L2
R2 B2 U' D2 L F' L
R2 B2 U' D2 L2 D F'
R2 B2 U' D2 L2 D' F'
R2 B2 U' D2 L2 D2 F'
R2 B2 U' D2 L2 F' D
R2 B2 U' D2 L2 F' D'
R2 B2 U' D2 L2 F' D2
R2 B2 U' D2 F L2 F2
R2 B2 U' D2 F' L2 D
R2 B2 U' D2 F' L2 D'
R2 B2 U' D2 F' L2 D2
R2 B2 U' F' L D2 L2
R2 B2 U' F' L' D2 L2
R2 B2 U' F' L2 D2 L2
R2 B2 U' F' U2 R2 U2
R2 B2 U' F' D2 L2 D
R2 B2 U' F' D2 L2 D'
R2 B2 U' F' D2 L2 D2
U' B2 D F L2 F B2
U' B2 D F L2 B2 F
R2 B2 U' F2 D2 F L2
U' B2 D F' L2 F B2
U' B2 D F' L2 B2 F
U' B2 D F2 L2 F B2
U' B2 D F2 L2 B2 F
R2 B2 U2 D' F2 U F
R2 B2 D L B2 U' F'
B F2 U D2 L2 B2 U
B F2 U D2 B2 L2 U
R2 B2 D L' B2 U' F'
R2 B2 D L2 B2 U' F'
U2 B2 D B2 D2 R2 F'
R2 B2 D U' F' D L2
B F2 U' R' F2 R' U'
B F2 U' R2 U' D R2
B F2 U' R2 D U' R2
R2 B2 D B2 L U' F'
R2 B2 D B2 L' U' F'
R2 B2 D B2 L2 U' F'
B F2 U' R2 F2 U' D
B F2 U' R2 F2 U' D'
B F2 U' R2 F2 U' D2
B F2 U' R2 F2 D U'
B F2 U' R2 F2 D' U'
B F2 U' R2 F2 D2 U'
R2 B2 D B2 U' D F'
R2 B2 D B2 U' D' F'
R2 B2 D B2 U' D2 F'
R2 B2 D B2 U' F' D
R2 B2 D B2 U' F' D'
R2 B2 D B2 U' F' D2
R2 B2 D B2 D U' F'
R2 B2 D B2 D' U' F'
R2 B2 D B2 D2 U' F'
B2 F2 U2 D B2 R2 F'
B F2 U' F R2 F U'
F2 B2 U2 D B2 R2 F'
B F2 U' F2 R2 U' D
B F2 U' F2 R2 U' D'
B F2 U' F2 R2 U' D2
B F2 U' F2 R2 D U'
B F2 U' F2 R2 D' U'
B F2 U' F2 R2 D2 U'
B F2 U' F2 U' D B2
B F2 U' F2 D U' B2
R2 B2 D' U2 F2 U F
U' B2 F D L2 F B2
U' B2 F D L2 B2 F
B F2 U2 D R B2 R
B F2 U2 D R2 B2 D
B F2 U2 D R2 B2 D'
B F2 U2 D R2 B2 D2
B F2 U2 D B' R2 B'
R2 B2 D2 L U' L F'
B F2 U2 D B2 R2 D
B F2 U2 D B2 R2 D'
B F2 U2 D B2 R2 D2
R2 B2 D2 L U' F' L
R2 B2 D2 L' U' L' F'
B2 F2 D U2 B2 R2 F'
F2 B2 D U2 B2 R2 F'
B F2 U2 B D R2 B2
B F2 U2 B D B2 R2
B2 F2 D B' U2 R2 B'
B2 F2 D B' U2 B' R2
B F2 U2 B' D R2 B2
B F2 U2 B' D B2 R2
R2 B2 D2 U' L F' L
R2 B2 D2 U' L2 D F'
R2 B2 D2 U' L2 D' F'
R2 B2 D2 U' L2 D2 F'
R2 B2 D2 U' L2 F' D
R2 B2 D2 U' L2 F' D'
R2 B2 D2 U' L2 F' D2
R2 B2 D2 U' F L2 F2
R2 B2 D2 U' F' L2 D
R2 B2 D2 U' F' L2 D'
R2 B2 D2 U' F' L2 D2
B F2 U2 B2 D R2 B2
B F2 U2 B2 D B2 R2
B F2 D L U2 R2 B2
B F2 D L U2 B2 R2
U' B2 F' D L2 F B2
U' B2 F' D L2 B2 F
F2 B2 D B' U2 R2 B'
F2 B2 D B' U2 B' R2
B F2 D L' U2 R2 B2
B F2 D L' U2 B2 R2
B F2 D L2 U2 R2 B2
B F2 D L2 U2 B2 R2
B2 F2 D' L2 F2 U2 F'
R2 B2 D2 B U' L2 F'
R2 B2 D2 B U' F' L2
R2 B2 D2 B' U' L2 F'
F2 B2 D' L2 F2 U2 F'
R2 B2 D2 B' U' F' L2
R2 B2 D2 B2 U' L2 F'
R2 B2 D2 B2 U' F' L2
B F2 D U2 R B2 R
B F2 D U2 R2 B2 D
B F2 D U2 R2 B2 D'
B F2 D U2 R2 B2 D2
B F2 D U2 B' R2 B'
B F2 D U2 B2 R2 D
B F2 D U2 B2 R2 D'
B F2 D U2 B2 R2 D2
B F2 D F U2 R2 B2
B F2 D F U2 B2 R2
B F2 D F' U2 R2 B2
B F2 D F' U2 B2 R2
B2 F2 D' F2 L2 U2 F
B F2 D F2 U2 R2 B2
B F2 D F2 U2 B2 R2
B2 F2 D' F2 B' L2 U2
B2 F2 D' B' L2 F2 U2
U' B2 F2 D L2 F B2
U' B2 F2 D L2 B2 F
F2 B2 D' F2 L2 U2 F
B2 F2 D' B' F2 L2 U2
F2 B2 D' F2 B' L2 U2
F2 B2 D' B' L2 F2 U2
B F2 D' L F2 L U2
F2 B2 D' B' F2 L2 U2
B F2 D' L' F2 U2 R
B F2 D' L2 U2 D2 B2
B F2 D' L2 D2 U2 B2
B F2 D' L2 F2 U2 D
B F2 D' L2 F2 U2 D'
B F2 D' L2 F2 U2 D2
B F2 D' L2 F2 D U2
B F2 D' L2 F2 D' U2
B F2 D' L2 F2 D2 U2
D' B2 F2 D B' U2 R2
D' B2 F2 D' L2 U2 F
D' B2 F2 D' B' L2 U2
B F2 D' F L2 U2 B'
B F2 D' F' L2 F' U2
B F2 D' F2 L2 U2 D
B F2 D' F2 L2 U2 D'
B F2 D' F2 L2 U2 D2
B F2 D' F2 L2 D U2
B F2 D' F2 L2 D' U2
B F2 D' F2 L2 D2 U2
B F2 D' F2 U2 D2 R2
B F2 D' F2 D2 U2 R2
B F2 D2 U L2 B2 U
B F2 D2 U B2 L2 U
