F2 U2 F' L'
B' R' F2 U2 F'
F2 R2 B U2 L
F2 U2 L F' L'
F2 U2 L' F' L'
F2 U2 L2 F' L'
F2 U2 D F' L'
F2 U2 D' F' L'
F2 U2 D2 F' L'
F2 U2 F' L' D
F2 U2 F' L' D'
F2 U2 F' L' D2
F2 U2 F' D L'
F2 U2 F' D' L'
F2 U2 F' D2 L'
F2 D U2 F' L'
R' F2 U2 F' L'
F2 D' U2 F' L'
R2 F2 U2 F' L'
R F2 U2 F' L'
F2 D2 U2 F' L'
F2 B U2 L F'
F2 B U2 F' L
B F2 U2 L F'
B F2 U2 F' L
R B D2 U2 F L B2
R' B F2 U2 D2 L F'
R' B F2 U2 D2 F' L
R' B F2 U2 F L F2
R' B F2 U2 F' L D
R' B F2 U2 F' L D'
R' B F2 U2 F' L D2
R' B F2 U2 F' D L
R' B F2 U2 F' D' L
R' B F2 U2 F' D2 L
D2 B F2 U2 F' L B
R' B F2 D U2 L F'
R' B F2 D U2 F' L
R' B F2 D' U2 L F'
R' B F2 D' U2 F' L
R' B F2 D2 U2 L F'
R' B F2 D2 U2 F' L
B F R2 F U2 L F'
B F R2 F U2 F' L
F2 B U F U L F2
F2 B U F U F2 L
L2 B F2 L2 B2 U2 L'
F2 B U F2 U F L
F B R2 F U2 L F'
F B R2 F U2 F' L
F2 B U' L' U' L2 F'
F2 B U' L' U' F' L2
F2 B U' L2 U' L' F'
R2 B F2 R U2 L F
L2 B' L R' F2 L U2
R2 B F2 U2 L D F'
R2 B F2 U2 L D' F'
R2 B F2 U2 L D2 F'
R2 B F2 U2 L F' D
R2 B F2 U2 L F' D'
R2 B F2 U2 L F' D2
R2 B F2 U2 L' F' L2
R2 B F2 U2 D L F'
R2 B F2 U2 D F' L
R2 B F2 U2 D' L F'
R2 B F2 U2 D' F' L
R2 B F2 U2 D2 L F'
R2 B F2 U2 D2 F' L
R2 B F2 U2 F L F2
R2 B F2 U2 F' L D
R2 B F2 U2 F' L D'
R2 B F2 U2 F' L D2
R2 B F2 U2 F' D L
R2 B F2 U2 F' D' L
R2 B F2 U2 F' D2 L
R2 B F2 D U2 L F'
R2 B F2 D U2 F' L
R2 B F2 D' U2 L F'
R2 B F2 D' U2 F' L
R2 B F2 D2 U2 L F'
R2 B F2 D2 U2 F' L
F' B U2 L' F2 L2 B'
B' F U2 F R' U2 R
L2 B' L F2 L R' U2
L2 B' L F2 R' L U2
F2 B U2 L D F' D
F2 B U2 L D F' D'
F2 B U2 L D F' D2
F2 B U2 L D' F' D
F2 B U2 L D' F' D'
F2 B U2 L D' F' D2
F2 B U2 L D2 F' D
F2 B U2 L D2 F' D'
F2 B U2 L D2 F' D2
F2 B U2 L F2 D F
F2 B U2 L F2 D' F
F2 B U2 L F2 D2 F
F2 B U2 L' F L2 F2
F2 B U2 L' F' L2 D
F2 B U2 L' F' L2 D'
F2 B U2 L' F' L2 D2
F2 B U2 L2 D L' F'
F2 B U2 L2 D' L' F'
F2 B U2 L2 D2 L' F'
L2 B' L' R' F2 U2 R
F' B U2 F2 L2 B' L'
F2 B U2 D L D F'
F2 B U2 D L D' F'
F2 B U2 D L D2 F'
F2 B U2 D L F' D
F2 B U2 D L F' D'
F2 B U2 D L F' D2
F2 B U2 D L' F' L2
F2 B U2 D F L F2
F2 B U2 D F' L D
F2 B U2 D F' L D'
F2 B U2 D F' L D2
F2 B U2 D F' D L
F2 B U2 D F' D' L
F2 B U2 D F' D2 L
F2 B U2 D' L D F'
F2 B U2 D' L D' F'
F2 B U2 D' L D2 F'
F2 B U2 D' L F' D
F2 B U2 D' L F' D'
F2 B U2 D' L F' D2
F2 B U2 D' L' F' L2
R B F2 R U2 L F
F2 B U2 D' F L F2
F2 B U2 D' F' L D
F2 B U2 D' F' L D'
F2 B U2 D' F' L D2
F2 B U2 D' F' D L
F2 B U2 D' F' D' L
F2 B U2 D' F' D2 L
F2 B U2 D2 L D F'
F2 B U2 D2 L D' F'
F2 B U2 D2 L D2 F'
F2 B U2 D2 L F' D
F2 B U2 D2 L F' D'
F2 B U2 D2 L F' D2
F2 B U2 D2 L' F' L2
F2 B U2 D2 F L F2
F2 B U2 D2 F' L D
F2 B U2 D2 F' L D'
F2 B U2 D2 F' L D2
F2 B U2 D2 F' D L
F2 B U2 D2 F' D' L
F2 B U2 D2 F' D2 L
F2 B U2 F L F2 D
F2 B U2 F L F2 D'
F2 B U2 F L F2 D2
F2 B U2 F L' F2 L2
B' F D R' F U2 F'
F2 B U2 F' L2 D L'
F2 B U2 F' L2 D' L'
F2 B U2 F' L2 D2 L'
F2 B U2 F' D L D
F2 B U2 F' D L D'
F2 B U2 F' D L D2
F2 B U2 F' D' L D
F2 B U2 F' D' L D'
F2 B U2 F' D' L D2
F2 B U2 F' D2 L D
F2 B U2 F' D2 L D'
F2 B U2 F' D2 L D2
F2 B U2 F2 D F L
F2 B U2 F2 D' F L
F2 B U2 F2 D2 F L
R B F2 U2 L D F'
R B F2 U2 L D' F'
R B F2 U2 L D2 F'
R B F2 U2 L F' D
R B F2 U2 L F' D'
R B F2 U2 L F' D2
R B F2 U2 L' F' L2
R B F2 U2 D L F'
R B F2 U2 D F' L
R B F2 U2 D' L F'
R B F2 U2 D' F' L
R B F2 U2 D2 L F'
R B F2 U2 D2 F' L
R B F2 U2 F L F2
R B F2 U2 F' L D
R B F2 U2 F' L D'
R B F2 U2 F' L D2
R B F2 U2 F' D L
R B F2 U2 F' D' L
R B F2 U2 F' D2 L
R B F2 D U2 L F'
R B F2 D U2 F' L
R B F2 D' U2 L F'
L2 B' L' F2 R' U2 R2
R B F2 D' U2 F' L
R B F2 D2 U2 L F'
R B F2 D2 U2 F' L
F2 B D R U2 L F
L2 B' L2 R F2 R2 U2
L2 B' L2 R' U2 D2 B2
L2 B' L2 R' D2 U2 B2
L2 B' L2 R' F2 U2 D
L2 B' L2 R' F2 U2 D'
L2 B' L2 R' F2 U2 D2
L2 B' L2 R' F2 D U2
L2 B' L2 R' F2 D' U2
L2 B' L2 R' F2 D2 U2
L2 B' L2 R2 F2 U2 L'
F2 B D U2 L D F'
F2 B D U2 L D' F'
F2 B D U2 L D2 F'
F2 B D U2 L F' D
F2 B D U2 L F' D'
F2 B D U2 L F' D2
F2 B D U2 L' F' L2
F2 B D U2 F L F2
F2 B D U2 F' L D
F2 B D U2 F' L D'
F2 B D U2 F' L D2
F2 B D U2 F' D L
F2 B D U2 F' D' L
F2 B D U2 F' D2 L
L2 B' L2 U2 D2 B2 L
B' F D' R' F U2 F'
L B' L' R' F2 U2 F'
L2 B' L2 D2 R' U2 B2
L2 B' L2 D2 U2 B2 L
L2 B' L2 F R' F U2
F2 B D B' U2 F' L'
L2 B' L2 F2 R' U2 D
L2 B' L2 F2 R' U2 D'
L2 B' L2 F2 R' U2 D2
L2 B' L2 F2 R' D U2
L2 B' L2 F2 R' D' U2
L2 B' L2 F2 R' D2 U2
L2 B' L2 F2 D R' U2
L2 B' L2 F2 D' R' U2
L2 B' L2 F2 D2 R' U2
R' B' R F2 R2 B U2
F2 B D' R U2 L F
L2 B' R L2 F2 R2 U2
B F D F U2 L F'
B F D F U2 F' L
F2 B D' U2 L D F'
F2 B D' U2 L D' F'
F2 B D' U2 L D2 F'
F2 B D' U2 L F' D
F2 B D' U2 L F' D'
F2 B D' U2 L F' D2
F2 B D' U2 L' F' L2
F2 B D' U2 F L F2
F2 B D' U2 F' L D
F2 B D' U2 F' L D'
F2 B D' U2 F' L D2
F2 B D' U2 F' D L
F2 B D' U2 F' D' L
F2 B D' U2 F' D2 L
B' F D2 R' F U2 F'
D2 B' R' U2 D F B'
D2 B' R' U2 D B' F
R' B' R' U2 D2 F B2
R' B' R' U2 D2 B2 F
D2 B' R' U2 D' F B'
D2 B' R' U2 D' B' F
D2 B' R' U2 D2 F B'
D2 B' R' U2 D2 B' F
D2 B' R' U2 F D B'
D2 B' R' U2 F D' B'
D2 B' R' U2 F D2 B'
D2 B' R' U2 F B' D
D2 B' R' U2 F B' D'
D2 B' R' U2 F B' D2
D2 B' R' U2 B' D F
D2 B' R' U2 B' D' F
D2 B' R' U2 B' D2 F
D2 B' R' U2 B' F D
D2 B' R' U2 B' F D'
D2 B' R' U2 B' F D2
D2 B' R' D U2 F B'
D2 B' R' D U2 B' F
D' B' R' U2 D' F B2
D' B' R' U2 D' B2 F
D2 B' R' D' U2 F B'
D2 B' R' D' U2 B' F
D' B' R' U2 F D' B2
R' B' R' D2 U2 F B2
R' B' R' D2 U2 B2 F
D2 B' R' D2 U2 F B'
D2 B' R' D2 U2 B' F
D' B' R' D F2 U2 F'
F2 B D' B' U2 F' L'
D' B' R' D' U2 F B2
D' B' R' D' U2 B2 F
L2 B' R F2 L2 R2 U2
L2 B' R F2 R2 L2 U2
F B D F U2 L F'
F B D F U2 F' L
D2 B' R' F' U2 F2 B'
D2 B' R' F' U2 B' F2
R' B' R' F2 U2 D F'
R' B' R' F2 U2 D' F'
R' B' R' F2 U2 D2 F'
R' B' R' F2 U2 F' D
R' B' R' F2 U2 F' D'
R' B' R' F2 U2 F' D2
R' B' R' F2 D U2 F'
R' B' R' F2 D' U2 F'
D2 B' R' F2 U2 F' B'
D2 B' R' F2 U2 B' F'
R' B' R' F2 D2 U2 F'
R' B' R' F2 B U2 F'
R' B' R' F2 B' U2 F'
R' B' R' F2 B2 U2 F'
D2 B' R' B U2 F B2
D2 B' R' B U2 B2 F
R' B' R' B F2 U2 F'
F2 B D2 R U2 L F
R' B' R' B' F2 U2 F'
L2 B' R' L F2 L U2
D2 B' R' B2 U2 F B
D2 B' R' B2 U2 B F
R' B' R' B2 F2 U2 F'
L2 B' R' L' F2 U2 R
L2 B' R' L2 U2 D2 B2
L2 B' R' L2 D2 U2 B2
L2 B' R' L2 F2 U2 D
L2 B' R' L2 F2 U2 D'
L2 B' R' L2 F2 U2 D2
L2 B' R' L2 F2 D U2
L2 B' R' L2 F2 D' U2
L2 B' R' L2 F2 D2 U2
F' B D2 F' B2 R' U2
B F D' F U2 L F'
B F D' F U2 F' L
B2 F D2 F U2 L' F'
R2 B' R F2 R2 B U2
F2 B D2 U2 L D F'
F2 B D2 U2 L D' F'
F2 B D2 U2 L D2 F'
F2 B D2 U2 L F' D
F2 B D2 U2 L F' D'
F2 B D2 U2 L F' D2
F2 B D2 U2 L' F' L2
F2 B D2 U2 F L F2
F2 B D2 U2 F' L D
F2 B D2 U2 F' L D'
F2 B D2 U2 F' L D2
F2 B D2 U2 F' D L
F2 B D2 U2 F' D' L
F2 B D2 U2 F' D2 L
L2 B' R' U2 D2 R2 B2
L2 B' R' U2 D2 B2 R2
F' B D2 B2 F' R' U2
L2 B' R' D2 U2 R2 B2
L2 B' R' D2 U2 B2 R2
L2 B' R' F L2 U2 B'
L2 B' R' F' L2 F' U2
F2 B D2 B' U2 F' L'
L2 B' R' F2 L2 U2 D
L2 B' R' F2 L2 U2 D'
L2 B' R' F2 L2 U2 D2
L2 B' R' F2 L2 D U2
L2 B' R' F2 L2 D' U2
L2 B' R' F2 L2 D2 U2
L2 B' R' F2 U2 D2 R2
F B D' F U2 L F'
L2 B' R' F2 D2 U2 R2
F B D' F U2 F' L
R' B' R2 F2 U2 L' F'
R2 B' R' U2 D2 F B2
R2 B' R' U2 D2 B2 F
D B' R' U' R' U' F
R2 B' R' D2 U2 F B2
R2 B' R' D2 U2 B2 F
L2 B' R2 L2 F2 U2 L'
B F D2 F U2 L F'
B F D2 F U2 F' L
R2 B' R' F2 U2 D F'
R2 B' R' F2 U2 D' F'
R2 B' R' F2 U2 D2 F'
R2 B' R' F2 U2 F' D
R2 B' R' F2 U2 F' D'
R2 B' R' F2 U2 F' D2
R2 B' R' F2 D U2 F'
R2 B' R' F2 D' U2 F'
R2 B' R' F2 D2 U2 F'
R2 B' R' F2 B U2 F'
R2 B' R' F2 B' U2 F'
R2 B' R' F2 B2 U2 F'
R2 B' R' B F2 U2 F'
L B' R' L' F2 U2 F'
R2 B' R' B' F2 U2 F'
R2 B' R' B2 F2 U2 F'
U' B' U F2 U2 F' L'
R B' R F2 R2 B U2
B F' L R F2 R B
L2 B' R2 F2 L2 U2 L
B F' L R2 F2 B R
B F' L R2 B F2 R
F B D2 F U2 L F'
F B D2 F U2 F' L
R B' R' U2 D2 F B2
R B' R' U2 D2 B2 F
R2 B' R2 F2 U2 L' F'
R B' R' D2 U2 F B2
R B' R' D2 U2 B2 F
R B' R' F2 U2 D F'
R B' R' F2 U2 D' F'
R B' R' F2 U2 D2 F'
R B' R' F2 U2 F' D
R B' R' F2 U2 F' D'
R B' R' F2 U2 F' D2
R B' R' F2 D U2 F'
R B' R' F2 D' U2 F'
R B' R' F2 D2 U2 F'
R B' R' F2 B U2 F'
R B' R' F2 B' U2 F'
R B' R' F2 B2 U2 F'
R B' R' B F2 U2 F'
R B' R' B' F2 U2 F'
R B' R' B2 F2 U2 F'
R' B' U2 D2 F B2 L
R B' R2 F2 U2 L' F'
R' B' U2 D2 B2 F L
D' B' U2 D' F B2 L
D2 B' U2 F B2 L B
D' B' U2 D' B2 F L
D' B' U2 F D' B2 L
D2 B' U2 B' D2 F L'
D2 B' U2 B2 F L B
D2 B' D R' U2 F B'
D2 B' D R' U2 B' F
D' B' D R' F2 U2 F'
L2 B' U2 D2 B2 L R2
L2 B' U2 D2 B2 R2 L
B F' R L F2 R B
U2 B' U2 F2 U2 F' L'
F2 B' R' U R U F'
R2 B' U2 D2 F B2 L
F2 B' R' U2 R F' R'
R2 B' U2 D2 B2 F L
D B' U2 D F B2 L
D B' U2 D B2 F L
D B' U2 F D B2 L
B' F' R2 U2 F2 L' B
B' F' R2 U2 F2 B L'
D2 B' D' R' U2 F B'
B' F' R2 U2 B F2 L'
D2 B' D' R' U2 B' F
D' B' D' R' U2 F B2
D' B' D' R' U2 B2 F
D' B' D' U2 F B2 L
F B' R F R2 B U2
F' B' R2 U2 F2 L' B
F' B' R2 U2 F2 B L'
F' B' R2 U2 B F2 L'
D' B' D' U2 B2 F L
D B' D R' U2 F B2
D B' D R' U2 B2 F
F2 B' R2 D B R U2
F2 B' R2 D' B R U2
D B' D U2 F B2 L
D B' D U2 B2 F L
F2 B' R2 D2 B R U2
R' B' D2 R' U2 F B2
R' B' D2 R' U2 B2 F
D2 B' D2 R' U2 F B'
D2 B' D2 R' U2 B' F
R B' U2 D2 F B2 L
R B' U2 D2 B2 F L
F2 B' R2 B R U2 D
F2 B' R2 B R U2 D'
F2 B' R2 B R U2 D2
F2 B' R2 B R D U2
F2 B' R2 B R D' U2
F2 B' R2 B R D2 U2
F2 B' R2 B D R U2
F2 B' R2 B D' R U2
F2 B' R2 B D2 R U2
F B' R' D F U2 F'
R' B' D2 U2 F B2 L
F2 B' R2 B' R B2 U2
R' B' D2 U2 B2 F L
B F' R2 L F2 B R
B F' R2 L B F2 R
F B' R' D' F U2 F'
F2 B' R2 B2 R B' U2
F B' R' D2 F U2 F'
F B' R' F U2 D F'
F B' R' F U2 D' F'
F B' R' F U2 D2 F'
F B' R' F U2 F' D
F B' R' F U2 F' D'
F B' R' F U2 F' D2
F B' R' F D U2 F'
F B' R' F D' U2 F'
F B' R' F D2 U2 F'
F B' R' F B U2 F'
F B' R' F B' U2 F'
F B' R' F B2 U2 F'
B F' R2 U2 L F2 B
B F' R2 U2 L B F2
B F' R2 U2 F2 L B
D B' D' R' F2 U2 F'
F B' R' B F U2 F'
F B' R' B' F U2 F'
F B' R' B2 F U2 F'
L2 B' D2 R' U2 R' B2
R' B' F R' F U2 F'
L2 B' D2 U2 B2 L R2
L2 B' D2 U2 B2 R2 L
U2 B' D2 F' L' F2 B2
U2 B' D2 F' L' B2 F2
U2 B' D2 F' B2 L' F2
R2 B' D2 R' U2 F B2
R2 B' D2 R' U2 B2 F
U2 B' D2 B2 F' L' F2
R2 B' D2 U2 F B2 L
L2 B' F L2 R' U2 B'
R2 B' D2 U2 B2 F L
D2 B' F' R' U2 F2 B'
D2 B' F' R' U2 B' F2
L2 B' F R' L2 U2 B'
L2 B' F R' F L2 U2
U2 B' F U2 R F U2
F2 B' U' B2 U' L F'
F2 B' U' B2 U' F' L
R2 B' F R' F U2 F'
U2 B' F' L F2 L2 B'
L2 B' F' L2 F' R' U2
R' B' F2 R2 B R U2
R B' D2 R' U2 F B2
R B' D2 R' U2 B2 F
B2 F' U2 F2 L2 B' L
F2 B' U2 F' U2 R' U2
R B' D2 U2 F B2 L
F2 B' U2 F' B2 L B2
R B' D2 U2 B2 F L
F2 B' U2 B2 L F' B2
F2 B' U2 B2 L B2 F'
B F' U2 L' F2 L2 B'
F2 B' U2 B2 F' L B2
L2 B' F2 L2 R' U2 D
L2 B' F2 L2 R' U2 D'
L2 B' F2 L2 R' U2 D2
L2 B' F2 L2 R' D U2
L2 B' F2 L2 R' D' U2
L2 B' F2 L2 R' D2 U2
L2 B' F2 L2 D R' U2
L2 B' F2 L2 D' R' U2
L2 B' F2 L2 D2 R' U2
L2 B' F2 R' L2 U2 D
L2 B' F2 R' L2 U2 D'
L2 B' F2 R' L2 U2 D2
L2 B' F2 R' L2 D U2
L2 B' F2 R' L2 D' U2
L2 B' F2 R' L2 D2 U2
L2 B' F2 R' U2 D2 R2
L2 B' F2 R' D2 U2 R2
F2 B' D R2 B R U2
R B' F R' F U2 F'
B F' U2 F2 L2 B' L'
L2 B' F2 D2 R' U2 R'
F2 B' D B U2 F' L'
R2 B' F2 R2 B R U2
F2 B' D B2 U2 L F'
F2 B' D B2 U2 F' L
F B' U2 F R' U2 R
F2 B' D' R2 B R U2
F B' D R' F U2 F'
F2 B' D' B U2 F' L'
B' F' D2 F' R' B2 U2
B' F' D2 F' B2 U2 L
F2 B' D' B2 U2 L F'
F2 B' D' B2 U2 F' L
B' F' D2 B2 F' U2 L
R B' F2 R2 B R U2
F' B' D2 F' R' B2 U2
F' B' D2 F' B2 U2 L
F2 B' D2 R2 B R U2
B2 F' D2 F' R B2 U2
B2 F' D2 F' B2 R U2
F' B' D2 B2 F' U2 L
F B' D' R' F U2 F'
B2 F' D2 B2 F' R U2
F2 B' D2 B U2 F' L'
F2 B' D2 B2 U2 L F'
F2 B' D2 B2 U2 F' L
L2 B2 L2 F2 B R' U2
L2 B2 L2 B R' F2 U2
L2 B2 L2 B F2 R' U2
B F' D2 F' B2 R' U2
F B' D2 R' F U2 F'
B F' D2 B2 F' R' U2
U' B2 U F2 U2 F' L'
B' F2 R' U R U F'
B' F2 R' U2 R F' R'
B2 F2 R B R' U2 F'
B2 F2 R B' U2 L F
F2 B2 R B R' U2 F'
F2 B2 R B' U2 L F
B F2 R U2 L D F
B F2 R U2 L D' F
B F2 R U2 L D2 F
B F2 R U2 L F D
B F2 R U2 L F D'
B F2 R U2 L F D2
B F2 R U2 D L F
B F2 R U2 D' L F
B F2 R U2 D2 L F
B F2 R U2 F L F
B F2 R U2 F' L F
B F2 R U2 F2 L F
B F2 R D U2 L F
B F2 R D' U2 L F
F B2 L2 B' D2 L R2
F B2 L2 B' D2 R2 L
B F2 R D2 U2 L F
B' F2 R2 D B R U2
B' F2 R2 D' B R U2
B2 F2 R' B R' B U2
B' F2 R2 D2 B R U2
B F2 R B2 R' U2 F'
F2 B2 R' B R' B U2
B' F2 R2 B R U2 D
B' F2 R2 B R U2 D'
B' F2 R2 B R U2 D2
B' F2 R2 B R D U2
B' F2 R2 B R D' U2
B' F2 R2 B R D2 U2
B' F2 R2 B D R U2
B' F2 R2 B D' R U2
B' F2 R2 B D2 R U2
B' F2 R2 B' R B2 U2
B' F2 R2 B2 R B' U2
R' B2 U2 D2 F L' B2
R' B2 U2 D2 F B2 L'
R' B2 U2 D2 B2 F L'
R' B2 U2 F L2 B' L
B2 F2 R2 B R' U2 D
B2 F2 R2 B R' U2 D'
B2 F2 R2 B R' U2 D2
B2 F2 R2 B R' D U2
B2 F2 R2 B R' D' U2
B2 F2 R2 B R' D2 U2
B2 F2 R2 B D R' U2
B2 F2 R2 B D' R' U2
B2 F2 R2 B D2 R' U2
B F2 R' B2 R' B U2
F2 B2 R2 B R' U2 D
F2 B2 R2 B R' U2 D'
F2 B2 R2 B R' U2 D2
F2 B2 R2 B R' D U2
F2 B2 R2 B R' D' U2
F2 B2 R2 B R' D2 U2
F2 B2 R2 B D R' U2
F2 B2 R2 B D' R' U2
F2 B2 R2 B D2 R' U2
U2 B2 U2 F2 U2 F' L'
B F2 R2 B2 R' B' U2
R2 B2 U2 D2 F L' B2
R2 B2 U2 D2 F B2 L'
R2 B2 U2 D2 B2 F L'
R2 B2 U2 F L2 B' L
B' F2 U' B2 U' L F'
B' F2 U' B2 U' F' L
B F2 U F U L F2
B F2 U F U F2 L
B F2 U F2 U F L
B2 F2 U' B' U' L F'
B2 F2 U' B' U' F' L
B' F2 U2 F' U2 R' U2
B' F2 U2 F' B2 L B2
F2 B2 U' B' U' L F'
F2 B2 U' B' U' F' L
B F2 U' L' U' L2 F'
B F2 U' L' U' F' L2
B F2 U' L2 U' L' F'
B' F2 U2 B2 L F' B2
B' F2 U2 B2 L B2 F'
B' F2 U2 B2 F' L B2
R B2 U2 D2 F L' B2
R B2 U2 D2 F B2 L'
R' B2 D2 U2 F L' B2
R' B2 D2 U2 F B2 L'
R B2 U2 D2 B2 F L'
R' B2 D2 U2 B2 F L'
R B2 U2 F L2 B' L
R' B2 D2 F L' B2 R'
F' B2 U2 F2 L2 B' L
B2 F2 U2 D2 F L' F2
B' F2 D R2 B R U2
B2 F2 U2 F' B' L B
F2 B2 U2 D2 F L' F2
B2 F2 U2 F2 D2 F L'
B2 F2 U2 B' L F' B
B2 F2 U2 B' L B F'
F2 B2 U2 F' B' L B
B2 F2 U2 B' F' L B
F2 B2 U2 F2 D2 F L'
F2 B2 U2 B' L F' B
F2 B2 U2 B' L B F'
B F2 U2 L D F' D
B F2 U2 L D F' D'
B F2 U2 L D F' D2
B F2 U2 L D' F' D
B F2 U2 L D' F' D'
B F2 U2 L D' F' D2
B F2 U2 L D2 F' D
B F2 U2 L D2 F' D'
B F2 U2 L D2 F' D2
B F2 U2 L F2 D F
B F2 U2 L F2 D' F
B F2 U2 L F2 D2 F
B' F2 D B U2 F' L'
F2 B2 U2 B' F' L B
B F2 U2 L' F L2 F2
B F2 U2 L' F' L2 D
B F2 U2 L' F' L2 D'
B F2 U2 L' F' L2 D2
B F2 U2 L2 D L' F'
B F2 U2 L2 D' L' F'
B F2 U2 L2 D2 L' F'
B' F2 D B2 U2 L F'
B' F2 D B2 U2 F' L
B F2 U2 D L D F'
B F2 U2 D L D' F'
B F2 U2 D L D2 F'
B F2 U2 D L F' D
B F2 U2 D L F' D'
B F2 U2 D L F' D2
B F2 U2 D L' F' L2
B F2 U2 D F L F2
B F2 U2 D F' L D
B F2 U2 D F' L D'
B F2 U2 D F' L D2
B F2 U2 D F' D L
B F2 U2 D F' D' L
B F2 U2 D F' D2 L
B F2 U2 D' L D F'
B F2 U2 D' L D' F'
B F2 U2 D' L D2 F'
B F2 U2 D' L F' D
B F2 U2 D' L F' D'
B F2 U2 D' L F' D2
B F2 U2 D' L' F' L2
B F2 U2 D' F L F2
B F2 U2 D' F' L D
B F2 U2 D' F' L D'
B F2 U2 D' F' L D2
B F2 U2 D' F' D L
B F2 U2 D' F' D' L
B F2 U2 D' F' D2 L
B F2 U2 D2 L D F'
B F2 U2 D2 L D' F'
B F2 U2 D2 L D2 F'
B F2 U2 D2 L F' D
B F2 U2 D2 L F' D'
B F2 U2 D2 L F' D2
B F2 U2 D2 L' F' L2
U2 B2 D2 F' L' F2 B2
U2 B2 D2 F' L' B2 F2
B F2 U2 D2 F L F2
B F2 U2 D2 F' L D
B F2 U2 D2 F' L D'
B F2 U2 D2 F' L D2
B F2 U2 D2 F' D L
B F2 U2 D2 F' D' L
B F2 U2 D2 F' D2 L
B F2 U2 F L F2 D
B F2 U2 F L F2 D'
B F2 U2 F L F2 D2
B F2 U2 F L' F2 L2
U2 B2 D2 F' B2 L' F2
B' F2 D' R2 B R U2
B F2 U2 F' L2 D L'
B F2 U2 F' L2 D' L'
B F2 U2 F' L2 D2 L'
B F2 U2 F' D L D
B F2 U2 F' D L D'
B F2 U2 F' D L D2
B F2 U2 F' D' L D
B F2 U2 F' D' L D'
B F2 U2 F' D' L D2
B F2 U2 F' D2 L D
B F2 U2 F' D2 L D'
B F2 U2 F' D2 L D2
B F2 U2 F2 D F L
B F2 U2 F2 D' F L
B F2 U2 F2 D2 F L
U2 B2 D2 B2 F' L' F2
R2 B2 D2 U2 F L' B2
R2 B2 D2 U2 F B2 L'
R2 B2 D2 U2 B2 F L'
R2 B2 D2 F L' B2 R'
B' F2 D' B U2 F' L'
B' F2 D' B2 U2 L F'
B' F2 D' B2 U2 F' L
B F2 D R U2 L F
U2 B2 F U2 R F U2
B F2 D U2 L D F'
B F2 D U2 L D' F'
B F2 D U2 L D2 F'
B F2 D U2 L F' D
B F2 D U2 L F' D'
B F2 D U2 L F' D2
B F2 D U2 L' F' L2
B F2 D U2 F L F2
B F2 D U2 F' L D
B F2 D U2 F' L D'
B F2 D U2 F' L D2
B F2 D U2 F' D L
B F2 D U2 F' D' L
B F2 D U2 F' D2 L
B' F2 D2 R2 B R U2
U2 B2 F' L F2 L2 B'
B F2 D B' U2 F' L'
R' B2 F2 R2 B R' U2
B' F2 D2 B U2 F' L'
B' F2 D2 B2 U2 L F'
B' F2 D2 B2 U2 F' L
B F2 D' R U2 L F
R B2 D2 U2 F L' B2
R B2 D2 U2 F B2 L'
F' B2 D2 F' R B2 U2
R B2 D2 U2 B2 F L'
R B2 D2 F L' B2 R'
F' B2 D2 F' B2 R U2
B F2 D' U2 L D F'
B F2 D' U2 L D' F'
B F2 D' U2 L D2 F'
B F2 D' U2 L F' D
B F2 D' U2 L F' D'
B F2 D' U2 L F' D2
B F2 D' U2 L' F' L2
B2 F2 D2 U2 F L' F2
B F2 D' U2 F L F2
B F2 D' U2 F' L D
B F2 D' U2 F' L D'
B F2 D' U2 F' L D2
B F2 D' U2 F' D L
B F2 D' U2 F' D' L
B F2 D' U2 F' D2 L
L2 B2 F2 L2 B R' U2
F2 B2 D2 U2 F L' F2
F' B2 D2 B2 F' R U2
B F2 D' B' U2 F' L'
B F2 D2 R U2 L F
B F2 D2 U2 L D F'
B F2 D2 U2 L D' F'
B F2 D2 U2 L D2 F'
B F2 D2 U2 L F' D
B F2 D2 U2 L F' D'
B F2 D2 U2 L F' D2
B F2 D2 U2 L' F' L2
R2 B2 F2 R2 B R' U2
B F2 D2 U2 F L F2
B F2 D2 U2 F' L D
B F2 D2 U2 F' L D'
B F2 D2 U2 F' L D2
B F2 D2 U2 F' D L
B F2 D2 U2 F' D' L
B F2 D2 U2 F' D2 L
B F2 D2 B' U2 F' L'
F B2 D2 F U2 L' F'
R B2 F2 R2 B R' U2
