U R U2 B
R2 U R' F' U2
U R U2 D B
U R U2 D' B
U R U2 D2 B
U R U2 B D
U R U2 B D'
U R U2 B D2
U R D U2 B
U R D' U2 B
U R D2 U2 B
U R F U2 B
U R F' U2 B
U R F2 U2 B
B' R' U R2 U2
B' R' U' D2 L2
B' R' D B2 U'
B' R' D2 U' L2
U R' F' R2 U2
U D R U2 B
D U R U2 B
D' U R U2 B
D2 U R U2 B
U D' R U2 B
U D2 R U2 B
U' F2 L' F2 B'
U' F2 L' B' F2
U F2 U2 L' B'
B D2 R' D B2 R' U'
B' D2 R2 B2 R U' L
U' F2 B2 L' F2 D B'
U' F2 B2 L' F2 D' B'
U' F2 B2 L' F2 D2 B'
U' F2 B2 L' F2 B' D
U' F2 B2 L' F2 B' D'
U' F2 B2 L' F2 B' D2
U' F2 B2 L' B' F2 D
U' F2 B2 L' B' F2 D'
U' F2 B2 L' B' F2 D2
U' F2 B2 L2 F2 L B'
U F2 D2 U2 L' D B'
U F2 D2 U2 L' D' B'
U F2 D2 U2 L' D2 B'
U F2 D2 U2 L' B' D
U F2 D2 U2 L' B' D'
U F2 D2 U2 L' B' D2
U F2 D2 U2 B L' B'
U F2 D2 U2 B' L' B'
U F2 D2 U2 B2 L' B'
B' D2 U R U' R2 U'
B' D2 U R U2 D B2
B' D2 U R D U2 B2
B' D2 U R D' F2 U2
U F2 D2 F2 R U2 B
U' B L U2 R F U2
B D2 R2 B2 R' U' L
F2 D2 U' L' D' R2 B'
F2 D2 U' L' D' B' R2
B D2 U R U L U
U' B L' U2 R U2 B'
R F2 B' R' F2 U' L'
U' B L' F2 B' L' F2
U' B L' B' U2 R U2
U' B L' B' F2 L' F2
B2 D2 U2 F2 U L' B'
F2 D2 U2 B2 U L' B'
B D2 U2 L U' R U2
B D2 U2 L F2 U L'
F' D2 F U R U2 B
B D2 U2 F2 L U L2
D2 B R U2 L U L'
D' B R U2 L U L'
D2 B R' D B2 R' U'
D' B R' D B2 R' U'
B' D2 B U R U2 B
D B R U2 L U L'
R' B R' B2 R' U' L
F D2 F' U' L' B' L
R' B R2 U2 L U L'
F D2 F' B' R' U' L
U B R U2 B D2 F2
U B R D B' U2 B2
U B R D' B' U2 B2
U B R D2 B' U2 B2
U B R F B' U2 B2
U B R F' B' U2 B2
U B R F2 B' U2 B2
D2 B R2 B2 R' U' L
D B R' D B2 R' U'
D' B R2 B2 R' U' L
U B R B' U2 B2 D
U B R B' U2 B2 D'
U B R B' U2 B2 D2
U B R B' D2 F2 U2
U B R B' F U2 B2
U B R B' F' U2 B2
U B R B' F2 U2 B2
D2 B U R U L U
D' B U R U L U
R' B U R2 U L U
R B R B2 R' U' L
U B R' F' R2 B' U2
U B R' F' B' R2 U2
U B R' B' R2 U2 B
U B R' B' F' R2 U2
B D2 B' U R U2 B
D B R2 B2 R' U' L
D B U R U L U
U' B U2 R U2 D B
U' B U2 R U2 D' B
U' B U2 R U2 D2 B
U' B U2 R U2 B D
U' B U2 R U2 B D'
U' B U2 R U2 B D2
U' B U2 R D U2 B
U' B U2 R D' U2 B
U' B U2 R D2 U2 B
U' B U2 R F U2 B
R' B U2 L U D2 L2
U' B U2 R F' U2 B
R' B U2 L U' R2 U2
U' B U2 R F2 U2 B
R' B U2 L D' F2 U
R' B U2 L D2 U L2
D2 B U2 L U' R U2
R B R2 D B2 R' U'
U' B U2 R' F' R2 U2
D2 B U2 L F2 U L'
D' B U2 L U' R U2
D' B U2 L F2 U L'
U' B U2 D R U2 B
U' B U2 D' R U2 B
B D2 B2 R' U R2 U2
B D2 B2 R' U' D2 L2
B D2 B2 R' D B2 U'
B D2 B2 R' D2 U' L2
U' B U2 D2 R U2 B
F D2 B' F' R' U' L
R' B U2 D' L F2 U
R' B U2 D' F2 L U
U' B U2 F2 U2 L' B'
R' B U2 D2 L U L
D2 B U2 F2 L U L2
D' B U2 F2 L U L2
R' B D R B2 R' U'
U' B D U2 R U2 B
R' B D R' B2 R' U'
R' B D R2 B2 R' U'
R2 B U2 L F' U L'
U' B D F2 L' F2 B'
U' B D F2 L' B' F2
D B U2 L U' R U2
D B U2 L F2 U L'
R' B D B2 R' U' D
R' B D B2 R' U' D'
R' B D B2 R' U' D2
R' B D B2 R' D U'
R' B D B2 R' D' U'
R' B D B2 R' D2 U'
R' B D B2 D R' U'
R' B D B2 D' R' U'
R' B D B2 D2 R' U'
R2 B U2 F' L U L2
D B U2 F2 L U L2
U' B D' U2 R U2 B
U' B D' F2 L' F2 B'
U' B D' F2 L' B' F2
R' B D' U2 L F2 U
R' B D' U2 F2 L U
R B U2 L U L' D
R B U2 L U L' D'
R B U2 L U L' D2
R B U2 L U D L'
R B U2 L U D' L'
R B U2 L U D2 L'
R B U2 L D U L'
R B U2 L D' U L'
R B U2 L D2 U L'
R B U2 D L U L'
R B U2 D' L U L'
R B U2 D2 L U L'
R B U2 F L U L'
U' B D2 U2 R U2 B
R B U2 F' L U L'
R B U2 F2 L U L'
U B D R B' U2 B2
U' B D2 F2 L' F2 B'
U' B D2 F2 L' B' F2
R' B D2 U2 L U L
R' B D2 B2 R' U' L2
U B D B' R U2 B
R B D U2 L U L'
U B D' R B' U2 B2
U B D' B' R U2 B
R B D' U2 L U L'
U B D2 R B' U2 B2
U' B F2 L' F2 D B'
U' B F2 L' F2 D' B'
U' B F2 L' F2 D2 B'
U' B F2 L' F2 B' D
U' B F2 L' F2 B' D'
U' B F2 L' F2 B' D2
U' B F2 L' B' F2 D
U' B F2 L' B' F2 D'
U' B F2 L' B' F2 D2
U' B F2 L2 F2 L B'
U B D2 B' R U2 B
R B D2 U2 L U L'
U' B' L U2 R F U2
U' B' L' U2 R U2 B'
U' B' L' F2 B' L' F2
U' B' L' B' U2 R U2
U' B' L' B' F2 L' F2
B' F D F' R' B U'
L2 B' L2 R' U R2 U2
L2 B' L2 R' U' D2 L2
L2 B' L2 R' D B2 U'
L2 B' L2 R' D2 U' L2
L B' L' R' U R2 U2
L B' L' R' U' D2 L2
L B' L' R' D B2 U'
L B' L' R' D2 U' L2
R' B' R' U R' U2 D
R' B' R' U R' U2 D'
R' B' R' U R' U2 D2
R' B' R' U R' D U2
R' B' R' U R' D' U2
R' B' R' U R' D2 U2
D2 B' R' U R2 U2 D
D2 B' R' U R2 U2 D'
D2 B' R' U R2 U2 D2
D2 B' R' U R2 D U2
D2 B' R' U R2 D' U2
D2 B' R' U R2 D2 U2
R' B' R' U D R' U2
R' B' R' U D' R' U2
R' B' R' U D2 R' U2
D2 B' R' U' L D2 L2
D2 B' R' U' L' D2 L2
D2 B' R' U' L2 D2 L2
D2 B' R' U' D2 L2 D
D2 B' R' U' D2 L2 D'
D2 B' R' U' D2 L2 D2
R' B' R' U' B2 L B2
D' B' R' U R2 U2 D
D' B' R' U R2 U2 D'
D' B' R' U R2 U2 D2
D' B' R' U R2 D U2
D' B' R' U R2 D' U2
D' B' R' U R2 D2 U2
D2 B' R' U2 D' F2 U
D' B' R' U' L D2 L2
D' B' R' U' L' D2 L2
D' B' R' U' L2 D2 L2
R' B' R' D U R' U2
D' B' R' U' D2 L2 D
D' B' R' U' D2 L2 D'
D' B' R' U' D2 L2 D2
R' B' R' D B2 U' L
D2 B' R' D B2 U' D
D2 B' R' D B2 U' D'
D2 B' R' D B2 U' D2
D2 B' R' D B2 D U'
D2 B' R' D B2 D' U'
D2 B' R' D B2 D2 U'
R' B' R' D' U R' U2
D' B' R' U2 D' F2 U
D2 B' R' D' U2 F2 U
R' B' R' D' B2 U' L
R' B' R' D2 U R' U2
D2 B' R' D2 U' L2 D
D2 B' R' D2 U' L2 D'
D2 B' R' D2 U' L2 D2
R' B' R' D2 B2 U' L
D2 B' R' D2 B U' L2
D2 B' R' D2 B' U' L2
D' B' R' D B2 U' D
D' B' R' D B2 U' D'
D' B' R' D B2 U' D2
D' B' R' D B2 D U'
D' B' R' D B2 D' U'
D' B' R' D B2 D2 U'
D2 B' R' D2 B2 U' L2
D' B' R' D' U2 F2 U
D' B' R' D2 U' L2 D
D' B' R' D2 U' L2 D'
D' B' R' D2 U' L2 D2
D' B' R' D2 B U' L2
D' B' R' D2 B' U' L2
D' B' R' D2 B2 U' L2
D2 B' R' B U R2 U2
D2 B' R' B U' D2 L2
D2 B' R' B D B2 U'
D2 B' R' B D2 U' L2
D2 B' R' B' U R2 U2
D2 B' R' B' U' D2 L2
D2 B' R' B' D B2 U'
D2 B' R' B' D2 U' L2
R' B' R' B2 U' L D
R' B' R' B2 U' L D'
R' B' R' B2 U' L D2
R' B' R' B2 U' D L
R' B' R' B2 U' D' L
R' B' R' B2 U' D2 L
D2 B' R' B2 U R2 U2
D' B' R' B U R2 U2
R' B' R' B2 D U' L
D2 B' R' B2 U' D2 L2
D' B' R' B U' D2 L2
R' B' R' B2 D' U' L
R' B' R' B2 D2 U' L
D2 B' R' B2 D B2 U'
D' B' R' B D B2 U'
D2 B' R' B2 D2 U' L2
D' B' R' B D2 U' L2
L2 B' R' L2 U R2 U2
L2 B' R' L2 U' D2 L2
D' B' R' B' U R2 U2
L2 B' R' L2 D B2 U'
D' B' R' B' U' D2 L2
L2 B' R' L2 D2 U' L2
D' B' R' B' D B2 U'
D' B' R' B' D2 U' L2
D' B' R' B2 U R2 U2
D' B' R' B2 U' D2 L2
D' B' R' B2 D B2 U'
D' B' R' B2 D2 U' L2
R2 B' R B' R2 U' L
L2 B' R' D B2 U' F2
R2 B' R' U' B' L B
D B' R' U R2 U2 D
D B' R' U R2 U2 D'
D B' R' U R2 U2 D2
D B' R' U R2 D U2
D B' R' U R2 D' U2
D B' R' U R2 D2 U2
D B' R' U' L D2 L2
D B' R' U' L' D2 L2
D B' R' U' L2 D2 L2
D B' R' U' D2 L2 D
D B' R' U' D2 L2 D'
D B' R' U' D2 L2 D2
D2 B' R2 B2 R U' L
D B' R' U2 D' F2 U
D B' R' D B2 U' D
D B' R' D B2 U' D'
D B' R' D B2 U' D2
D B' R' D B2 D U'
D B' R' D B2 D' U'
D B' R' D B2 D2 U'
R B' R U' D B2 L
D' B' R2 B2 R U' L
D B' R' D' U2 F2 U
D B' R' D2 U' L2 D
D B' R' D2 U' L2 D'
D B' R' D2 U' L2 D2
D B' R' D2 B U' L2
D B' R' D2 B' U' L2
D B' R' D2 B2 U' L2
R B' R D U' B2 L
D2 B' U R U' R2 U'
D2 B' U R U2 D B2
D2 B' U R D U2 B2
D2 B' U R D' F2 U2
R2 B' R' B U R' U2
L B' R' L' U R2 U2
L B' R' L' U' D2 L2
L B' R' L' D B2 U'
R2 B' R' B' U' L D
R2 B' R' B' U' L D'
R2 B' R' B' U' L D2
R2 B' R' B' U' D L
R2 B' R' B' U' D' L
R2 B' R' B' U' D2 L
L B' R' L' D2 U' L2
R2 B' R' B' D U' L
R' B' U R2 U' R U'
R2 B' R' B' D' U' L
R2 B' R' B' D2 U' L
D' B' U R U' R2 U'
D' B' U R U2 D B2
D' B' U R D U2 B2
D' B' U R D' F2 U2
D B' R' B U R2 U2
D B' R' B U' D2 L2
D B' R' B D B2 U'
D B' R' B D2 U' L2
D B' R' B' U R2 U2
D B' R' B' U' D2 L2
D B' R' B' D B2 U'
D B' R' B' D2 U' L2
D B' R' B2 U R2 U2
D B' R' B2 U' D2 L2
D B' R' B2 D B2 U'
D B' R' B2 D2 U' L2
L B' R' D L' B2 U'
L B' R' D B2 L' U'
R B' R B2 R2 U' L
L B' R' D2 L' U' L'
R B' R' U R U2 D
R B' R' U R U2 D'
R B' R' U R U2 D2
R B' R' U R D U2
R B' R' U R D' U2
R B' R' U R D2 U2
R B' R' U D R U2
R B' R' U D' R U2
R B' R' U D2 R U2
R B' R' U' F2 L' F2
R B' R' U2 F2 U L'
R B' R' D U R U2
R B' R' D' U R U2
R2 B' R2 B' R U' L
R B' R' D2 U R U2
D B' R2 B2 R U' L
R B' R' B U R U2
R B' R' B' U R U2
R B' R' B2 U R U2
D B' U R U' R2 U'
D B' U R U2 D B2
D B' U R D U2 B2
D B' U R D' F2 U2
U' B' U2 R U2 D B
U' B' U2 R U2 D' B
U' B' U2 R U2 D2 B
U' B' U2 R U2 B D
U' B' U2 R U2 B D'
U' B' U2 R U2 B D2
U' B' U2 R D U2 B
U' B' U2 R D' U2 B
U' B' U2 R D2 U2 B
U' B' U2 R F U2 B
U' B' U2 R F' U2 B
U' B' U2 R F2 U2 B
U' B' U2 R' F' R2 U2
U' B' U2 D R U2 B
R B' R2 D R B2 U'
U' B' U2 D' R U2 B
R B' R2 D B2 R U'
U' B' U2 D2 R U2 B
R B' R2 D2 R U' L2
U' B' U2 F2 U2 L' B'
R' B' D R B2 R2 U'
U' B' D U2 R U2 B
R' B' D R' U' D L2
R' B' D R' D U' L2
D2 B' D R' U R2 U2
D2 B' D R' U' D2 L2
D2 B' D R' D B2 U'
D2 B' D R' D2 U' L2
R' B' D R' B2 U' D
R' B' D R' B2 U' D'
R' B' D R' B2 U' D2
R' B' D R' B2 D U'
R' B' D R' B2 D' U'
R' B' D R' B2 D2 U'
R2 B' U' B' D L B'
R' B' D R2 B2 R U'
D' B' D R' U R2 U2
D' B' D R' U' D2 L2
D' B' D R' D B2 U'
U' B' D F2 L' F2 B'
U' B' D F2 L' B' F2
D' B' D R' D2 U' L2
B' F' R' F U R U2
F2 B' R' U' L' D R2
F2 B' R' U' D L' R2
F2 B' R' U' D R2 L'
R' B' D B2 U2 L U
F' B' R' F U R U2
F2 B' R' D U' L' R2
F2 B' R' D U' R2 L'
U' B' D' U2 R U2 B
R' B' D' R' U' D' L2
R' B' D' R' U2 F2 U
D2 B' D' R' U R2 U2
D2 B' D' R' U' D2 L2
R' B' D' R' D' U' L2
R' B' D' R' D2 B2 U'
D2 B' D' R' D B2 U'
D2 B' D' R' D2 U' L2
F2 B' R' F2 U R U2
U' B' D' F2 L' F2 B'
U' B' D' F2 L' B' F2
D' B' D' R' U R2 U2
D' B' D' R' U' D2 L2
D' B' D' R' D B2 U'
D' B' D' R' D2 U' L2
D B' D R' U R2 U2
D B' D R' U' D2 L2
D B' D R' D B2 U'
D B' D R' D2 U' L2
U' B' D2 U2 R U2 B
R' B' D2 R' U' L2 D
R' B' D2 R' U' L2 D'
R' B' D2 R' U' L2 D2
D2 B' D2 R' U R2 U2
D2 B' D2 R' U' D2 L2
R' B' D2 R' D' B2 U'
D2 B' D2 R' D B2 U'
D2 B' D2 R' D2 U' L2
R' B' D2 R' B U' L2
R' B' D2 R' B' U' L2
R' B' D2 R' B2 U' L2
U' B' D2 F2 L' F2 B'
U' B' D2 F2 L' B' F2
D' B' D2 R' U R2 U2
D' B' D2 R' U' D2 L2
D' B' D2 R' D B2 U'
D' B' D2 R' D2 U' L2
R2 B' D' R' D B U'
R2 B' D' R' D' B U'
R2 B' D' R' D2 B U'
R2 B' D' R' B U' D
R2 B' D' R' B U' D'
R2 B' D' R' B U' D2
R2 B' D' R' B D U'
R2 B' D' R' B D' U'
R2 B' D' R' B D2 U'
D B' D' R' U R2 U2
D B' D' R' U' D2 L2
D B' D' R' D B2 U'
D B' D' R' D2 U' L2
R B' D R' U R U2
U B' D B R U2 B
D B' D2 R' U R2 U2
D B' D2 R' U' D2 L2
D B' D2 R' D B2 U'
D B' D2 R' D2 U' L2
R B' D' R' U R U2
U B' D' B R U2 B
U' B' F2 L' F2 D B'
U' B' F2 L' F2 D' B'
U' B' F2 L' F2 D2 B'
U' B' F2 L' F2 B' D
U' B' F2 L' F2 B' D'
U' B' F2 L' F2 B' D2
U' B' F2 L' B' F2 D
U' B' F2 L' B' F2 D'
U' B' F2 L' B' F2 D2
U' B' F2 L2 F2 L B'
R B' D2 R' U R U2
U B' D2 B R U2 B
U' B2 L U2 R F U2
F2 B' D R' U' L' R'
F2 B' D R' U' R' L'
U' B2 L' U2 R U2 B'
U' B2 L' F2 B' L' F2
U' B2 L' B' U2 R U2
U' B2 L' B' F2 L' F2
F B' D F' R' B U'
R B' F2 R' F2 U' L'
R2 B2 R U' D L B'
R2 B2 R D U' L B'
U B2 R U2 D2 F2 B
U B2 R U2 D2 B F2
R2 B2 R' U' D L B'
R2 B2 R' D U' L B'
U B2 R D2 U2 F2 B
U B2 R D2 U2 B F2
U B2 R F B2 U2 B'
U B2 R F' B2 U2 B'
U B2 R F2 B2 U2 B'
U B2 R B2 U2 D B'
U B2 R B2 U2 D' B'
U B2 R B2 U2 D2 B'
U B2 R B2 U2 B' D
U B2 R B2 U2 B' D'
U B2 R B2 U2 B' D2
U B2 R B2 D U2 B'
U B2 R B2 D' U2 B'
U B2 R B2 D2 U2 B'
U B2 R B2 F U2 B'
U B2 R B2 F' U2 B'
U B2 R B2 F2 U2 B'
D2 B2 U D' R F' U2
B' F2 R' U' L' D R2
B' F2 R' U' D L' R2
B' F2 R' U' D R2 L'
D' B2 U D' R F' U2
B' F2 R' D U' L' R2
B' F2 R' D U' R2 L'
R2 B2 R2 U' D L B'
R2 B2 R2 D U' L B'
U B2 R' F' R2 B2 U2
B' F2 R' F2 U R U2
U B2 R' F' B2 R2 U2
U B2 R' B2 R2 U2 B
U B2 R' B2 F' R2 U2
U' B2 U2 R U2 D B
U' B2 U2 R U2 D' B
U' B2 U2 R U2 D2 B
U' B2 U2 R U2 B D
U' B2 U2 R U2 B D'
U' B2 U2 R U2 B D2
U' B2 U2 R D U2 B
U' B2 U2 R D' U2 B
U' B2 U2 R D2 U2 B
U' B2 U2 R F U2 B
U' B2 U2 R F' U2 B
U' B2 U2 R F2 U2 B
U' B2 U2 R' F' R2 U2
U' B2 U2 D R U2 B
U' B2 U2 D' R U2 B
D B2 U D' R F' U2
U' B2 U2 D2 R U2 B
U' B2 U2 F2 U2 L' B'
R2 B2 U' D L D B'
R2 B2 U' D L D' B'
R2 B2 U' D L D2 B'
R2 B2 U' D L B' D
R2 B2 U' D L B' D'
R2 B2 U' D L B' D2
U' B2 D U2 R U2 B
U' B2 D F2 L' F2 B'
U' B2 D F2 L' B' F2
U' B2 D' U2 R U2 B
D2 B2 D' U R F' U2
U' B2 D' F2 L' F2 B'
U' B2 D' F2 L' B' F2
D' B2 D' U R F' U2
R2 B2 D R U' L B'
R2 B2 D R' U' L B'
R2 B2 D R2 U' L B'
R2 B2 D U' L D B'
R2 B2 D U' L D' B'
R2 B2 D U' L D2 B'
R2 B2 D U' L B' D
R2 B2 D U' L B' D'
R2 B2 D U' L B' D2
U B2 U2 D2 F2 L' B'
U' B2 D2 U2 R U2 B
U' B2 D2 F2 L' F2 B'
U' B2 D2 F2 L' B' F2
B' F2 D R' U' L' R'
B' F2 D R' U' R' L'
R2 B2 D' R' U' L B
D B2 D' U R F' U2
U' B2 F2 L' F2 D B'
U' B2 F2 L' F2 D' B'
U' B2 F2 L' F2 D2 B'
U' B2 F2 L' F2 B' D
U' B2 F2 L' F2 B' D'
U' B2 F2 L' F2 B' D2
U' B2 F2 L' B' F2 D
U' B2 F2 L' B' F2 D'
U' B2 F2 L' B' F2 D2
U' B2 F2 L2 F2 L B'
U B2 D2 R U2 F2 B
U B2 D2 R U2 B F2
U B2 D2 U2 F2 L' B'
