U2 F U2 F'
B L2 F B' L2
B2 L2 B' L2 F
B L2 B' F L2
U2 D F U2 F'
U2 D' F U2 F'
D U2 F U2 F'
D' U2 F U2 F'
U2 D2 F U2 F'
D2 U2 F U2 F'
B' U2 F B U2
B' U2 B F U2
B2 U2 F B2 U2
F' U2 F2 U2 F2
F2 U2 F' U2 F
B U2 F B' U2
B2 U2 B2 F U2
B U2 B' F U2
U2 F U2 D F'
U2 F U2 D' F'
U2 F U2 D2 F'
U2 F U2 F' D
U2 F U2 F' D'
U2 F U2 F' D2
U2 F D U2 F'
U2 F D' U2 F'
U2 F D2 U2 F'
U2 F B U2 F'
U2 F B' U2 F'
U2 F B2 U2 F'
L2 B L2 F B2
L2 B L2 B2 F
F' D2 B2 D2 F2
U2 B F U2 F'
U2 B' F U2 F'
B2 F' D2 F2 B2
B2 F' D2 B2 F2
U2 D2 F U2 L2 F' L2
U2 D2 F U2 D F' D
U2 D2 F U2 D F' D'
U2 D2 F U2 D F' D2
U2 D2 F U2 D' F' D
U2 D2 F U2 D' F' D'
U2 D2 F U2 D' F' D2
U2 D2 F U2 D2 F' D
U2 D2 F U2 D2 F' D'
U2 D2 F U2 D2 F' D2
U2 D2 F U2 F2 D F
U2 D2 F U2 F2 D' F
U2 D2 F U2 F2 D2 F
R2 D2 F R' L2 U2 L2
U2 D2 F D U2 F' D
U2 D2 F D U2 F' D'
U2 D2 F D U2 F' D2
U2 D2 F D B U2 F'
U2 D2 F D B' U2 F'
U2 D2 F D B2 U2 F'
R2 D2 F R2 L2 U2 L2
U2 D2 F D' U2 F' D
U2 D2 F D' U2 F' D'
U2 D2 F D' U2 F' D2
U2 D2 F D' B U2 F'
U2 D2 F D' B' U2 F'
U2 D2 F D' B2 U2 F'
D' U2 F' U2 D2 F B2
D' U2 F' U2 D2 B2 F
U2 D2 F D2 U2 F' D
U2 D2 F D2 U2 F' D'
U2 D2 F D2 U2 F' D2
U2 D2 F D2 B U2 F'
R D2 U2 F U2 F' R'
U2 D2 F D2 B' U2 F'
U2 D2 F D2 B2 U2 F'
U2 D2 F B U2 D F'
U2 D2 F B U2 D' F'
U2 D2 F B U2 D2 F'
U2 D2 F B U2 F' D
U2 D2 F B U2 F' D'
U2 D2 F B U2 F' D2
U2 D2 F B D U2 F'
U2 D2 F B D' U2 F'
U2 D2 F B D2 U2 F'
U2 D2 F B' U2 D F'
U2 D2 F B' U2 D' F'
U2 D2 F B' U2 D2 F'
U2 D2 F B' U2 F' D
U2 D2 F B' U2 F' D'
U2 D2 F B' U2 F' D2
U2 D2 F B' D U2 F'
U2 D2 F B' D' U2 F'
U2 D2 F B' D2 U2 F'
D U2 F R2 B R2 U2
D2 U2 F' U2 D2 F B2
D2 U2 F' U2 D2 B2 F
U2 D2 F B2 U2 D F'
U2 D2 F B2 U2 D' F'
U2 D2 F B2 U2 D2 F'
U2 D2 F B2 U2 F' D
U2 D2 F B2 U2 F' D'
U2 D2 F B2 U2 F' D2
U2 D2 F B2 D U2 F'
U2 D2 F B2 D' U2 F'
U2 D2 F B2 D2 U2 F'
D' U2 F' D2 U2 F B2
D' U2 F' D2 U2 B2 F
D U2 F U' L U' F'
D U2 F U' L' U' F'
D U2 F U' L2 U' F'
D U2 F U2 L' F' L
D U2 F U2 L2 F' L2
D U2 F U2 D F' D
D U2 F U2 D F' D'
D U2 F U2 D F' D2
D U2 F U2 D' F' D
D U2 F U2 D' F' D'
D U2 F U2 D' F' D2
D U2 F U2 D2 F' D
D U2 F U2 D2 F' D'
D U2 F U2 D2 F' D2
D U2 F U2 F2 D F
D U2 F U2 F2 D' F
D U2 F U2 F2 D2 F
D2 U2 F' D2 U2 F B2
D2 U2 F' D2 U2 B2 F
D U2 F D U2 F' D
D U2 F D U2 F' D'
D U2 F D U2 F' D2
B' U2 L2 B L2 U2 B2
R D2 F L U2 L' R'
R D2 F L U2 R' L'
D U2 F D B U2 F'
D U2 F D B' U2 F'
D U2 F D B2 U2 F'
F U2 L' U2 L U2 L'
D U2 F D' U2 F' D
D U2 F D' U2 F' D'
D U2 F D' U2 F' D2
R D2 F L' U2 L R'
R D2 F L' U2 R' L
D U2 F D' B U2 F'
D U2 F D' B' U2 F'
D U2 F D' B2 U2 F'
F' U2 L2 F2 L2 U2 F2
D U2 F D2 U2 F' D
D U2 F D2 U2 F' D'
D U2 F D2 U2 F' D2
R' D2 F2 L' F' U2 L
R D2 F L2 U2 L2 R'
R D2 F L2 U2 R' L2
D U2 F D2 B U2 F'
D U2 F D2 B' U2 F'
D U2 F D2 B2 U2 F'
D U2 F B U2 D F'
D U2 F B U2 D' F'
D U2 F B U2 D2 F'
D U2 F B U2 F' D
D U2 F B U2 F' D'
D U2 F B U2 F' D2
D U2 F B D U2 F'
L2 D2 F' R2 U2 R2 B'
L2 D2 F' R2 U2 B' R2
D U2 F B D' U2 F'
D U2 F B D2 U2 F'
D U2 F B' U2 D F'
D U2 F B' U2 D' F'
D U2 F B' U2 D2 F'
D U2 F B' U2 F' D
D U2 F B' U2 F' D'
D U2 F B' U2 F' D2
D U2 F B' D U2 F'
D U2 F B' D' U2 F'
D U2 F B' D2 U2 F'
F2 U2 L2 F' L2 B' U2
D U2 F B2 U2 D F'
D U2 F B2 U2 D' F'
D U2 F B2 U2 D2 F'
D U2 F B2 U2 F' D
D U2 F B2 U2 F' D'
D U2 F B2 U2 F' D2
R2 D2 F' L2 F2 U2 L2
D U2 F B2 D U2 F'
D U2 F B2 D' U2 F'
D U2 F B2 D2 U2 F'
U2 D2 F' U2 D2 F B2
U2 D2 F' U2 D2 B2 F
B2 U2 L2 B2 L2 U2 B
U2 D2 F' D2 U2 F B2
U2 D2 F' D2 U2 B2 F
B' U2 R F R' B U2
D' U2 F2 D2 F' B2 U2
D' U2 F2 D2 B2 F' U2
F U2 L2 R2 D2 L2 R2
F U2 L2 R2 D2 R2 L2
D U2 F' U2 D2 F B2
D U2 F' U2 D2 B2 F
D2 U2 F2 D2 F' B2 U2
D2 U2 F2 D2 B2 F' U2
F U2 L2 U2 L2 U2 L2
B2 U2 R F R' B2 U2
F' U2 R F2 R' U2 F2
B2 U2 R F B2 U2 L
D U2 F' D2 U2 F B2
D U2 F' D2 U2 B2 F
L2 D2 F2 R2 U2 R2 B'
L2 D2 F2 R2 U2 B' R2
F U2 L2 D2 R2 D2 L2
R2 D2 F2 L2 F' U2 L2
B2 U2 R B2 F U2 L
U2 D2 F2 D2 F' B2 U2
U2 D2 F2 D2 B2 F' U2
D' U2 B D F U2 F'
D' U2 B D' F U2 F'
D' U2 B D2 F U2 F'
D2 U2 B D F U2 F'
D' U2 B F U2 D F'
D' U2 B F U2 D' F'
D' U2 B F U2 D2 F'
D' U2 B F U2 F' D
D' U2 B F U2 F' D'
D' U2 B F U2 F' D2
D2 U2 B D' F U2 F'
D' U2 B F D U2 F'
D' U2 B F D' U2 F'
D' U2 B F D2 U2 F'
D2 U2 B D2 F U2 F'
B U2 R F R' B' U2
D2 U2 B F U2 D F'
D2 U2 B F U2 D' F'
D2 U2 B F U2 D2 F'
D2 U2 B F U2 F' D
D2 U2 B F U2 F' D'
D2 U2 B F U2 F' D2
D2 U2 B F D U2 F'
D2 U2 B F D' U2 F'
D2 U2 B F D2 U2 F'
F U2 R U2 R' U2 R
F' U2 R' F2 U2 L' F2
D U2 F2 D2 F' B2 U2
L D2 F2 R F' U2 R'
D U2 F2 D2 B2 F' U2
B2 U2 R' B2 R F U2
U2 D2 B D F U2 F'
U2 D2 B D' F U2 F'
U2 D2 B D2 F U2 F'
U2 D2 B F U2 D F'
U2 D2 B F U2 D' F'
U2 D2 B F U2 D2 F'
U2 D2 B F U2 F' D
U2 D2 B F U2 F' D'
U2 D2 B F U2 F' D2
U2 D2 B F D U2 F'
U2 D2 B F D' U2 F'
U2 D2 B F D2 U2 F'
D' U2 B' D F U2 F'
D' U2 B' D' F U2 F'
B' U2 R2 F R2 U2 F2
D2 U2 B' D F U2 F'
D' U2 B' D2 F U2 F'
D2 U2 B' D' F U2 F'
D' U2 B' F U2 D F'
D' U2 B' F U2 D' F'
D' U2 B' F U2 D2 F'
D' U2 B' F U2 F' D
D' U2 B' F U2 F' D'
D' U2 B' F U2 F' D2
D' U2 B' F D U2 F'
D' U2 B' F D' U2 F'
D' U2 B' F D2 U2 F'
D2 U2 B' D2 F U2 F'
D2 U2 B' F U2 D F'
D2 U2 B' F U2 D' F'
D2 U2 B' F U2 D2 F'
D2 U2 B' F U2 F' D
D2 U2 B' F U2 F' D'
D2 U2 B' F U2 F' D2
D U2 B D F U2 F'
D2 U2 B' F D U2 F'
D2 U2 B' F D' U2 F'
D2 U2 B' F D2 U2 F'
D U2 B D' F U2 F'
F U2 R' U2 R U2 R'
B2 U2 R2 F R2 B2 U2
F' U2 R2 F2 R2 U2 F2
B2 U2 R2 F B2 R2 U2
D U2 B D2 F U2 F'
D U2 B F U2 D F'
D U2 B F U2 D' F'
D U2 B F U2 D2 F'
D U2 B F U2 F' D
D U2 B F U2 F' D'
D U2 B F U2 F' D2
D U2 B F D U2 F'
D U2 B F D' U2 F'
D U2 B F D2 U2 F'
B U2 R' B' R F U2
L2 D2 B' U2 R2 U2 F'
B2 U2 R2 B2 R2 F U2
L2 D2 B' U2 B R2 U2
U2 D2 B' D F U2 F'
B2 U2 R2 B2 F R2 U2
U2 D2 B' D' F U2 F'
U2 D2 B' D2 F U2 F'
B' U2 D F D B U2
B' U2 D F D' B U2
B' U2 D F D2 B U2
B' U2 D F B U2 D
B' U2 D F B U2 D'
B' U2 D F B U2 D2
B' U2 D F B D U2
B' U2 D F B D' U2
B' U2 D F B D2 U2
U2 D2 B' F U2 D F'
U2 D2 B' F U2 D' F'
U2 D2 B' F U2 D2 F'
U2 D2 B' F U2 F' D
U2 D2 B' F U2 F' D'
U2 D2 B' F U2 F' D2
U2 D2 B' F D U2 F'
U2 D2 B' F D' U2 F'
U2 D2 B' F D2 U2 F'
D' U2 B2 D F U2 F'
D' U2 B2 D' F U2 F'
D2 U2 B2 D F U2 F'
D' U2 B2 D2 F U2 F'
B' U2 D B D F U2
B' U2 D B D' F U2
B' U2 D B D2 F U2
B' U2 D B F U2 D
B' U2 D B F U2 D'
B' U2 D B F U2 D2
B' U2 D B F D U2
B' U2 D B F D' U2
B' U2 D B F D2 U2
D2 U2 B2 D' F U2 F'
F U2 R2 L2 D2 L2 R2
F U2 R2 L2 D2 R2 L2
D' U2 B2 F U2 D F'
D' U2 B2 F U2 D' F'
D' U2 B2 F U2 D2 F'
D' U2 B2 F U2 F' D
D' U2 B2 F U2 F' D'
D' U2 B2 F U2 F' D2
D' U2 B2 F D U2 F'
D' U2 B2 F D' U2 F'
D' U2 B2 F D2 U2 F'
B2 U2 D F U' L2 U'
B2 U2 D F U2 D F2
D2 U2 B2 D2 F U2 F'
B2 U2 D F D U2 F2
B2 U2 D F D' B2 U2
D2 U2 B2 F U2 D F'
D2 U2 B2 F U2 D' F'
D2 U2 B2 F U2 D2 F'
D2 U2 B2 F U2 F' D
D2 U2 B2 F U2 F' D'
D2 U2 B2 F U2 F' D2
D2 U2 B2 F D U2 F'
D2 U2 B2 F D' U2 F'
D U2 B' D F U2 F'
D2 U2 B2 F D2 U2 F'
B U2 R2 F R2 B' U2
D' F L R U2 L' R'
D' F L R U2 R' L'
B U2 R2 F B' R2 U2
D U2 B' D' F U2 F'
F U2 R2 U2 R2 U2 R2
D' F L R' U2 L' R
D' F L R' U2 R L'
D2 F L R U2 L' R'
D2 F L R U2 R' L'
D U2 B' D2 F U2 F'
F2 U2 D F' U2 D F
F2 U2 D F' U2 D' F
F2 U2 D F' U2 D2 F
F2 U2 D F' U2 F D
F2 U2 D F' U2 F D'
F2 U2 D F' U2 F D2
F2 U2 D F' D U2 F
D' F L R2 U2 L' R2
D' F L R2 U2 R2 L'
F2 U2 D F' D' U2 F
F2 U2 D F' D2 U2 F
F2 U2 D F' B U2 F
F2 U2 D F' B' U2 F
F2 U2 D F' B2 U2 F
D2 F L R' U2 L' R
D2 F L R' U2 R L'
D U2 B' F U2 D F'
D U2 B' F U2 D' F'
D U2 B' F U2 D2 F'
D U2 B' F U2 F' D
D U2 B' F U2 F' D'
D U2 B' F U2 F' D2
D U2 B' F D U2 F'
D U2 B' F D' U2 F'
D U2 B' F D2 U2 F'
D2 F L R2 U2 L' R2
D2 F L R2 U2 R2 L'
F U2 R2 D2 L2 D2 R2
B U2 R2 B' R2 F U2
F2 U2 D B F' U2 F
B U2 R2 B' F R2 U2
F2 U2 D B' F' U2 F
U2 D2 B2 D F U2 F'
F2 U2 D B2 F' U2 F
B' U2 D' F D B U2
B' U2 D' F D' B U2
B' U2 D' F D2 B U2
B' U2 D' F B U2 D
B' U2 D' F B U2 D'
B' U2 D' F B U2 D2
B' U2 D' F B D U2
B' U2 D' F B D' U2
B' U2 D' F B D2 U2
U2 D2 B2 D' F U2 F'
L2 D2 B2 D2 L2 F2 B
U2 D2 B2 D2 F U2 F'
L2 D2 B2 D2 L2 B F2
L2 D2 B2 D2 F2 L2 B
L2 D2 B2 D2 F2 B L2
L2 D2 B2 D2 B L2 F2
L' F L U2 F U2 F'
L2 D2 B2 D2 B F2 L2
U2 D2 B2 F U2 D F'
U2 D2 B2 F U2 D' F'
U2 D2 B2 F U2 D2 F'
U2 D2 B2 F U2 F' D
U2 D2 B2 F U2 F' D'
U2 D2 B2 F U2 F' D2
U2 D2 B2 F D U2 F'
U2 D2 B2 F D' U2 F'
U2 D2 B2 F D2 U2 F'
B' U2 D' B D F U2
B' U2 D' B D' F U2
B' U2 D' B D2 F U2
B' U2 D' B F U2 D
B' U2 D' B F U2 D'
B' U2 D' B F U2 D2
B' U2 D' B F D U2
B' U2 D' B F D' U2
B' U2 D' B F D2 U2
B2 U2 D' F U R2 U
B2 U2 D' F U2 D' F2
B2 U2 D' F D B2 U2
B2 U2 D' F D' U2 F2
B U2 D F D B' U2
B U2 D F D' B' U2
B U2 D F D2 B' U2
B U2 D F B' U2 D
B U2 D F B' U2 D'
B U2 D F B' U2 D2
B U2 D F B' D U2
B U2 D F B' D' U2
B U2 D F B' D2 U2
R2 D2 B2 D2 F2 R2 B
F2 U2 D' F' U2 D F
F2 U2 D' F' U2 D' F
F2 U2 D' F' U2 D2 F
F2 U2 D' F' U2 F D
F2 U2 D' F' U2 F D'
F2 U2 D' F' U2 F D2
F2 U2 D' F' D U2 F
F2 U2 D' F' D' U2 F
F2 U2 D' F' D2 U2 F
F2 U2 D' F' B U2 F
F2 U2 D' F' B' U2 F
F2 U2 D' F' B2 U2 F
D U2 B2 D F U2 F'
D' F L' R U2 L R'
D' F L' R U2 R' L
D U2 B2 D' F U2 F'
D' F L' R' U2 L R
D' F L' R' U2 R L
R2 F L R U2 L' R
R2 F L R U2 R L'
F2 U2 D' B F' U2 F
D2 F L' R U2 L R'
D2 F L' R U2 R' L
B U2 D B' D F U2
U2 F L U2 F2 R F
B U2 D B' D' F U2
D U2 B2 D2 F U2 F'
B U2 D B' D2 F U2
B U2 D B' F U2 D
B U2 D B' F U2 D'
B U2 D B' F U2 D2
B U2 D B' F D U2
B U2 D B' F D' U2
B U2 D B' F D2 U2
D' F L' R2 U2 L R2
U2 F L D L' U2 F'
D' F L' R2 U2 R2 L
R2 F L R' U2 L' R'
R2 F L R' U2 R' L'
D2 F L' R' U2 L R
D2 F L' R' U2 R L
F2 U2 D' B' F' U2 F
D U2 B2 F U2 D F'
D U2 B2 F U2 D' F'
D U2 B2 F U2 D2 F'
D U2 B2 F U2 F' D
D U2 B2 F U2 F' D'
D U2 B2 F U2 F' D2
D U2 B2 F D U2 F'
D U2 B2 F D' U2 F'
D U2 B2 F D2 U2 F'
U2 F L D' L' U2 F'
D2 F L' R2 U2 L R2
D2 F L' R2 U2 R2 L
F2 U2 D' B2 F' U2 F
B' U2 D2 F D B U2
B' U2 D2 F D' B U2
B' U2 D2 F D2 B U2
B' U2 D2 F B U2 D
B' U2 D2 F B U2 D'
B' U2 D2 F B U2 D2
B' U2 D2 F B D U2
B' U2 D2 F B D' U2
B' U2 D2 F B D2 U2
U2 F L D2 L' U2 F'
D F L R U2 L' R'
D F L R U2 R' L'
D F L R' U2 L' R
D F L R' U2 R L'
R2 F L U2 L' R2 D
R2 F L U2 L' R2 D'
R2 F L U2 L' R2 D2
R2 F L U2 R2 L' D
R2 F L U2 R2 L' D'
R2 F L U2 R2 L' D2
F' U2 D2 F U2 F' B2
F' U2 D2 F U2 B2 F'
R2 F L U2 R2 D L'
R2 F L U2 R2 D' L'
R2 F L U2 R2 D2 L'
D F L R2 U2 L' R2
D F L R2 U2 R2 L'
B' U2 D2 B D F U2
B' U2 D2 B D' F U2
B' U2 D2 B D2 F U2
B' U2 D2 B F U2 D
B' U2 D2 B F U2 D'
B' U2 D2 B F U2 D2
B' U2 D2 B F D U2
B' U2 D2 B F D' U2
B' U2 D2 B F D2 U2
F' U2 D2 F' U2 F B2
F' U2 D2 F' U2 B2 F
B2 U2 D2 F U2 D F
B2 U2 D2 F U2 D' F
B2 U2 D2 F U2 D2 F
B2 U2 D2 F U2 F D
B2 U2 D2 F U2 F D'
B2 U2 D2 F U2 F D2
B2 U2 D2 F D U2 F
U2 F L B L' U2 F'
B2 U2 D2 F D' U2 F
B2 U2 D2 F D2 U2 F
F' U2 D2 F2 U2 F2 B2
B2 U2 D2 F B U2 F
F' U2 D2 F2 U2 B2 F2
B2 U2 D2 F B' U2 F
B2 U2 D2 F B2 U2 F
R2 F L D2 L2 U2 L
U2 F L B' L' U2 F'
B' U2 F L B L' U2
B U2 D' F D B' U2
B U2 D' F D' B' U2
B U2 D' F D2 B' U2
B U2 D' F B' U2 D
B U2 D' F B' U2 D'
B U2 D' F B' U2 D2
B U2 D' F B' D U2
B U2 D' F B' D' U2
B U2 D' F B' D2 U2
U2 F L B2 L' U2 F'
F2 U2 D2 F' U2 D F
F2 U2 D2 F' U2 D' F
F2 U2 D2 F' U2 D2 F
F2 U2 D2 F' U2 F D
F2 U2 D2 F' U2 F D'
F2 U2 D2 F' U2 F D2
B2 U2 D2 B F U2 F
F2 U2 D2 F' D U2 F
F2 U2 D2 F' D' U2 F
F2 U2 D2 F' D2 U2 F
F2 U2 D2 F' B U2 F
F2 U2 D2 F' B' U2 F
F2 U2 D2 F' B2 U2 F
B' U2 F L2 B L2 U2
B2 U2 D2 B' F U2 F
B2 U2 D2 B2 F U2 F
F2 U2 D2 B F' U2 F
B U2 D' B' D F U2
B U2 D' B' D' F U2
B U2 D' B' D2 F U2
B U2 D' B' F U2 D
B U2 D' B' F U2 D'
B U2 D' B' F U2 D2
B U2 D' B' F D U2
B U2 D' B' F D' U2
B U2 D' B' F D2 U2
B2 U2 F L B2 L' U2
F2 U2 D2 B' F' U2 F
R F L R U2 L' R2
R F L R U2 R2 L'
D' F L2 R U2 L2 R'
D' F L2 R U2 R' L2
L' F L' B L2 F B2
B2 U2 F L' B2 U2 R'
L' F L' B L2 B2 F
B' U2 F U R2 U F'
F2 U2 D2 B2 F' U2 F
D' F L2 R' U2 L2 R
D' F L2 R' U2 R L2
D2 F L2 R U2 L2 R'
D2 F L2 R U2 R' L2
R2 F L' R U2 L R
R2 F L' R U2 R L
B2 U2 F L2 B2 L2 U2
R F L R2 U2 L' R
R F L R2 U2 R L'
D' F L2 R2 U2 L2 R2
D' F L2 R2 U2 R2 L2
U2 F L' D L U2 F'
D2 F L2 R' U2 L2 R
D2 F L2 R' U2 R L2
R2 F L' R' U2 L R'
R2 F L' R' U2 R' L
B2 U2 F R B2 U2 L
B' U2 F U2 R2 F' R2
U2 F L' D' L U2 F'
D2 F L2 R2 U2 L2 R2
D2 F L2 R2 U2 R2 L2
B2 U2 F R' B2 R U2
U2 F L' D2 L U2 F'
B' U2 F D B U2 D
B' U2 F D B U2 D'
B' U2 F D B U2 D2
B' U2 F D B D U2
B' U2 F D B D' U2
B' U2 F D B D2 U2
B2 U2 F R2 B2 R2 U2
R F L U2 L' R' D
R F L U2 L' R' D'
R F L U2 L' R' D2
R F L U2 L' D R'
R F L U2 L' D' R'
R F L U2 L' D2 R'
D' F L2 U2 L2 D2 R2
D F L' R U2 L R'
D F L' R U2 R' L
R F L U2 R' L' D
R F L U2 R' L' D'
R F L U2 R' L' D2
R F L U2 R' D L'
R F L U2 R' D' L'
R F L U2 R' D2 L'
R F L U2 D L' R'
R F L U2 D R' L'
R F L U2 D' L' R'
B' U2 F D' B U2 D
B' U2 F D' B U2 D'
B' U2 F D' B U2 D2
B' U2 F D' B D U2
R F L U2 D' R' L'
B' U2 F D' B D' U2
B' U2 F D' B D2 U2
R F L U2 D2 L' R'
B2 U2 F U D' R2 U
R F L U2 D2 R' L'
D F L' R' U2 L R
D F L' R' U2 R L
R2 F L' U2 L R2 D
R2 F L' U2 L R2 D'
R2 F L' U2 L R2 D2
F' U2 F U2 F' D2 B2
D2 F L2 U2 L2 D2 R2
B' U2 F D2 B U2 D
B' U2 F D2 B U2 D'
B' U2 F D2 B U2 D2
B' U2 F D2 B D U2
B' U2 F D2 B D' U2
B' U2 F D2 B D2 U2
B2 U2 F U' D L2 U'
R2 F L' U2 R2 L D
R2 F L' U2 R2 L D'
R2 F L' U2 R2 L D2
R F L D U2 L' R'
R2 F L' U2 R2 D L
R2 F L' U2 R2 D' L
R F L D U2 R' L'
R2 F L' U2 R2 D2 L
D F L' R2 U2 L R2
D F L' R2 U2 R2 L
F' U2 F D F U2 F2
B U2 D2 F D B' U2
B U2 D2 F D' B' U2
B U2 D2 F D2 B' U2
B U2 D2 F B' U2 D
B U2 D2 F B' U2 D'
B U2 D2 F B' U2 D2
B U2 D2 F B' D U2
B U2 D2 F B' D' U2
B U2 D2 F B' D2 U2
R F L D' U2 L' R'
R F L D' U2 R' L'
B2 U2 F U2 D2 F2 D
B2 U2 F U2 D2 F2 D'
B2 U2 F U2 D2 F2 D2
B2 U2 F U2 F D2 F2
B2 U2 F U2 F' D2 F2
B2 U2 F U2 F2 D2 F2
B' U2 F B' U2 D2 F2
F' U2 F D' F U2 F2
B' U2 F B' D2 U2 F2
D' F L2 D2 R2 U2 R2
D' F L2 D2 R2 U2 R2
R F L D2 U2 L' R'
B2 U2 F D U' L2 U'
R F L D2 U2 R' L'
B' U2 F B2 D B' U2
B' U2 F B2 D' B' U2
B' U2 F B2 D2 B' U2
F' U2 F D2 F U2 F2
R2 F L' D2 L2 U2 L'
D2 F L2 D2 R2 U2 R2
B2 U2 F D' U R2 U
F2 U2 F U2 D2 F' B2
F2 U2 F U2 D2 B2 F'
B2 U2 F D2 U2 F2 D
B2 U2 F D2 U2 F2 D'
B2 U2 F D2 U2 F2 D2
U2 F L' B2 U2 F' R'
B2 U2 F D2 B U2 F2
B2 U2 F D2 B' U2 F2
B2 U2 F D2 B2 U2 F2
B U2 D2 B' D F U2
B U2 D2 B' D' F U2
B U2 D2 B' D2 F U2
B U2 D2 B' F U2 D
B U2 D2 B' F U2 D'
B U2 D2 B' F U2 D2
B U2 D2 B' F D U2
B U2 D2 B' F D' U2
B U2 D2 B' F D2 U2
B2 U2 F B D B U2
B2 U2 F B D' B U2
B2 U2 F B D2 B U2
B2 U2 F B' D B' U2
B2 U2 F B' D' B' U2
B2 U2 F B' D2 B' U2
F2 U2 F D2 U2 F' B2
F2 U2 F D2 U2 B2 F'
D' F R L U2 L' R'
D' F R L U2 R' L'
R F L' R U2 L R2
R F L' R U2 R2 L
D' F R L' U2 L R'
D' F R L' U2 R' L
D2 F R L U2 L' R'
D2 F R L U2 R' L'
U2 F L2 U2 D2 F' R2
R2 F L2 R U2 L2 R
R2 F L2 R U2 R L2
U2 F L2 U2 F' D2 R2
L2 F L2 U2 F U2 F'
D' F R L2 U2 L2 R'
D' F R L2 U2 R' L2
D2 F R L' U2 L R'
R F L' R2 U2 L R
D2 F R L' U2 R' L
R F L' R2 U2 R L
R2 F L2 R' U2 L2 R'
R2 F L2 R' U2 R' L2
B U2 F R' B' R U2
D2 F R L2 U2 L2 R'
D2 F R L2 U2 R' L2
B U2 F R2 B' R2 U2
F2 U2 F' L2 B' L2 U2
U2 F L2 D2 U2 F' R2
R F L' U2 L R' D
R F L' U2 L R' D'
R F L' U2 L R' D2
R F L' U2 L D R'
R F L' U2 L D' R'
R F L' U2 L D2 R'
B U2 F U' L2 U' F
D F L2 R U2 L2 R'
D F L2 R U2 R' L2
R F L' U2 R' L D
R F L' U2 R' L D'
R F L' U2 R' L D2
R F L' U2 R' D L
R F L' U2 R' D' L
R F L' U2 R' D2 L
R F L' U2 D L R'
R F L' U2 D R' L
R F L' U2 D' L R'
R F L' U2 D' R' L
R F L' U2 D2 L R'
R F L' U2 D2 R' L
D F L2 R' U2 L2 R
D F L2 R' U2 R L2
F' U2 F' U2 F D2 B2
B U2 F U2 L2 F L2
B' U2 F' D2 B U2 B
R2 F L2 U2 L2 R2 D
R2 F L2 U2 L2 R2 D'
R2 F L2 U2 L2 R2 D2
R F L' D U2 L R'
R2 F L2 U2 R2 L2 D
R2 F L2 U2 R2 L2 D'
R2 F L2 U2 R2 L2 D2
R F L' D U2 R' L
D F L2 R2 U2 L2 R2
D F L2 R2 U2 R2 L2
B' U2 F' B U2 D2 B2
B' U2 F' B D2 U2 B2
L F L' F R U2 R'
F' U2 F' D F' U2 F2
F2 U2 F' U R U F
F2 U2 F' U R' U F
B2 U2 F' U2 D2 F2 B2
B2 U2 F' U2 D2 B2 F2
F2 U2 F' U R2 U F
R F L' D' U2 L R'
R F L' D' U2 R' L
B U2 F D B' U2 D
B U2 F D B' U2 D'
B U2 F D B' U2 D2
B U2 F D B' D U2
B U2 F D B' D' U2
B U2 F D B' D2 U2
F' U2 F' D' F' U2 F2
U2 F L2 B L2 U2 F'
R F L' D2 U2 L R'
R F L' D2 U2 R' L
B U2 F D' B' U2 D
B U2 F D' B' U2 D'
B U2 F D' B' U2 D2
B U2 F D' B' D U2
B U2 F D' B' D' U2
B U2 F D' B' D2 U2
F' U2 F' D2 F' U2 F2
R2 F L2 D2 L2 R2 U2
F2 U2 F' U2 R F R'
U2 F L2 B' L2 U2 F'
F2 U2 F' U2 R2 F R2
F2 U2 F' U2 D F D
F2 U2 F' U2 D F D'
F2 U2 F' U2 D F D2
R2 F L2 D2 R2 L2 U2
F2 U2 F' U2 D' F D
F2 U2 F' U2 D' F D'
F2 U2 F' U2 D' F D2
F2 U2 F' U2 D2 F D
F2 U2 F' U2 D2 F D'
F2 U2 F' U2 D2 F D2
D F L2 U2 L2 D2 R2
B U2 F D2 B' U2 D
B U2 F D2 B' U2 D'
B U2 F D2 B' U2 D2
B U2 F D2 B' D U2
F2 U2 F' U2 F2 D F'
F2 U2 F' U2 F2 D' F'
B U2 F D2 B' D' U2
F2 U2 F' U2 F2 D2 F'
B U2 F D2 B' D2 U2
U2 F L2 B2 L2 U2 F'
B U2 F B U2 D2 F2
B2 U2 F' D2 U2 F2 B2
B2 U2 F' D2 U2 B2 F2
F2 U2 F' D U2 F D
F2 U2 F' D U2 F D'
F2 U2 F' D U2 F D2
B U2 F B D2 U2 F2
F2 U2 F' D B U2 F
F2 U2 F' D B' U2 F
F2 U2 F' D B2 U2 F
F2 U2 F' D' U2 F D
F2 U2 F' D' U2 F D'
F2 U2 F' D' U2 F D2
F2 U2 F' D' B U2 F
F2 U2 F' D' B' U2 F
F2 U2 F' D' B2 U2 F
F' U2 F2 L U2 F2 R
B U2 F B2 D B U2
B U2 F B2 D' B U2
B U2 F B2 D2 B U2
F2 U2 F' D2 U2 F D
F2 U2 F' D2 U2 F D'
F2 U2 F' D2 U2 F D2
F2 U2 F' D2 B U2 F
D F L2 D2 R2 U2 R2
F2 U2 F' D2 B' U2 F
F2 U2 F' D2 B2 U2 F
