D' L F2 L R
D' L F2 R L
D' L2 F2 D2 R2
D R2 B2 U2 B2
L' D' L2 F2 R
L D' F2 L2 R
L D' F2 R L2
D' F2 L2 D2 R2
D B2 R2 U2 B2
D' B2 R2 U2 B2 F2 L2
D B2 R' U2 L B2 L
D B2 R' U2 L' B2 L
D B2 R' U2 L2 B2 L
D B2 R' U2 B2 L D
D B2 R' U2 B2 L D'
D B2 R' U2 B2 L D2
D B2 R' U2 B2 D L
D B2 R' U2 B2 D' L
D B2 R' U2 B2 D2 L
D B2 R' D2 R' F2 U2
D B2 R' D2 F2 R' U2
D B2 R' F R' U2 B2
D B2 R' F U2 B2 L
D B2 R' F' R' U2 B2
D B2 R' F' U2 B2 L
D B2 R' F2 R' U2 B2
D B2 R' F2 U2 B2 L
D B2 R2 L' U2 B2 R'
D B2 R2 U L U B2
D B2 R2 U L' U B2
D B2 R2 U L2 U B2
D B2 R2 U D L2 U
D B2 R2 U' R U' B2
D B2 R2 U' R' U' B2
D B2 R2 U' R2 U' B2
D B2 R2 U' D' R2 U'
D B2 R2 U2 L B2 L'
D B2 R2 U2 L2 B2 L2
D B2 R2 U2 R' B2 R
D B2 R2 U2 R2 B2 R2
D B2 R2 U2 B D B
D B2 R2 U2 B D' B
D B2 R2 U2 B D2 B
D B2 R2 U2 B' D B'
D B2 R2 U2 B' D' B'
D B2 R2 U2 B' D2 B'
D B2 R2 D U L2 U
D2 B2 U' L2 U' L2 B2
D2 B2 U' L2 U' B2 L2
D B2 R2 D' U' R2 U'
D B2 R2 D2 F2 U2 D
D B2 R2 D2 F2 U2 D'
D B2 R2 D2 F2 U2 D2
D B2 R2 D2 F2 D U2
D B2 R2 D2 F2 D' U2
D B2 R2 D2 F2 D2 U2
D B2 R2 F U2 B2 D
D B2 R2 F U2 B2 D'
D B2 R2 F U2 B2 D2
D B2 R2 F D2 F2 U2
D B2 R2 F' U2 B2 D
D B2 R2 F' U2 B2 D'
D B2 R2 F' U2 B2 D2
D B2 R2 F' D2 F2 U2
D B2 R2 F2 U2 B2 D
D B2 R2 F2 U2 B2 D'
D B2 R2 F2 U2 B2 D2
D B2 R2 F2 D2 F2 U2
L B2 R2 F2 U R B2
L B2 R2 F2 U B2 R
B2 F2 R2 L' U B2 R'
D' B2 U2 L F2 L B2
F2 B2 R2 L' U B2 R'
R2 B2 U F2 U F2 B2
R2 B2 U F2 U B2 F2
B2 F2 R2 U B2 D' R2
D' B2 U2 L' B2 L' F2
D' B2 U2 L2 F2 B2 D
D' B2 U2 L2 F2 B2 D'
D' B2 U2 L2 F2 B2 D2
D' B2 U2 L2 B2 F2 D
D' B2 U2 L2 B2 F2 D'
D' B2 U2 L2 B2 F2 D2
F2 B2 R2 U B2 D' R2
R2 B2 U B2 D' L2 R2
R2 B2 U B2 D' R2 L2
D' B2 U2 F' L2 F' B2
D' B2 U2 F' L2 B2 F'
D' B2 U2 F' B2 L2 F'
D' B2 U2 F2 L' B2 L'
D' B2 U2 F2 L2 B2 D
D' B2 U2 F2 L2 B2 D'
D' B2 U2 F2 L2 B2 D2
D' B2 U2 F2 B L2 B
D' B2 U2 F2 B2 L2 D
D' B2 U2 F2 B2 L2 D'
D' B2 U2 F2 B2 L2 D2
D' B2 U2 B L2 F2 B
D' B2 U2 B L2 B F2
D B2 U' R' U' B2 L
D' B2 U2 B F2 L2 B
D' B2 U2 B2 L F2 L
D' B2 U2 B2 L2 F2 D
D' B2 U2 B2 L2 F2 D'
D' B2 U2 B2 L2 F2 D2
D' B2 U2 B2 F' L2 F'
D' B2 U2 B2 F2 L2 D
D' B2 U2 B2 F2 L2 D'
D' B2 U2 B2 F2 L2 D2
R B2 U R F2 U B2
F' B2 U F' R2 U B2
D B2 U2 L B2 D2 L2
D B2 U2 L' B2 D2 L2
U B2 U' D' L2 R2 F2
U B2 U' D' L2 F2 R2
D B2 U2 L2 B2 D2 L2
U B2 U' D' R2 L2 F2
U B2 U' D' R2 F2 L2
U B2 U' D' F2 L2 R2
U B2 U' D' F2 R2 L2
B2 F2 U B2 D' R2 F2
B2 F2 U B2 D' F2 R2
D B2 U2 R' B2 L R
D B2 U2 R' B2 R L
F2 B2 U B2 D' R2 F2
F2 B2 U B2 D' F2 R2
D B2 U2 D2 L2 D2 B2
U2 B2 D R2 B2 U2 R2
D B2 U2 B D2 L2 B
D B2 U2 B D2 B L2
D B2 U2 B' D2 B' L2
D B2 U2 B2 L D2 L2
D B2 U2 B2 L' D2 L2
D B2 U2 B2 L2 D2 L2
D B2 U2 B2 U2 R2 U2
D B2 U2 B2 D2 L2 D
D B2 U2 B2 D2 L2 D'
D B2 U2 B2 D2 L2 D2
U B2 U2 R2 F2 B2 U
U B2 U2 R2 B2 F2 U
U2 B2 D B2 R2 U2 R2
F B2 U R2 F U B2
U2 B2 D' L2 F2 D2 B2
U B2 U2 F2 R2 B2 U
U B2 U2 F2 B2 R2 U
F B2 U F R2 U B2
U B2 U2 B2 R2 F2 U
U B2 U2 B2 F2 R2 U
D' B2 D2 R2 F2 B2 U2
D' B2 D2 R2 B2 F2 U2
U2 B2 D' F' L2 F' B'
U2 B2 D' F' L2 B' F'
U2 B2 D' F2 L2 D2 B2
D' B2 D2 F2 R2 B2 U2
D' B2 D2 F2 B2 R2 U2
U' B2 F R2 F B U
U' B2 F R2 B F U
D' B2 D2 B2 R2 F2 U2
D' B2 D2 B2 F2 R2 U2
D' B2 F U2 F L2 B2
D' B2 F U2 F B2 L2
D' B2 F U2 B2 F L2
U B2 D' U' L2 R2 F2
U B2 D' U' L2 F2 R2
U B2 D' U' R2 L2 F2
U B2 D' U' R2 F2 L2
U B2 D' U' F2 L2 R2
U B2 D' U' F2 R2 L2
D B2 D2 R F2 U2 L2
D B2 D2 R F2 U2 L2
D B2 D2 R' F2 U2 L2
D B2 D2 R2 F2 U2 L2
D B2 D2 U2 L2 D2 B2
D B2 D2 F U2 L2 B'
D B2 D2 F2 R U2 L2
D B2 D2 F2 R' U2 L2
D B2 D2 F2 R2 U2 L2
D B2 D2 F2 U2 L2 D
D B2 D2 F2 U2 L2 D'
D B2 D2 F2 U2 L2 D2
D B2 D2 F2 D2 R2 U2
D' B2 F' U2 L2 F' B2
D' B2 F' U2 L2 B2 F'
D' B2 F' U2 F' L2 B2
D' B2 F' U2 F' B2 L2
D' B2 F' U2 B2 L2 F'
D' B2 F' U2 B2 F' L2
U B2 D2 L2 F2 B2 U'
U B2 D2 L2 B2 F2 U'
U' B2 F2 R2 U D R2
U' B2 F2 R2 U2 F2 U'
U' B2 F2 R2 D U R2
U' B2 F2 R2 D2 B2 U
D' B2 F2 L' B2 L' R'
D' B2 F2 L' B2 R' L'
D B2 F R' U2 B2 L
D' B2 F2 L2 B2 D2 R2
D B2 F R2 U2 B2 D
D B2 F R2 U2 B2 D'
D B2 F R2 U2 B2 D2
D B2 F R2 D2 F2 U2
D B2 F R2 F U2 B2
D B2 F R2 F' U2 B2
D B2 F R2 F2 U2 B2
U B2 D2 F2 L2 B2 U'
U B2 D2 F2 B2 L2 U'
L' B2 F2 R2 U R B2
L' B2 F2 R2 U B2 R
D B2 F U2 B2 D2 L2
U B2 D2 B2 L2 F2 U'
U B2 D2 B2 F2 L2 U'
D B2 F D2 F2 U2 L2
D B2 F' R' U2 B2 L
D B2 F' R2 U2 B2 D
D B2 F' R2 U2 B2 D'
D B2 F' R2 U2 B2 D2
D B2 F' R2 D2 F2 U2
D B2 F' R2 F U2 B2
D B2 F' R2 F' U2 B2
D B2 F' R2 F2 U2 B2
D B2 F' U2 B2 D2 L2
R2 B2 F2 L' U B2 R'
D B2 F' D2 F2 U2 L2
R2 B2 F2 U B2 D' R2
D B2 F2 R' U2 B2 L
D B2 F2 R2 U2 B2 D
D B2 F2 R2 U2 B2 D'
D B2 F2 R2 U2 B2 D2
D B2 F2 R2 D2 F2 U2
D B2 F2 R2 F U2 B2
D B2 F2 R2 F' U2 B2
D B2 F2 R2 F2 U2 B2
D B2 F2 U2 B2 D2 L2
D B2 F2 D2 F2 U2 L2
L B2 F2 R2 U R' B2
