F' R U R' F
F' R U F R'
L' U' L F' U
L2 U' L2 F' U
L U' L' F' U
L' U' F' L U
L2 U' F' L2 U
F' R' U R F
F' R2 U R2 F
F' R2 U F R2
U R2 B U' B'
U' F' L2 U B'
U' F' U' F U2
L B L2 U' F' L U
F D2 F' U B2 U' B2
F' D2 B R U R' F
F' D2 B R U F R'
F' D2 B R' U R F
F D2 F' D L2 D' B2
F' D2 B R2 U R2 F
F' D2 B R2 U F R2
U B R U' B L B2
F' D2 B' R U R' F
F' D2 B' R U F R'
F' D2 B' R' U R F
F' D2 B' R2 U R2 F
F' D2 B' R2 U F R2
U B R B2 U' B L
D2 B U R2 B U' B'
U B R' U' D B' L
U' B U F' B' U F
D' B U R2 B U' B'
U B R' D U' B' L
L' B U R2 B R' U'
U' B U B' F' U F
F' D2 B2 R U R' F
F' D2 B2 R U F R'
F' D2 B2 R' U R F
F' D2 B2 R2 U R2 F
F' D2 B2 R2 U F R2
L2 B U D2 R2 B U'
U B R2 U' B' D L2
U B R2 D B U' B2
U B R2 D' B U' B2
D2 B U' F' L2 U B'
D2 B U' F' U' F U2
U B R2 D2 B U' B2
D' B U' F' L2 U B'
D' B U' F' U' F U2
D B U R2 B U' B'
L2 B U' L F' L U
U B R2 B R U' B2
U B R2 B R' U' B2
U B R2 B R2 U' B2
U B R2 B U' B2 D
U B R2 B U' B2 D'
U B R2 B U' B2 D2
U B R2 B D' R2 U'
L2 B U' L2 D F' U
L2 B U' L2 D' F' U
L2 B U' L2 D2 F' U
L2 B U' L2 F' U D
L2 B U' L2 F' U D'
L2 B U' L2 F' U D2
L2 B U' L2 F' D U
L2 B U' L2 F' D' U
L2 B U' L2 F' D2 U
L2 B U' D' F' U B2
L2 B U' F L2 F2 U
L2 B U' F' L2 U D
L2 B U' F' L2 U D'
L2 B U' F' L2 U D2
L2 B U' F' L2 D U
L2 B U' F' L2 D' U
L2 B U' F' L2 D2 U
L2 B U' F' U D' B2
L2 B U' F' D' U B2
D B U' F' L2 U B'
L B U' L F' L2 U
D B U' F' U' F U2
L B U' L' D F' U
L B U' L' D' F' U
L B U' L' D2 F' U
L B U' L' F' U D
L B U' L' F' U D'
L B U' L' F' U D2
L B U' L' F' D U
L B U' L' F' D' U
L B U' L' F' D2 U
L B U' L2 F' L U
L B U' D L' F' U
L B U' D' L' F' U
L B U' D2 L' F' U
B' F L2 D' L2 F' B2
B' F L2 D' L2 B2 F'
B' F L2 D' F' L2 B2
B' F L2 D' F' B2 L2
B' F L2 D' B2 L2 F'
B' F L2 D' B2 F' L2
U B U' B' U' F' U
B2 F L2 D' L2 F' B2
B2 F L2 D' L2 B2 F'
B2 F L2 D' F' L2 B2
B2 F L2 D' F' B2 L2
B2 F L2 D' B2 L2 F'
B2 F L2 D' B2 F' L2
U B U2 D F' U B'
U B U2 D' F' U B'
U B U2 D2 F' U B'
U B U2 F' U D B'
U B U2 F' U D' B'
U B U2 F' U D2 B'
U B U2 F' U B' D
U B U2 F' U B' D'
U B U2 F' U B' D2
U B U2 F' D U B'
U B U2 F' D' U B'
U B U2 F' D2 U B'
F' B R U R F R2
F' B R U R' D F
F' B R U R' D' F
F' B R U R' D2 F
F' B R U R' F D
F' B R U R' F D'
F' B R U R' F D2
F' B R U D R' F
F' B R U D F R'
F' B R U D' R' F
F' B R U D' F R'
F' B R U D2 R' F
F' B R U D2 F R'
F' B R U F R' D
F' B R U F R' D'
F' B R U F R' D2
F' B R U F D R'
F' B R U F D' R'
F' B R U F D2 R'
F' B R U F' R' F2
F' B R D U R' F
F' B R D U F R'
F' B R D' U R' F
F' B R D' U F R'
F' B R D2 U R' F
F' B R D2 U F R'
B F L2 D' L2 F' B2
B F L2 D' L2 B2 F'
L2 B D' U' F' U B2
B F L2 D' F' L2 B2
B F L2 D' F' B2 L2
B F L2 D' B2 L2 F'
B F L2 D' B2 F' L2
U B D R2 B U' B2
L B D U' L' F' U
F2 B R F U R' F
F2 B R F U F R'
U B D U2 F' U B'
L2 B D' B2 U' F' U
F B L2 D' L2 F' B2
F B L2 D' L2 B2 F'
F B L2 D' F' L2 B2
F B L2 D' F' B2 L2
F B L2 D' B2 L2 F'
F B L2 D' B2 F' L2
F' B R' U R D F
F' B R' U R D' F
F' B R' U R D2 F
F' B R' U R F D
F' B R' U R F D'
F' B R' U R F D2
F' B R' U R' F R2
F' B R' U R2 F R'
F' B R' U D R F
F' B R' U D' R F
F' B R' U D2 R F
F' B R' D U R F
F' B R' D' U R F
F' B R' D2 U R F
L2 B D2 U R2 B U'
U B D' R2 B U' B2
F' B R' B U R F
L B D' U' L' F' U
F' B R' B' U R F
F' B R' B2 U R F
U B D' U2 F' U B'
F' B R2 U R' F R'
F' B R2 U R2 D F
F' B R2 U R2 D' F
F' B R2 U R2 D2 F
F' B R2 U R2 F D
F' B R2 U R2 F D'
F' B R2 U R2 F D2
F' B R2 U F R2 D
F' B R2 U F R2 D'
F' B R2 U F R2 D2
F' B R2 U F' R2 F2
D2 B F' R U R' F
D2 B F' R U F R'
D2 B F' R' U R F
D' B F' R U R' F
D' B F' R U F R'
B' F R2 F2 U R2 F'
D2 B F' R2 U R2 F
D2 B F' R2 U F R2
D' B F' R' U R F
F' B R2 D B2 U F
D' B F' R2 U R2 F
D' B F' R2 U F R2
U B D2 R2 B U' B2
L2 B F D' L2 F' B2
F' B R2 B U R2 F
F' B R2 B U F R2
L2 B F D' L2 B2 F'
L2 B F D' F' L2 B2
L2 B F D' F' B2 L2
L2 B F D' B2 L2 F'
L2 B F D' B2 F' L2
L B D2 U' L' F' U
F' B R2 B' U R2 F
F' B R2 B' U F R2
F2 B R2 F U R2 F
F2 B R2 F U F R2
B2 F R2 F2 U R2 F'
F' B R2 B2 U R2 F
F' B R2 B2 U F R2
U B D2 U2 F' U B'
F' B U F U F' U'
F' B U F2 D F' R2
D B F' R U R' F
D B F' R U F R'
D B F' R' U R F
B F R2 F2 U R2 F'
D B F' R2 U R2 F
D B F' R2 U F R2
R2 B F' U' F R2 B
D2 B' L U' L' F' U
D' B' L U' L' F' U
F B R2 F2 U R2 F'
L2 B' L U' L F' U
L2 B' L U' F' L U
D2 B' L' U' L F' U
D2 B' L' U' F' L U
D' B' L' U' L F' U
D' B' L' U' F' L U
D B' L U' L' F' U
L2 B' L' U' L' F' U
D2 B' L2 U' L2 F' U
D2 B' L2 U' F' L2 U
D' B' L2 U' L2 F' U
D' B' L2 U' F' L2 U
L B' L U' L2 F' U
L B' L U' F' L2 U
F' B D R U R' F
F' B D R U F R'
F' B D R' U R F
F' B D R2 U R2 F
F' B D R2 U F R2
D B' L' U' L F' U
D B' L' U' F' L U
F2 B D R2 F U R2
B' F D' L2 D' F' B2
B' F D' L2 D' B2 F'
B' F D' L2 F' D' B2
F2 B D F R2 U R2
F' B D' R U R' F
F' B D' R U F R'
B' F D' F' L2 D' B2
F' B D' R' U R F
F' B D' R2 U R2 F
F' B D' R2 U F R2
B2 F D' L2 D' F' B2
B2 F D' L2 D' B2 F'
B2 F D' L2 F' D' B2
D B' L2 U' L2 F' U
D B' L2 U' F' L2 U
B2 F D' F' L2 D' B2
L B' L2 U' L F' U
L B' L2 U' F' L U
F' B D2 R U R' F
F' B D2 R U F R'
F' B D2 R' U R F
B F D' L2 D' F' B2
B F D' L2 D' B2 F'
B F D' L2 F' D' B2
F' B D2 R2 U R2 F
F' B D2 R2 U F R2
B F D' F' L2 D' B2
F B D' L2 D' F' B2
F B D' L2 D' B2 F'
F B D' L2 F' D' B2
F B D' F' L2 D' B2
D2 B' U R2 B U' B'
U' B' U F' B U F
L' B' U R U' B L
D' B' U R2 B U' B'
U' B' U B F' U F
R2 B' R2 U B2 U' B2
R2 B' R2 D L2 D' B2
L' B' U' L' F' U B'
L2 B' U D2 R2 B U'
D2 B' U' F' L2 U B'
D2 B' U' F' U' F U2
D' B' U' F' L2 U B'
D' B' U' F' U' F U2
L' B' U' F' L' U B'
L2 B' U' L F' L U
D B' U R2 B U' B'
L2 B' U' L2 D F' U
L2 B' U' L2 D' F' U
L2 B' U' L2 D2 F' U
L2 B' U' L2 F' U D
L2 B' U' L2 F' U D'
L2 B' U' L2 F' U D2
L2 B' U' L2 F' D U
L2 B' U' L2 F' D' U
L2 B' U' L2 F' D2 U
U B' R2 B R2 U' B
U B' R2 B U F' U2
B' F' R U R F R2
B' F' R U R' D F
B' F' R U R' D' F
B' F' R U R' D2 F
B' F' R U R' F D
B' F' R U R' F D'
B' F' R U R' F D2
B' F' R U D R' F
B' F' R U D F R'
B' F' R U D' R' F
B' F' R U D' F R'
B' F' R U D2 R' F
B' F' R U D2 F R'
B' F' R U F R' D
B' F' R U F R' D'
B' F' R U F R' D2
B' F' R U F D R'
B' F' R U F D' R'
B' F' R U F D2 R'
B' F' R U F' R' F2
B' F' R D U R' F
B' F' R D U F R'
R2 B' U B2 U' R2 B2
R2 B' U B2 U' B2 R2
L2 B' U' D' F' U B2
B' F' R D' U R' F
B' F' R D' U F R'
B' F' R D2 U R' F
B' F' R D2 U F R'
L2 B' U' F L2 F2 U
F' B' R U R F R2
F' B' R U R' D F
F' B' R U R' D' F
F' B' R U R' D2 F
F' B' R U R' F D
F' B' R U R' F D'
F' B' R U R' F D2
F' B' R U D R' F
F' B' R U D F R'
F' B' R U D' R' F
F' B' R U D' F R'
F' B' R U D2 R' F
F' B' R U D2 F R'
F' B' R U F R' D
F' B' R U F R' D'
F' B' R U F R' D2
F' B' R U F D R'
F' B' R U F D' R'
F' B' R U F D2 R'
F' B' R U F' R' F2
L2 B' U' F' L2 U D
L2 B' U' F' L2 U D'
L2 B' U' F' L2 U D2
L2 B' U' F' L2 D U
L2 B' U' F' L2 D' U
L2 B' U' F' L2 D2 U
L2 B' U' F' U D' B2
L2 B' U' F' D' U B2
B2 F' R U R F R2
B2 F' R U R' D F
B2 F' R U R' D' F
B2 F' R U R' D2 F
B2 F' R U R' F D
B2 F' R U R' F D'
B2 F' R U R' F D2
B2 F' R U D R' F
B2 F' R U D F R'
B2 F' R U D' R' F
B2 F' R U D' F R'
B2 F' R U D2 R' F
B2 F' R U D2 F R'
F' B' R D U R' F
F' B' R D U F R'
B2 F' R U F R' D
B2 F' R U F R' D'
B2 F' R U F R' D2
B2 F' R U F D R'
B2 F' R U F D' R'
B2 F' R U F D2 R'
B2 F' R U F' R' F2
F' B' R D' U R' F
F' B' R D' U F R'
F' B' R D2 U R' F
F' B' R D2 U F R'
B2 F' R D U R' F
B2 F' R D U F R'
B2 F' R D' U R' F
B2 F' R D' U F R'
B2 F' R D2 U R' F
B2 F' R D2 U F R'
B' F' R' U R D F
B' F' R' U R D' F
B' F' R' U R D2 F
B' F' R' U R F D
B' F' R' U R F D'
B' F' R' U R F D2
B' F' R' U R' F R2
B' F' R' U R2 F R'
B' F' R' U D R F
B' F' R' U D' R F
B' F' R' U D2 R F
D B' U' F' L2 U B'
F2 B' R F U R' F
F2 B' R F U F R'
D B' U' F' U' F U2
L B' U' L F' L2 U
B' F' R' D U R F
L B' U' L' D F' U
L B' U' L' D' F' U
L B' U' L' D2 F' U
L B' U' L' F' U D
L B' U' L' F' U D'
L B' U' L' F' U D2
L B' U' L' F' D U
L B' U' L' F' D' U
L B' U' L' F' D2 U
B' F' R' D' U R F
L B' U' L2 F' L U
B' F' R' D2 U R F
F B' L2 D' L2 F' B2
F B' L2 D' L2 B2 F'
F' B' R' U R D F
F' B' R' U R D' F
F' B' R' U R D2 F
F' B' R' U R F D
F' B' R' U R F D'
F' B' R' U R F D2
F' B' R' U R' F R2
F' B' R' U R2 F R'
F' B' R' U D R F
F' B' R' U D' R F
F' B' R' U D2 R F
F B' L2 D' F' L2 B2
F B' L2 D' F' B2 L2
F B' L2 D' B2 L2 F'
F B' L2 D' B2 F' L2
L B' U' D L' F' U
B F' R U R F R2
B F' R U R' D F
B F' R U R' D' F
B F' R U R' D2 F
B F' R U R' F D
B F' R U R' F D'
B F' R U R' F D2
B F' R U D R' F
B F' R U D F R'
B F' R U D' R' F
B F' R U D' F R'
B F' R U D2 R' F
B F' R U D2 F R'
B2 F' R' U R D F
B2 F' R' U R D' F
B2 F' R' U R D2 F
B2 F' R' U R F D
B2 F' R' U R F D'
B2 F' R' U R F D2
B F' R U F R' D
B F' R U F R' D'
B F' R U F R' D2
B F' R U F D R'
B F' R U F D' R'
B F' R U F D2 R'
B2 F' R' U R' F R2
B F' R U F' R' F2
B' F' R' B U R F
B2 F' R' U R2 F R'
B2 F' R' U D R F
B2 F' R' U D' R F
B2 F' R' U D2 R F
F' B' R' D U R F
L B' U' D' L' F' U
B' F' R' B' U R F
L B' U' D2 L' F' U
F' B' R' D' U R F
B' F' R' B2 U R F
F' B' R' D2 U R F
B F' R D U R' F
B F' R D U F R'
B2 F' R' D U R F
B F' R D' U R' F
B F' R D' U F R'
B2 F' R' D' U R F
B F' R D2 U R' F
B F' R D2 U F R'
B2 F' R' D2 U R F
B' F' R2 U R' F R'
B' F' R2 U R2 D F
B' F' R2 U R2 D' F
B' F' R2 U R2 D2 F
B' F' R2 U R2 F D
B' F' R2 U R2 F D'
B' F' R2 U R2 F D2
U B' U' B U' F' U
B' F' R2 U F R2 D
B' F' R2 U F R2 D'
B' F' R2 U F R2 D2
B' F' R2 U F' R2 F2
F' B' R' B U R F
F' B' R' B' U R F
F' B' R' B2 U R F
U B' U2 L F' U B
B' F' R2 D B2 U F
B2 F' R' B U R F
U B' U2 L' F' U B
B2 F' R' B' U R F
U B' U2 L2 F' U B
B2 F' R' B2 U R F
F' B' R2 U R' F R'
F' B' R2 U R2 D F
F' B' R2 U R2 D' F
F' B' R2 U R2 D2 F
F' B' R2 U R2 F D
F' B' R2 U R2 F D'
F' B' R2 U R2 F D2
F' B' R2 U F R2 D
F' B' R2 U F R2 D'
F' B' R2 U F R2 D2
F' B' R2 U F' R2 F2
R2 B' D L2 D' R2 B2
R2 B' D L2 D' B2 R2
B F' R' U R D F
B F' R' U R D' F
B F' R' U R D2 F
B F' R' U R F D
B F' R' U R F D'
B F' R' U R F D2
B F' R' U R' F R2
B F' R' U R2 F R'
B F' R' U D R F
B F' R' U D' R F
B' F' R2 B U R2 F
B F' R' U D2 R F
B' F' R2 B U F R2
B2 F' R2 U R' F R'
B2 F' R2 U R2 D F
B2 F' R2 U R2 D' F
B2 F' R2 U R2 D2 F
B2 F' R2 U R2 F D
B2 F' R2 U R2 F D'
B2 F' R2 U R2 F D2
U B' U2 D F' U B
B2 F' R2 U F R2 D
B2 F' R2 U F R2 D'
B2 F' R2 U F R2 D2
B2 F' R2 U F' R2 F2
F' B' R2 D B2 U F
B' F' R2 B' U R2 F
B' F' R2 B' U F R2
U B' U2 D' F' U B
U B' U2 D2 F' U B
B' F' R2 B2 U R2 F
B' F' R2 B2 U F R2
B F' R' D U R F
U B' U2 F' L U B
U B' U2 F' L' U B
U B' U2 F' L2 U B
B2 F' R2 D B2 U F
U B' U2 F' U D B
U B' U2 F' U D' B
U B' U2 F' U D2 B
U B' U2 F' U B D
U B' U2 F' U B D'
U B' U2 F' U B D2
B F' R' D' U R F
U B' U2 F' D U B
U B' U2 F' D' U B
U B' U2 F' D2 U B
B F' R' D2 U R F
F' B' R2 B U R2 F
F' B' R2 B U F R2
F' B' R2 B' U R2 F
F' B' R2 B' U F R2
F2 B' R2 F U R2 F
F2 B' R2 F U F R2
F' B' R2 B2 U R2 F
F' B' R2 B2 U F R2
B F' R' B U R F
B2 F' R2 B U R2 F
B2 F' R2 B U F R2
L2 B' D' U' F' U B2
B F' R' B' U R F
B2 F' R2 B' U R2 F
B2 F' R2 B' U F R2
B F' R' B2 U R F
B2 F' R2 B2 U R2 F
B2 F' R2 B2 U F R2
B' F' U F U F' U'
B' F' U F2 D F' R2
B F' R2 U R' F R'
B F' R2 U R2 D F
B F' R2 U R2 D' F
B F' R2 U R2 D2 F
B F' R2 U R2 F D
B F' R2 U R2 F D'
B F' R2 U R2 F D2
B F' R2 U F R2 D
B F' R2 U F R2 D'
B F' R2 U F R2 D2
B F' R2 U F' R2 F2
L B' D U' L' F' U
L2 B' D' B2 U' F' U
U B' D U2 F' U B
F' B' U F U F' U'
B F' R2 D B2 U F
F' B' U F2 D F' R2
B2 F' U F U F' U'
B2 F' U F2 D F' R2
L2 B' D2 U R2 B U'
B F' R2 B U R2 F
B F' R2 B U F R2
B F' R2 B' U R2 F
B F' R2 B' U F R2
B F' R2 B2 U R2 F
B F' R2 B2 U F R2
U' B' F' L2 B U B2
L B' D' U' L' F' U
F B' R2 F2 U R2 F'
U B' D' U2 F' U B
D2 B' F' R U R' F
D2 B' F' R U F R'
D2 B' F' R' U R F
D2 B' F' R2 U R2 F
D2 B' F' R2 U F R2
B F' U F U F' U'
D' B' F' R U R' F
D' B' F' R U F R'
D' B' F' R' U R F
B F' U F2 D F' R2
D' B' F' R2 U R2 F
D' B' F' R2 U F R2
L2 B' F D' L2 F' B2
L2 B' F D' L2 B2 F'
L2 B' F D' F' L2 B2
L2 B' F D' F' B2 L2
L2 B' F D' B2 L2 F'
L2 B' F D' B2 F' L2
L B' D2 U' L' F' U
U B' D2 U2 F' U B
B' F' D R U R' F
B' F' D R U F R'
B' F' D R' U R F
B' F' D R2 U R2 F
B' F' D R2 U F R2
F' B' D R U R' F
F' B' D R U F R'
F' B' D R' U R F
D B' F' R U R' F
D B' F' R U F R'
F' B' D R2 U R2 F
F' B' D R2 U F R2
D2 B2 L U' L' F' U
D B' F' R' U R F
B2 F' D R U R' F
B2 F' D R U F R'
D B' F' R2 U R2 F
D B' F' R2 U F R2
B2 F' D R' U R F
D' B2 L U' L' F' U
B2 F' D R2 U R2 F
B2 F' D R2 U F R2
F2 B' D R2 F U R2
B' F' D' R U R' F
B' F' D' R U F R'
B' F' D' R' U R F
B' F' D' R2 U R2 F
B' F' D' R2 U F R2
F2 B' D F R2 U R2
F' B' D' R U R' F
F' B' D' R U F R'
L2 B2 L U' L F' U
F' B' D' R' U R F
L2 B2 L U' F' L U
F' B' D' R2 U R2 F
F' B' D' R2 U F R2
D2 B2 L' U' L F' U
D2 B2 L' U' F' L U
B F' D R U R' F
B F' D R U F R'
B2 F' D' R U R' F
B2 F' D' R U F R'
B F' D R' U R F
B2 F' D' R' U R F
D' B2 L' U' L F' U
B F' D R2 U R2 F
B F' D R2 U F R2
B2 F' D' R2 U R2 F
B2 F' D' R2 U F R2
D' B2 L' U' F' L U
B' F' D2 R U R' F
B' F' D2 R U F R'
B' F' D2 R' U R F
B' F' D2 R2 U R2 F
B' F' D2 R2 U F R2
D B2 L U' L' F' U
F' B' D2 R U R' F
F' B' D2 R U F R'
F' B' D2 R' U R F
L2 B2 L' U' L' F' U
F' B' D2 R2 U R2 F
F' B' D2 R2 U F R2
D2 B2 L2 U' L2 F' U
D2 B2 L2 U' F' L2 U
B2 F' D2 R U R' F
B2 F' D2 R U F R'
B F' D' R U R' F
B F' D' R U F R'
B2 F' D2 R' U R F
B F' D' R' U R F
D' B2 L2 U' L2 F' U
B2 F' D2 R2 U R2 F
B2 F' D2 R2 U F R2
B F' D' R2 U R2 F
B F' D' R2 U F R2
D' B2 L2 U' F' L2 U
L B2 L U' L2 F' U
L B2 L U' F' L2 U
F B' D' L2 D' F' B2
F B' D' L2 D' B2 F'
F B' D' L2 F' D' B2
D B2 L' U' L F' U
D B2 L' U' F' L U
B F' D2 R U R' F
B F' D2 R U F R'
F B' D' F' L2 D' B2
B F' D2 R' U R F
B F' D2 R2 U R2 F
B F' D2 R2 U F R2
D B2 L2 U' L2 F' U
D B2 L2 U' F' L2 U
L B2 L2 U' L F' U
L B2 L2 U' F' L U
U B2 R U' B L B
B' F2 R F U R' F
B' F2 R F U F R'
F' B2 R U R F R2
F' B2 R U R' D F
F' B2 R U R' D' F
F' B2 R U R' D2 F
F' B2 R U R' F D
F' B2 R U R' F D'
F' B2 R U R' F D2
F' B2 R U D R' F
F' B2 R U D F R'
F' B2 R U D' R' F
F' B2 R U D' F R'
F' B2 R U D2 R' F
F' B2 R U D2 F R'
F' B2 R U F R' D
F' B2 R U F R' D'
F' B2 R U F R' D2
F' B2 R U F D R'
F' B2 R U F D' R'
F' B2 R U F D2 R'
F' B2 R U F' R' F2
U B2 R B U' B L
F' B2 R D U R' F
F' B2 R D U F R'
F' B2 R D' U R' F
F' B2 R D' U F R'
D2 B2 U R2 B U' B'
F' B2 R D2 U R' F
F' B2 R D2 U F R'
U' B2 U F' B2 U F
D' B2 U R2 B U' B'
L' B2 U R2 B R U'
U' B2 U B2 F' U F
B2 F2 R F U R' F
B2 F2 R F U F R'
R2 B2 R2 U B' U' B
F2 B2 R F U R' F
F2 B2 R F U F R'
F' B2 R' U R D F
F' B2 R' U R D' F
F' B2 R' U R D2 F
F' B2 R' U R F D
F' B2 R' U R F D'
F' B2 R' U R F D2
F' B2 R' U R' F R2
F' B2 R' U R2 F R'
F' B2 R' U D R F
F' B2 R' U D' R F
F' B2 R' U D2 R F
F B2 L2 D' L2 F' B2
F B2 L2 D' L2 B2 F'
F B2 L2 D' F' L2 B2
F B2 L2 D' F' B2 L2
F B2 L2 D' B2 L2 F'
F B2 L2 D' B2 F' L2
F' B2 R' D U R F
F' B2 R' D' U R F
F' B2 R' D2 U R F
L2 B2 U D2 R2 B U'
D2 B2 U' F' L2 U B'
F' B2 R' B U R F
D2 B2 U' F' U' F U2
B F2 R F U R' F
B F2 R F U F R'
F' B2 R' B' U R F
F' B2 R' B2 U R F
D' B2 U' F' L2 U B'
D' B2 U' F' U' F U2
U B2 R2 D' B R2 U'
L' B2 U' F' U2 R' U'
B' F2 R2 F U R2 F
L2 B2 U' L F' L U
B' F2 R2 F U F R2
F' B2 R2 U R' F R'
F' B2 R2 U R2 D F
F' B2 R2 U R2 D' F
F' B2 R2 U R2 D2 F
F' B2 R2 U R2 F D
F' B2 R2 U R2 F D'
F' B2 R2 U R2 F D2
F' B2 R2 U F R2 D
F' B2 R2 U F R2 D'
F' B2 R2 U F R2 D2
F' B2 R2 U F' R2 F2
L2 B2 U' L2 D F' U
L2 B2 U' L2 D' F' U
L2 B2 U' L2 D2 F' U
L2 B2 U' L2 F' U D
L2 B2 U' L2 F' U D'
L2 B2 U' L2 F' U D2
L2 B2 U' L2 F' D U
L2 B2 U' L2 F' D' U
L2 B2 U' L2 F' D2 U
D B2 U R2 B U' B'
U B2 R2 B U' D B
U B2 R2 B U' D' B
U B2 R2 B U' D2 B
U B2 R2 B U' B D
U B2 R2 B U' B D'
U B2 R2 B U' B D2
U B2 R2 B D U' B
U B2 R2 B D' U' B
U B2 R2 B D2 U' B
F' B2 R2 D B2 U F
L2 B2 U' D' F' U B2
R2 B2 U B' U' B R2
L2 B2 U' F L2 F2 U
L2 B2 U' F' L2 U D
L2 B2 U' F' L2 U D'
L2 B2 U' F' L2 U D2
L2 B2 U' F' L2 D U
L2 B2 U' F' L2 D' U
L2 B2 U' F' L2 D2 U
L2 B2 U' F' U D' B2
L2 B2 U' F' D' U B2
B2 F2 R2 F U R2 F
B2 F2 R2 F U F R2
F' B2 R2 B U R2 F
F' B2 R2 B U F R2
F' B2 R2 B' U R2 F
F' B2 R2 B' U F R2
F' B2 R2 B2 U R2 F
F' B2 R2 B2 U F R2
F2 B2 R2 F U R2 F
F2 B2 R2 F U F R2
D B2 U' F' L2 U B'
D B2 U' F' U' F U2
L B2 U' L F' L2 U
L B2 U' L' D F' U
L B2 U' L' D' F' U
L B2 U' L' D2 F' U
F' B2 U F U F' U'
L B2 U' L' F' U D
L B2 U' L' F' U D'
L B2 U' L' F' U D2
L B2 U' L' F' D U
L B2 U' L' F' D' U
L B2 U' L' F' D2 U
L B2 U' L2 F' L U
F' B2 U F2 D F' R2
B F2 R2 F U R2 F
B F2 R2 F U F R2
L B2 U' D L' F' U
L B2 U' D' L' F' U
L B2 U' D2 L' F' U
U B2 U' B2 U' F' U
R2 B2 U2 B' U' R2 F'
F B2 R2 F2 U R2 F'
U B2 U2 L F' U B2
U B2 U2 L' F' U B2
U B2 U2 L2 F' U B2
U B2 U2 D L2 F' U
U B2 U2 D F' L2 U
U B2 U2 F' L U B2
U B2 U2 F' L' U B2
U B2 U2 F' L2 U B2
U B2 U2 F' U B2 D
U B2 U2 F' U B2 D'
U B2 U2 F' U B2 D2
U B2 U2 F' D L2 U
L2 B2 D' U' F' U B2
B' F2 D R2 F U R2
L B2 D U' L' F' U
L2 B2 D' B2 U' F' U
B' F2 D F R2 U R2
U B2 D U2 L2 F' U
U B2 D U2 F' L2 U
F' B2 D R U R' F
F' B2 D R U F R'
F' B2 D R' U R F
F' B2 D R2 U R2 F
F' B2 D R2 U F R2
L2 B2 D2 U R2 B U'
B2 F2 D R2 F U R2
F2 B2 D R2 F U R2
B2 F2 D F R2 U R2
U' B2 F' L2 B2 U B
U B2 D' R2 D B U'
U B2 D' R2 D' B U'
U B2 D' R2 D2 B U'
U B2 D' R2 B U' D
U B2 D' R2 B U' D'
U B2 D' R2 B U' D2
U B2 D' R2 B D U'
U B2 D' R2 B D' U'
U B2 D' R2 B D2 U'
F2 B2 D F R2 U R2
L B2 D' U' L' F' U
D2 B2 F' R U R' F
D2 B2 F' R U F R'
F' B2 D' R U R' F
F' B2 D' R U F R'
D2 B2 F' R' U R F
F' B2 D' R' U R F
D2 B2 F' R2 U R2 F
D2 B2 F' R2 U F R2
F' B2 D' R2 U R2 F
F' B2 D' R2 U F R2
D' B2 F' R U R' F
D' B2 F' R U F R'
U B2 D' B R2 B U'
D' B2 F' R' U R F
U B2 D' B' R2 B U'
D' B2 F' R2 U R2 F
D' B2 F' R2 U F R2
U B2 D' B2 R2 B U'
B F2 D R2 F U R2
L2 B2 F D' L2 F' B2
L2 B2 F D' L2 B2 F'
L2 B2 F D' F' L2 B2
L2 B2 F D' F' B2 L2
L2 B2 F D' B2 L2 F'
L2 B2 F D' B2 F' L2
B F2 D F R2 U R2
L B2 D2 U' L' F' U
F' B2 D2 R U R' F
F' B2 D2 R U F R'
F' B2 D2 R' U R F
F' B2 D2 R2 U R2 F
F' B2 D2 R2 U F R2
D B2 F' R U R' F
D B2 F' R U F R'
D B2 F' R' U R F
D B2 F' R2 U R2 F
D B2 F' R2 U F R2
F B2 D' L2 D' F' B2
F B2 D' L2 D' B2 F'
F B2 D' L2 F' D' B2
F B2 D' F' L2 D' B2
