U2 L' F B'
U2 L' B' F
U2 L' D F B'
U2 L' D B' F
U2 L' D' F B'
U2 L' D' B' F
U2 L' D2 F B'
U2 L' D2 B' F
U2 L' F D B'
U2 L' F D' B'
U2 L' F D2 B'
U2 L' F B' D
U2 L' F B' D'
U2 L' F B' D2
U2 L' B' D F
U2 L' B' D' F
U2 L' B' D2 F
U2 L' B' F D
U2 L' B' F D'
U2 L' B' F D2
R U2 L' F B
R U2 L' B F
R U2 B L' F
B' U2 L' F B'
B' U2 L' B' F
B2 U2 L' F B'
B U2 L' F B'
B2 U2 L' B' F
B U2 L' B' F
U2 B L' F B'
U2 B L' B' F
U2 B' L' F B'
U2 B' L' B' F
U2 B2 L' F B'
U2 B2 L' B' F
U2 B2 L' R F R' B'
U2 B2 L' R' B' R F
U2 B2 L' R2 F R2 B'
U2 B2 L' R2 F B' R2
U2 B2 L' R2 B' R2 F
U2 B2 L' R2 B' F R2
U2 B2 L' D F D B'
U2 B2 L' D F D' B'
U2 B2 L' D F D2 B'
U2 B2 L' D F B' D
U2 B2 L' D F B' D'
U2 B2 L' D F B' D2
U2 B2 L' D B' D F
U2 B2 L' D B' D' F
U2 B2 L' D B' D2 F
U2 B2 L' D B' F D
U2 B2 L' D B' F D'
U2 B2 L' D B' F D2
U2 B2 L' D' F D B'
U2 B2 L' D' F D' B'
U2 B2 L' D' F D2 B'
U2 B2 L' D' F B' D
U2 B2 L' D' F B' D'
U2 B2 L' D' F B' D2
F2 B' D2 R U2 F' B
F2 B' D2 R U2 B F'
U2 B2 L' D' B' D F
U2 B2 L' D' B' D' F
U2 B2 L' D' B' D2 F
U2 B2 L' D' B' F D
U2 B2 L' D' B' F D'
U2 B2 L' D' B' F D2
U2 B2 L' D2 F D B'
U2 B2 L' D2 F D' B'
U2 B2 L' D2 F D2 B'
U2 B2 L' D2 F B' D
U2 B2 L' D2 F B' D'
U2 B2 L' D2 F B' D2
U2 B2 L' D2 B' D F
U2 B2 L' D2 B' D' F
U2 B2 L' D2 B' D2 F
U2 B2 L' D2 B' F D
U2 B2 L' D2 B' F D'
U2 B2 L' D2 B' F D2
U2 B2 L' F R' B' R
U2 B2 L' F R2 B' R2
U2 B2 L' F D B' D
U2 B2 L' F D B' D'
U2 B2 L' F D B' D2
U2 B2 L' F D' B' D
U2 B2 L' F D' B' D'
U2 B2 L' F D' B' D2
U2 B2 L' F D2 B' D
U2 B2 L' F D2 B' D'
U2 B2 L' F D2 B' D2
U2 B2 L' F B2 D B
U2 B2 L' F B2 D' B
U2 B2 L' F B2 D2 B
U2 B2 L' F2 D F' B'
U2 B2 L' F2 D B' F'
U2 B2 L' F2 D' F' B'
U2 B2 L' F2 D' B' F'
U2 B2 L' F2 D2 F' B'
U2 B2 L' F2 D2 B' F'
U2 B2 L' F2 B' D F'
U2 B2 L' F2 B' D' F'
U2 B2 L' F2 B' D2 F'
U2 B2 L' B' R F R'
U2 B2 L' B' R2 F R2
U2 B2 L' B' D F D
U2 B2 L' B' D F D'
U2 B2 L' B' D F D2
U2 B2 L' B' D' F D
U2 B2 L' B' D' F D'
U2 B2 L' B' D' F D2
U2 B2 L' B' D2 F D
U2 B2 L' B' D2 F D'
U2 B2 L' B' D2 F D2
U2 B2 L' B' F2 D F'
U2 B2 L' B' F2 D' F'
U2 B2 L' B' F2 D2 F'
U2 B2 L' B2 D F B
U2 B2 L' B2 D B F
U2 B2 L' B2 D' F B
U2 B2 L' B2 D' B F
U2 B2 L' B2 D2 F B
U2 B2 L' B2 D2 B F
U2 B2 L' B2 F D B
U2 B2 L' B2 F D' B
U2 B2 L' B2 F D2 B
R2 B2 L' F B2 R' B
R' B2 R U2 L' F B'
R' B2 R U2 L' B' F
D2 B2 R U2 L' F' B
D2 B2 R U2 L' B F'
D2 B2 R U2 B L' F'
R2 B2 L' B2 R' F B
R2 B2 L' B2 R' B F
R2 B2 L' B2 F R' B
U2 B2 L2 F L F B'
U2 B2 L2 F L B' F
U2 B2 L2 F' L F B'
U2 B2 L2 F' L B' F
U2 B2 L2 F2 L F B'
U2 B2 L2 F2 L B' F
L' B2 R F B R2 D
L' B2 R F B R2 D'
L' B2 R F B R2 D2
L' B2 R F B' R2 B2
L' B2 R F B2 R2 B'
L' B2 R F' B R2 F2
U2 B2 R L' F R' B'
L' B2 R B R' F R'
L' B2 R B R2 D F
L' B2 R B R2 D' F
L' B2 R B R2 D2 F
L' B2 R B R2 F D
L' B2 R B R2 F D'
L' B2 R B R2 F D2
L' B2 R B F R2 D
L' B2 R B F R2 D'
L' B2 R B F R2 D2
L' B2 R B F' R2 F2
L' B2 R B' R2 F B2
L' B2 R B' R2 B2 F
L B2 L' B U2 L' B'
L' B2 R B' F R2 B2
L' B2 R B2 R2 F B'
L' B2 R B2 R2 B' F
L' B2 R B2 F R2 B'
L' B2 R' U2 F' U2 F2
L' B2 R' D F D2 B2
L' B2 R' D' F D2 B2
L' B2 R' D2 F D2 B2
L' B2 R' F U2 F2 U2
L' B2 R' F D2 B2 D
L' B2 R' F D2 B2 D'
L' B2 R' F D2 B2 D2
L' B2 R' F B D2 B2
L' B2 R' F B' D2 B2
L' B2 R' F B2 D2 B2
U2 B2 R' L' B' R F
L' B2 R' B F D2 B2
L' B2 R' B' F D2 B2
L' B2 R' B2 F D2 B2
R' B2 R2 U2 L' F B
R' B2 R2 U2 L' B F
R' B2 R2 U2 B L' F
R2 B2 R' U2 L' F B
R2 B2 R' U2 L' B F
R2 B2 R' U2 B L' F
U2 B2 R2 L' F R2 B'
U2 B2 R2 L' F B' R2
U2 B2 R2 L' B' R2 F
U2 B2 R2 L' B' F R2
R B2 R U2 B' L' F
R2 B2 R2 U2 L' F B'
R2 B2 R2 U2 L' B' F
R B2 R' U2 B' L' F
R' B2 U2 L' F D2 B2
R B2 R2 U2 B' L' F
D2 B2 U2 D2 L' F B'
D2 B2 U2 D2 L' B' F
F B2 R' F' U2 L' F
L' B2 D R F B R2
L' B2 D R B R2 F
L' B2 D R B F R2
L' B2 D R' F D2 B2
L' B2 D F R B R2
D B2 U2 D' L' F B'
D B2 U2 D' L' B' F
L' B2 D' R F B R2
L' B2 D' R B R2 F
L' B2 D' R B F R2
L' B2 D' R' F D2 B2
L' B2 D' F R B R2
F' B2 U2 L' F B' L'
F' B2 U2 L' B' F L'
B' F2 U2 F2 L' F B'
B' F2 U2 F2 L' B' F
F' B2 U2 F L' F B'
F' B2 U2 F L' B' F
L' B2 D2 R F B R2
D2 B2 D2 U2 L' F B'
D2 B2 D2 U2 L' B' F
L' B2 D2 R B R2 F
L' B2 D2 R B F R2
L' B2 D2 R' F D2 B2
R B2 U2 B L' F B2
R B2 U2 B L' B2 F
B2 F2 U2 F2 L' F B'
B2 F2 U2 F2 L' B' F
R B2 U2 B' L' D F
R B2 U2 B' L' D' F
R B2 U2 B' L' D2 F
R B2 U2 B' L' F D
R B2 U2 B' L' F D'
R B2 U2 B' L' F D2
L' B2 D2 F R B R2
R B2 U2 B2 L' F B
R B2 U2 B2 L' B F
F2 B2 U2 F2 L' F B'
F2 B2 U2 F2 L' B' F
D B2 D' U2 L' F B'
D B2 D' U2 L' B' F
L' B2 F R B R2 D
L' B2 F R B R2 D'
L' B2 F R B R2 D2
L' B2 F R B' R2 B2
L' B2 F R B2 R2 B'
L' B2 F R' U2 F' U2
B F2 U2 F2 L' F B'
B F2 U2 F2 L' B' F
L' B2 F D R B R2
L' B2 F D' R B R2
L' B2 F D2 R B R2
L' B2 F' R F2 B R2
L' B2 F' R B R2 F2
R' B2 F' U2 L' F L'
L' B2 F' R B F2 R2
R' B2 F' U2 F L' F
B' F2 D2 R U2 F' B
B' F2 D2 R U2 B F'
D2 B2 F2 R U2 F' B
D2 B2 F2 R U2 B F'
U2 B2 F' L' F B' L'
U2 B2 F' L' B' F L'
B2 F2 D2 R U2 F' B
B2 F2 D2 R U2 B F'
F2 B2 D2 R U2 F' B
F2 B2 D2 R U2 B F'
B F2 D2 R U2 F' B
B F2 D2 R U2 B F'
