B' L' D2 F2
B' D2 L' F2
B' L' U2 B2 U2
B' L' D2 F2 D
B' L' D2 F2 D'
B' L' D2 F2 D2
B' L' F D2 F2
B' L' F' D2 F2
B' L' F2 D2 F2
B L' B2 D2 F2
B' L2 D2 L F2
B' L2 D2 F2 L
B2 L2 F L B
B U2 L' B2 R'
B' U2 B2 U2 L'
B' D' L' D' F2
B' D2 L F2 L2
B' D2 L' F2 D
B' D2 L' F2 D'
B' D2 L' F2 D2
B' D2 L2 F2 L
U2 B U2 L' B2
U2 B U2 B2 L'
D' B' L' D2 F2
D B' L' D2 F2
R2 B' L' F' R2
D2 B' L' D2 F2
D' B' D2 L' F2
D B' D2 L' F2
D2 B' D2 L' F2
F2 B' D2 F2 L'
B' F2 D2 F2 L'
R2 B L2 F' L R2 B2
R2 B L2 F' L B2 R2
B' D2 F2 U2 R U2 D
B' D2 F2 U2 R U2 D'
B' D2 F2 U2 R U2 D2
B' D2 F2 U2 R D U2
B' D2 F2 U2 R D' U2
B' D2 F2 U2 R D2 U2
R2 B L2 F' R2 L B2
B' D2 F2 U2 D R U2
B' D2 F2 U2 D' R U2
B' D2 F2 U2 D2 R U2
R' B R' L' F' R2 B2
R' B R' L' F' B2 R2
B' D2 F2 D U2 R U2
R' B R' L' B2 F' R2
B' D2 F2 D F2 L' F2
B' D2 F2 D' U2 R U2
B' D2 F2 D' F2 L' F2
U2 B R U2 L B2 L2
U2 B R U2 L' B2 D
U2 B R U2 L' B2 D'
U2 B R U2 L' B2 D2
B' D2 F2 D2 U2 R U2
U2 B R U2 B L' B
B' D2 F2 D2 F2 L' F2
U2 B R U2 B2 L' D
U2 B R U2 B2 L' D'
U2 B R U2 B2 L' D2
U2 B R U2 B2 D L'
U2 B R U2 B2 D' L'
U2 B R U2 B2 D2 L'
D2 B R' U2 L' R B2
D2 B R' U2 L' B2 R
D2 B R' U2 R L' B2
D2 B R' U2 R B2 L'
F D2 F B' D2 F2 L'
D2 B R' U2 B2 L' R
D2 B R' U2 B2 R L'
D' B R' U2 L' R B2
D' B R' U2 L' B2 R
U2 B R D2 F2 R U2
D' B R' U2 R L' B2
D' B R' U2 R B2 L'
D' B R' U2 B2 L' R
D' B R' U2 B2 R L'
U2 B R F2 R U2 B2
F' D2 F2 B' L D2 F2
F' D2 F2 B' D2 L F2
F' D2 F2 B' D2 F2 L
D B R U2 L' R' B2
D B R U2 R' L' B2
D B R U2 R' B2 L'
B2 D2 F2 B D2 F2 L'
R' B R' B2 L' F' R2
B D2 F2 L R U2 R'
F2 D2 F2 B' L' D2 F2
B D2 F2 L' R U2 R'
F' D2 B R' U2 R B2
F' D2 B R' U2 B2 R
F2 D2 F2 B' D2 L' F2
B2 D2 B L' U2 B2 U2
B2 D2 B L' D2 F2 D
B2 D2 B L' D2 F2 D'
B2 D2 B L' D2 F2 D2
B D2 F2 L2 R U2 R'
B2 D2 B L' F D2 F2
B2 D2 B L' F' D2 F2
B2 D2 B L' F2 D2 F2
B2 D2 B L2 D2 L F2
B2 D2 B L2 D2 F2 L
B D2 F2 R L U2 R'
B D2 F2 R L' U2 R'
B D2 F2 R L2 U2 R'
U2 B R' U2 L B2 L2
U2 B R' U2 L' B2 D
U2 B R' U2 L' B2 D'
U2 B R' U2 L' B2 D2
B D2 F2 R U2 R' D
B D2 F2 R U2 R' D'
B D2 F2 R U2 R' D2
B D2 F2 R U2 D R'
B D2 F2 R U2 D' R'
B D2 F2 R U2 D2 R'
B D2 F2 R D U2 R'
B D2 F2 R D' U2 R'
B D2 F2 R D2 U2 R'
U2 B R' U2 B L' B
U2 B R' U2 B2 L' D
U2 B R' U2 B2 L' D'
U2 B R' U2 B2 L' D2
U2 B R' U2 B2 D L'
U2 B R' U2 B2 D' L'
U2 B R' U2 B2 D2 L'
D2 B R2 U2 L' R2 B2
D2 B R2 U2 L' B2 R2
F D2 F' B' L' D2 F2
D2 B R2 U2 R2 L' B2
F2 D2 B R U2 R' B2
D2 B R2 U2 R2 B2 L'
F D2 F' B' D2 L' F2
D2 B R2 U2 B2 L' R2
D2 B R2 U2 B2 R2 L'
D' B R2 U2 L' R2 B2
D' B R2 U2 L' B2 R2
U2 B R' D2 F2 R U2
D' B R2 U2 R2 L' B2
D' B R2 U2 R2 B2 L'
B' D2 B' L F2 L2 B
B' D2 B' L F2 B L2
B' D2 B' L B L2 F2
B' D2 B' L B F2 L2
D' B R2 U2 B2 L' R2
D' B R2 U2 B2 R2 L'
B' D2 B' L' F2 D B
B' D2 B' L' F2 D' B
B' D2 B' L' F2 D2 B
B' D2 B' L' F2 B D
B' D2 B' L' F2 B D'
B' D2 B' L' F2 B D2
B' D2 B' L' B F2 D
B' D2 B' L' B F2 D'
B' D2 B' L' B F2 D2
B' D2 B' L2 F2 L B
B D2 F2 D R U2 R'
B2 D2 B U2 B2 U2 L'
U2 B R' F2 R U2 B2
B D2 F2 D' R U2 R'
B2 D2 B D' L' D' F2
B D2 F2 D2 R U2 R'
B2 D2 B D2 L F2 L2
B2 D2 B D2 L' F2 D
B2 D2 B D2 L' F2 D'
B2 D2 B D2 L' F2 D2
B2 D2 B D2 L2 F2 L
F' D2 B' L U2 B2 U2
F' D2 B' L D2 F2 D
F' D2 B' L D2 F2 D'
F' D2 B' L D2 F2 D2
F' D2 B' L F D2 F2
F' D2 B' L F' D2 F2
F' D2 B' L F2 D2 F2
D B R' U2 L' R B2
D B R' U2 L' B2 R
D B R' U2 R L' B2
D B R' U2 R B2 L'
D B R' U2 B2 L' R
D B R' U2 B2 R L'
F' D2 B' L2 D2 L' F2
B2 D2 B F2 D2 F2 L'
B2 D2 B' L' B2 D2 F2
F2 D2 B' L D2 F2 L'
U2 B R2 U2 L B2 L2
U2 B R2 U2 L' B2 D
U2 B R2 U2 L' B2 D'
U2 B R2 U2 L' B2 D2
U2 B R2 U2 B L' B
F2 D2 B' L' D2 F2 L'
U2 B R2 U2 B2 L' D
U2 B R2 U2 B2 L' D'
U2 B R2 U2 B2 L' D2
U2 B R2 U2 B2 D L'
U2 B R2 U2 B2 D' L'
U2 B R2 U2 B2 D2 L'
F2 D2 B' L2 D2 F2 L'
F' D2 B' U2 B2 R' U2
R2 B R2 L B2 L2 F
U2 B R2 D2 F2 R U2
B' D2 B2 L F2 L2 B2
L B R' U2 L2 R B
F' D2 B' D' L D' F2
B' D2 B2 L F2 B2 L2
L B R' U2 R L2 B
L B R' U2 R B L2
B' D2 B2 L B2 L2 F2
B' D2 B2 L B2 F2 L2
B' D2 B2 L' F2 B2 D
B' D2 B2 L' F2 B2 D'
B' D2 B2 L' F2 B2 D2
F' D2 B' D2 L F2 D
F' D2 B' D2 L F2 D'
F' D2 B' D2 L F2 D2
F' D2 B' D2 L' F2 L2
B' D2 B2 L' B2 F2 D
B' D2 B2 L' B2 F2 D'
B' D2 B2 L' B2 F2 D2
B2 D2 B' U2 L' B2 R'
F' D2 B' D2 F' L F'
F' D2 B' D2 F2 L D
F' D2 B' D2 F2 L D'
F' D2 B' D2 F2 L D2
F' D2 B' D2 F2 D L
F' D2 B' D2 F2 D' L
F' D2 B' D2 F2 D2 L
B' D2 B2 L2 F2 L B2
F' D2 B' F L D2 F2
U2 B R2 F2 R U2 B2
F' D2 B' F D2 L F2
F' D2 B' F D2 F2 L
F' D2 B' F' L D2 F2
U' B U B' U B' L'
F' D2 B' F' D2 L F2
F' D2 B' F' D2 F2 L
F2 D2 B' U2 R B2 U2
F' D2 B' F2 L D2 F2
F2 D2 B' U2 B2 R U2
F' D2 B' F2 D2 L F2
F' D2 B' F2 D2 F2 L
F' D2 B2 L B L F
D B R2 U2 L' R2 B2
D B R2 U2 L' B2 R2
D B R2 U2 R2 L' B2
D B R2 U2 R2 B2 L'
F2 D2 B' D2 L F2 L'
U2 B U L U L2 B2
U2 B U L U B2 L2
F2 D2 B' D2 L' F2 L'
F2 D2 B' D2 L2 F2 L'
D B R2 U2 B2 L' R2
D B R2 U2 B2 R2 L'
F' D2 B2 L2 F B L
F2 D2 B' D2 F2 L' D
F2 D2 B' D2 F2 L' D'
F2 D2 B' D2 F2 L' D2
F2 D2 B' D2 F2 D L'
F2 D2 B' D2 F2 D' L'
F2 D2 B' D2 F2 D2 L'
F' D2 B2 L2 B F L
U2 B U L2 U L B2
F2 D2 B' F2 L' D2 F2
F2 D2 B' F2 D2 L' F2
R2 B R2 B2 L2 F L
U2 B U D L2 U L
R2 B U L' F' R2 B2
R2 B U L' F' B2 R2
R2 B U L' B2 F' R2
B' F L D2 F' L' F'
B' F L F D2 F2 L'
B D2 B2 L' D2 F2 B2
B D2 B2 L' D2 B2 F2
B' F L F' L' D2 F2
D2 B U2 L' R B2 R'
B' F L F' D2 L' F2
D2 B U2 L' R' B2 R'
U2 B U' R U' L' B2
D2 B U2 L' R2 B2 R'
U2 B U' R U' B2 L'
F2 B L R U2 R' B2
D' B U2 L' R B2 R'
D2 B U2 L' B2 R' D
D2 B U2 L' B2 R' D'
D2 B U2 L' B2 R' D2
D2 B U2 L' B2 D R'
D2 B U2 L' B2 D' R'
D2 B U2 L' B2 D2 R'
D' B U2 L' R' B2 R'
D' B U2 L' R2 B2 R'
U2 B U' R' U' L' B2
U2 B U' R' U' B2 L'
D' B U2 L' B2 R' D
D' B U2 L' B2 R' D'
D' B U2 L' B2 R' D2
D' B U2 L' B2 D R'
D' B U2 L' B2 D' R'
D' B U2 L' B2 D2 R'
D2 B U2 R L' B2 R'
U2 B U' R2 U' L' B2
U2 B U' R2 U' B2 L'
F D2 B' D2 F' L' F'
R2 B U B2 L' F' R2
D' B U2 R L' B2 R'
D2 B U2 R' L' B2 R'
F D2 B' F D2 F2 L'
F D2 B' F' L' D2 F2
D' B U2 R' L' B2 R'
U2 B U' D' R2 U' L'
D2 B U2 R2 L' B2 R'
F D2 B' F' D2 L' F2
D' B U2 R2 L' B2 R'
R2 B U' L' F' R2 B2
R2 B U' L' F' B2 R2
R2 B U' L' B2 F' R2
B D2 B2 D2 L' F2 B2
B D2 B2 D2 L' B2 F2
U2 B U' B U' L' B
U2 B U' B U' B L'
B D2 B2 D2 B2 L' F2
U2 B U' B' U' B' L'
U2 B U2 L B L2 B
U2 B U2 L B2 L2 D
U2 B U2 L B2 L2 D'
U2 B U2 L B2 L2 D2
U2 B U2 L' R' B2 R
U2 B U2 L' R2 B2 R2
B' F L' D2 F' L' F'
U2 B U2 L' B D B
U2 B U2 L' B D' B
U2 B U2 L' B D2 B
U2 B U2 L' B' D B'
U2 B U2 L' B' D' B'
U2 B U2 L' B' D2 B'
B' F L' F D2 F2 L'
B' F L' F' L' D2 F2
F2 B L B2 D2 F2 L'
B' F L' F' D2 L' F2
F2 B L' R U2 R' B2
U2 B U2 R' L' B2 R
U2 B U2 R' B2 L' R
U2 B U2 R' B2 R L'
U2 B U2 R2 L' B2 R2
U2 B U2 R2 B2 L' R2
U2 B U2 R2 B2 R2 L'
R2 B U' B2 L' F' R2
U2 B U2 D' L' D B2
U2 B U2 D2 L' D2 B2
R2 B U2 L' F' R2 B2
R2 B U2 L' F' B2 R2
R2 B U2 L' B2 F' R2
D B U2 L' R B2 R'
D B U2 L' R' B2 R'
D B U2 L' R2 B2 R'
B2 F L' F' L' F B
B2 F L' F' L' B F
D B U2 L' B2 R' D
D B U2 L' B2 R' D'
D B U2 L' B2 R' D2
U2 B U2 B L B L2
D B U2 L' B2 D R'
D B U2 L' B2 D' R'
D B U2 L' B2 D2 R'
U2 B U2 B L' D B
U2 B U2 B L' D' B
U2 B U2 B L' D2 B
U2 B U2 B L' B D
U2 B U2 B L' B D'
U2 B U2 B L' B D2
B2 F L' F' B L' F
U2 B U2 B D L' B
U2 B U2 B D B L'
U2 B U2 B D' L' B
U2 B U2 B D' B L'
U2 B U2 B D2 L' B
U2 B U2 B D2 B L'
D B U2 R L' B2 R'
U2 B U2 B' D B' L'
U2 B U2 B' D' B' L'
U2 B U2 B' D2 B' L'
U2 B U2 B2 L2 D L
U2 B U2 B2 L2 D' L
U2 B U2 B2 L2 D2 L
D B U2 R' L' B2 R'
B2 F L' B F' L' F
U2 B U2 B2 D L' D
U2 B U2 B2 D L' D'
U2 B U2 B2 D L' D2
U2 B U2 B2 D' L' D
U2 B U2 B2 D' L' D'
U2 B U2 B2 D' L' D2
U2 B U2 B2 D2 L' D
U2 B U2 B2 D2 L' D'
U2 B U2 B2 D2 L' D2
D B U2 R2 L' B2 R'
B' F L2 D2 F' L' F'
B' F L2 F D2 F2 L'
B' F L2 F' L' D2 F2
F2 B L' B2 D2 F2 L'
B' F L2 F' D2 L' F2
F2 B L2 R U2 R' B2
R2 B U2 B2 L' F' R2
U2 B D U L2 U L
U B U2 L' B2 D' R2
B2 F L2 F' L' F2 B
B2 F L2 F' L' B F2
B2 F L2 F' B L' F2
B2 F L2 B F' L' F2
F2 B L2 B2 D2 F2 L'
U B U2 B2 L' D' R2
F2 B R L U2 R' B2
U B U2 B2 D' L' R2
U B U2 B2 D' R2 L'
F2 B R L' U2 R' B2
F2 B R L2 U2 R' B2
U2 B D' U' R2 U' L'
U2 B D' U2 L' D B2
F2 B R U2 R B2 R2
F2 B R U2 R' B2 D
F2 B R U2 R' B2 D'
F2 B R U2 R' B2 D2
F2 B R U2 R2 B2 R
F2 B R D2 F2 U2 R'
F2 B R F U2 R' B2
D2 B D2 F2 R U2 R'
F2 B R F' U2 R' B2
D' B D2 F2 R U2 R'
F2 B R F2 U2 R' B2
U2 B D2 R F2 R U2
U2 B D2 R' F2 R U2
U2 B D2 R2 F2 R U2
U2 B D2 U2 L' D2 B2
U2 B D2 F2 R U2 D
U2 B D2 F2 R U2 D'
U2 B D2 F2 R U2 D2
U2 B D2 F2 R D U2
U2 B D2 F2 R D' U2
U2 B D2 F2 R D2 U2
U2 B D2 F2 D R U2
U2 B D2 F2 D' R U2
U2 B D2 F2 D2 R U2
D B D2 F2 R U2 R'
F2 B R2 U2 B2 L R2
F2 B R2 U2 B2 R2 L
U2 B F U2 B L B
D2 B F2 R U2 R' B2
D' B F2 R U2 R' B2
R' B' L R' F' L2 R2
R' B' L R' F' R2 L2
U2 B F2 R U2 B2 D
U2 B F2 R U2 B2 D'
U2 B F2 R U2 B2 D2
U2 B F2 R D2 F2 U2
U2 B F2 R F U2 B2
U2 B F2 R F' U2 B2
U2 B F2 R F2 U2 B2
D2 B' L U2 B2 U2 L2
U2 B F2 R2 U2 B2 L
D' B' L U2 B2 U2 L2
D2 B' L D2 F2 D2 L2
D2 B' L F L2 D2 F2
D' B' L D2 F2 D2 L2
D2 B' L F' L2 D2 F2
D' B' L F L2 D2 F2
D2 B' L F2 L2 D2 F2
D' B' L F' L2 D2 F2
L' B' L D2 B' L' F2
D' B' L F2 L2 D2 F2
U2 B F2 D2 R F2 U2
D2 B' L B' L2 F B
D2 B' L B' L2 B F
U2 B F2 D2 F2 U2 L'
D B F2 R U2 R' B2
R2 B F2 R2 F B2 L
D' B' L B' L2 F B
D' B' L B' L2 B F
R2 B F2 R2 B2 F L
R' B' L' R U2 B U2
D2 B' L' R D2 R' F2
D2 B' L' R D2 F2 R'
R' B' L' R' F R2 F2
D2 B' L' R' D2 R F2
R' B' L' R' F' R2 D
R' B' L' R' F' R2 D'
R' B' L' R' F' R2 D2
R' B' L' R' F2 R2 F
L' B' L B' L2 F L
D' B' L' R D2 R' F2
D' B' L' R D2 F2 R'
D' B' L' R' D2 R F2
D2 B' L' U D L2 U'
D2 B' L' U' D' R2 U
D' B' L' U D L2 U'
D' B' L' U' D' R2 U
D2 B' L' U2 B2 U2 D
D2 B' L' U2 B2 U2 D'
D2 B' L' U2 B2 U2 D2
D2 B' L' U2 B2 D U2
D2 B' L' U2 B2 D' U2
D2 B' L' U2 B2 D2 U2
R' B' L' D R' F' R2
D2 B' L' D U L2 U'
D2 B' L' D F D F2
D2 B' L' D F' D F2
D2 B' L' D F2 D F2
R' B' L' D' R' F' R2
D' B' L' U2 B2 U2 D
D' B' L' U2 B2 U2 D'
D' B' L' U2 B2 U2 D2
D' B' L' U2 B2 D U2
D' B' L' U2 B2 D' U2
D' B' L' U2 B2 D2 U2
D2 B' L' D' U' R2 U
D2 B' L' D' F D' F2
D2 B' L' D' F' D' F2
D' B' L' D U L2 U'
D2 B' L' D' F2 D' F2
D' B' L' D F D F2
D' B' L' D F' D F2
D2 B' L' D2 L' F2 L
D' B' L' D F2 D F2
R' B' L' D2 R' F' R2
D2 B' L' D2 L2 F2 L2
D2 B' L' D2 R F2 R'
D2 B' L' D2 R2 F2 R2
D2 B' L' D2 F D F
D2 B' L' D2 F D' F
D2 B' L' D2 F D2 F
D2 B' L' D2 F' D F'
D2 B' L' D2 F' D' F'
D2 B' L' D2 F' D2 F'
D' B' L' D' U' R2 U
D' B' L' D' F D' F2
D' B' L' D' F' D' F2
D' B' L' D' F2 D' F2
R' B' L' F R' F' R
D' B' L' D2 L' F2 L
D' B' L' D2 L2 F2 L2
D' B' L' D2 R F2 R'
D2 B' L' F U2 B2 U2
D' B' L' D2 R2 F2 R2
D2 B' L' F D2 F2 D
D2 B' L' F D2 F2 D'
D2 B' L' F D2 F2 D2
D' B' L' D2 F D F
D' B' L' D2 F D' F
D' B' L' D2 F D2 F
D' B' L' D2 F' D F'
D' B' L' D2 F' D' F'
D' B' L' D2 F' D2 F'
D2 B' L' F' U2 B2 U2
D2 B' L' F' D2 F2 D
D2 B' L' F' D2 F2 D'
D2 B' L' F' D2 F2 D2
D' B' L' F U2 B2 U2
D' B' L' F D2 F2 D
D' B' L' F D2 F2 D'
D' B' L' F D2 F2 D2
D2 B' L' F2 U2 B2 U2
D2 B' L' F2 D2 F2 D
D2 B' L' F2 D2 F2 D'
D2 B' L' F2 D2 F2 D2
D' B' L' F' U2 B2 U2
B' F U2 B' R' B' U2
D' B' L' F' D2 F2 D
D' B' L' F' D2 F2 D'
D' B' L' F' D2 F2 D2
D' B' L' F2 U2 B2 U2
D' B' L' F2 D2 F2 D
D' B' L' F2 D2 F2 D'
D' B' L' F2 D2 F2 D2
D B' L U2 B2 U2 L2
R2 B' L F L2 R2 F2
R2 B' L F L2 F2 R2
R2 B' L F R2 L2 F2
R2 B' L F R2 F2 L2
R2 B' L F' L2 R2 D
R2 B' L F' L2 R2 D'
R2 B' L F' L2 R2 D2
R2 B' L F' R2 L2 D
R2 B' L F' R2 L2 D'
R2 B' L F' R2 L2 D2
R' B' L2 R' F' L R2
R' B' L2 R' F' R2 L
D B' L D2 F2 D2 L2
R2 B' L F2 R2 F L2
D B' L F L2 D2 F2
U2 B' L' U2 L B2 U2
D B' L F' L2 D2 F2
U2 B' L' U2 B2 U2 R'
D B' L F2 L2 D2 F2
D2 B' L2 U2 B2 R' U2
B2 F U2 B' R' U2 B2
B2 F U2 B' U2 B2 L
D B' L B' L2 F B
D B' L B' L2 B F
D2 B' L2 D' L D' F2
D' B' L2 U2 B2 R' U2
D2 B' L2 D2 L F2 D
D2 B' L2 D2 L F2 D'
D2 B' L2 D2 L F2 D2
D2 B' L2 D2 L' F2 L2
R2 B' L' R2 U2 B U2
B' F D F D F2 L'
D' B' L2 D' L D' F2
D2 B' L2 D2 F' L F'
D2 B' L2 D2 F2 L D
D2 B' L2 D2 F2 L D'
D2 B' L2 D2 F2 L D2
D2 B' L2 D2 F2 D L
D2 B' L2 D2 F2 D' L
D2 B' L2 D2 F2 D2 L
D2 B' L2 F L D2 F2
D B' L' R D2 R' F2
D B' L' R D2 F2 R'
B' F D F' D L' F2
D' B' L2 D2 L F2 D
D' B' L2 D2 L F2 D'
D' B' L2 D2 L F2 D2
D' B' L2 D2 L' F2 L2
D2 B' L2 F D2 L F2
D2 B' L2 F D2 F2 L
D B' L' R' D2 R F2
D2 B' L2 F' L D2 F2
D' B' L2 D2 F' L F'
D' B' L2 D2 F2 L D
D' B' L2 D2 F2 L D'
D' B' L2 D2 F2 L D2
D' B' L2 D2 F2 D L
D' B' L2 D2 F2 D' L
D' B' L2 D2 F2 D2 L
D' B' L2 F L D2 F2
D2 B' L2 F' D2 L F2
D2 B' L2 F' D2 F2 L
D2 B' L2 F2 L D2 F2
D' B' L2 F D2 L F2
D' B' L2 F D2 F2 L
D' B' L2 F' L D2 F2
D B' L' U D L2 U'
D2 B' L2 F2 D2 L F2
D2 B' L2 F2 D2 F2 L
D' B' L2 F' D2 L F2
D' B' L2 F' D2 F2 L
D' B' L2 F2 L D2 F2
R2 B' L' D F' D' R2
D B' L' U' D' R2 U
D' B' L2 F2 D2 L F2
D' B' L2 F2 D2 F2 L
D B' L' U2 B2 U2 D
D B' L' U2 B2 U2 D'
D B' L' U2 B2 U2 D2
D B' L' U2 B2 D U2
D B' L' U2 B2 D' U2
D B' L' U2 B2 D2 U2
R2 B' L' D2 F' D2 R2
D B' L' D U L2 U'
D B' L' D F D F2
D B' L' D F' D F2
D B' L' D F2 D F2
R2 B' L' F R' F2 R'
R2 B' L' F R2 F2 D
R2 B' L' F R2 F2 D'
R2 B' L' F R2 F2 D2
D B' L' D' U' R2 U
D B' L' D' F D' F2
D B' L' D' F' D' F2
D B' L' D' F2 D' F2
R' B' R L' U2 B U2
R2 B' L' F' R D R
R2 B' L' F' R D' R
R2 B' L' F' R D2 R
R2 B' L' F' R' D R'
R2 B' L' F' R' D' R'
R2 B' L' F' R' D2 R'
D2 B' R L' D2 R' F2
D2 B' R L' D2 F2 R'
D B' L' D2 L' F2 L
D B' L' D2 L2 F2 L2
D B' L' D2 R F2 R'
D B' L' D2 R2 F2 R2
R2 B' L' F' B R2 B'
D B' L' D2 F D F
R2 B' L' F' B2 R2 B2
D B' L' D2 F D' F
D B' L' D2 F D2 F
D B' L' D2 F' D F'
D B' L' D2 F' D' F'
D B' L' D2 F' D2 F'
R2 B' L' F2 R' F R'
R2 B' L' F2 R2 D F
R2 B' L' F2 R2 D' F
R2 B' L' F2 R2 D2 F
R2 B' L' F2 R2 F D
R2 B' L' F2 R2 F D'
R2 B' L' F2 R2 F D2
D B' L' F U2 B2 U2
D' B' R L' D2 R' F2
D' B' R L' D2 F2 R'
D B' L' F D2 F2 D
D B' L' F D2 F2 D'
D B' L' F D2 F2 D2
R2 B' L' B F' R2 B'
D B' L' F' U2 B2 U2
D B' L' F' D2 F2 D
D B' L' F' D2 F2 D'
D B' L' F' D2 F2 D2
D B' L' F2 U2 B2 U2
D B' L' F2 D2 F2 D
D B' L' F2 D2 F2 D'
D B' L' F2 D2 F2 D2
R' B' R U2 B U2 L'
R2 B' L' B2 F' R2 B2
U2 B' L2 D2 L R2 F2
U2 B' L2 D2 L F2 R2
U2 B' L2 D2 R2 L F2
U2 B' L2 D2 R2 F2 L
U2 B' L2 D2 F2 L R2
U2 B' L2 D2 F2 R2 L
D2 B' R D2 L' R' F2
D2 B' R D2 L' F2 R'
D2 B' R D2 R' L' F2
B' F D' F D' F2 L'
B' F D' F' L' D' F2
B' F D' F' D' L' F2
D' B' R D2 L' R' F2
D' B' R D2 L' F2 R'
D' B' R D2 R' L' F2
L' B' R D2 R' F2 B
L' B' R D2 R' B F2
R B' L' R D2 F' R
L' B' R D2 F2 R' B
L B' L' D2 B' L' F2
U B' L' D2 F2 D R2
D B' L2 U2 B2 R' U2
B' F D2 L F' L' F'
R2 B' L2 F L R2 F2
R2 B' L2 F L F2 R2
R2 B' L2 F R2 L F2
R2 B' L2 F R2 F2 L
D B' L2 D' L D' F2
R' B' R' L F' L2 R2
R' B' R' L F' R2 L2
B' F D2 L' F' L' F'
R2 B' L2 F' L R2 D
R2 B' L2 F' L R2 D'
R2 B' L2 F' L R2 D2
D2 B' R' L' D2 R F2
R' B' R' L' F R2 F2
R2 B' L2 F' R2 L D
R2 B' L2 F' R2 L D'
R2 B' L2 F' R2 L D2
R2 B' L2 F' R2 D L
R' B' R' L' F' R2 D
R' B' R' L' F' R2 D'
R' B' R' L' F' R2 D2
R2 B' L2 F' R2 D' L
R2 B' L2 F' R2 D2 L
R' B' R' L' F2 R2 F
D B' L2 D2 L F2 D
D B' L2 D2 L F2 D'
D B' L2 D2 L F2 D2
D B' L2 D2 L' F2 L2
L B' L' B' L2 F L
B' F D2 L2 F' L' F'
R' B' R' L2 F' L R2
R' B' R' L2 F' R2 L
D B' L2 D2 F' L F'
D B' L2 D2 F2 L D
D B' L2 D2 F2 L D'
D B' L2 D2 F2 L D2
D B' L2 D2 F2 D L
D B' L2 D2 F2 D' L
D B' L2 D2 F2 D2 L
R2 B' L2 F2 R2 F L
D B' L2 F L D2 F2
D' B' R' L' D2 R F2
D B' L2 F D2 L F2
D B' L2 F D2 F2 L
D B' L2 F' L D2 F2
D B' L2 F' D2 L F2
D B' L2 F' D2 F2 L
D B' L2 F2 L D2 F2
D B' L2 F2 D2 L F2
D B' L2 F2 D2 F2 L
D2 B' R' D2 L' R F2
D2 B' R' D2 R L' F2
B' F D2 F' L F' L2
B' F D2 F' L' D F'
B' F D2 F' L' D' F'
B' F D2 F' L' D2 F'
B' F D2 F' L' F' D
B' F D2 F' L' F' D'
B' F D2 F' L' F' D2
B' F D2 F' L2 F' L
B' F D2 F' D L' F'
B' F D2 F' D' L' F'
B' F D2 F' D2 L' F'
D' B' R' D2 L' R F2
D' B' R' D2 R L' F2
D B' R L' D2 R' F2
D B' R L' D2 F2 R'
U2 B' R B2 U2 L' B2
U2 B' R B2 U2 B2 L'
F2 B D2 R F2 U2 R'
D B' R D2 L' R' F2
D B' R D2 L' F2 R'
D B' R D2 R' L' F2
R' B' R2 D2 L' R' F
R' B' R2 D2 L' F R'
R' B' R2 D2 R' L' F
D2 B' R2 D2 L' F2 R
B' F' L F L' D2 F2
B' F' L F D2 L' F2
B' F' L F' D2 F2 L'
D' B' R2 D2 L' F2 R
D B' R' L' D2 R F2
R B' R L' D2 F' R
U2 B' R' B2 U2 L' B2
U2 B' R' B2 U2 B2 L'
F' B' L F L' D2 F2
R2 B' R' D2 L' R' F
R2 B' R' D2 L' F R'
R2 B' R' D2 R' L' F
F' B' L F D2 L' F2
F2 B' L U2 R B2 U2
F2 B' L U2 B2 R U2
F' B' L F' D2 F2 L'
D B' R' D2 L' R F2
D B' R' D2 R L' F2
F2 B' L D2 L F2 L'
F2 B' L D2 L' F2 L'
F2 B' L D2 L2 F2 L'
F2 B' L D2 F2 L' D
F2 B' L D2 F2 L' D'
F2 B' L D2 F2 L' D2
F2 B' L D2 F2 D L'
F2 B' L D2 F2 D' L'
F2 B' L D2 F2 D2 L'
R B' R D2 L' F' R
B2 F' L B L F L'
F2 B' L F2 L' D2 F2
D2 B' U D L2 U' L
F2 B' L F2 D2 L' F2
R2 B' R2 L' U2 B U2
B' F' L' F L' D2 F2
D' B' U D L2 U' L
B' F' L' F D2 L' F2
B' F' L' F' D2 F2 L'
R2 B' R2 U2 B U2 L'
U2 B' R2 B2 U2 L' B2
U2 B' R2 B2 U2 B2 L'
F' B' L' F L' D2 F2
F' B' L' F D2 L' F2
F2 B' L' U2 R B2 U2
F2 B' L' U2 B2 R U2
F' B' L' F' D2 F2 L'
D B' R2 D2 L' F2 R
B2 F' L' F L' F B
B2 F' L' F L' B F
F2 B' L' D2 L F2 L'
F2 B' L' D2 L' F2 L'
B2 F' L' F B L' F
F2 B' L' D2 L2 F2 L'
F2 B' L' D2 F2 L' D
F2 B' L' D2 F2 L' D'
F2 B' L' D2 F2 L' D2
F2 B' L' D2 F2 D L'
F2 B' L' D2 F2 D' L'
F2 B' L' D2 F2 D2 L'
B2 F' L' B L' F L'
B2 F' L' B F L' F
F2 B' L' F2 L' D2 F2
F2 B' L' F2 D2 L' F2
D2 B' U' D' R2 U L'
B' F' L2 F L' D2 F2
B' F' L2 F D2 L' F2
D' B' U' D' R2 U L'
F B' L D2 F' L' F'
B' F' L2 F' D2 F2 L'
F B' L F D2 F2 L'
