B' R U2 B'
R B' U2 B'
B' R U2 D B'
B' R U2 D' B'
B' R U2 D2 B'
B' R U2 B' D
B' R U2 B' D'
B' R U2 B' D2
B' R D U2 B'
B' R D' U2 B'
B' R D2 U2 B'
B' R F U2 B'
B' R F' U2 B'
B' R F2 U2 B'
D2 R F2 B' U2
D2 R B' F2 U2
R D2 F2 B' U2
R D2 B' F2 U2
B' D R U2 B'
R F B' U2 B'
B' D' R U2 B'
R F' B' U2 B'
B' D2 R U2 B'
D2 F2 B' U2 L'
R F2 B' U2 B'
R' B' R2 U2 B'
R2 B' U2 B' L
D2 B' R F2 U2
F2 B' U2 B' L'
R B' U2 D B'
R B' U2 D' B'
R B' U2 D2 B'
R B' U2 B' D
R B' U2 B' D'
R B' U2 B' D2
R B' D U2 B'
R B' D' U2 B'
R B' D' U2 B'
D2 B' F2 U2 L'
R B' D2 U2 B'
R B' F U2 B'
R B' F' U2 B'
R B' F2 U2 B'
B' F2 U2 B' L'
B' D' R F U2 B' D'
B' D' R F U2 B' D2
B' D' R F D U2 B'
B' D' R F D' U2 B'
B' D' R F D2 U2 B'
B' D' R F' U2 D B'
B' D' R F' U2 D' B'
B' D' R F' U2 D2 B'
B' D' R F' U2 B' D
B' D' R F' U2 B' D'
B' D' R F' U2 B' D2
B' D' R F' D U2 B'
R F' U2 B2 R2 F' R2
B' D' R F' D' U2 B'
B' D' R F' D2 U2 B'
R F' U2 B2 U2 B U2
B' D' R F2 U2 D B'
B' D' R F2 U2 D' B'
B' D' R F2 U2 D2 B'
B' D' R F2 U2 B' D
B' D' R F2 U2 B' D'
B' D' R F2 U2 B' D2
B' D' R F2 D U2 B'
B' D' R F2 D' U2 B'
B' D' R F2 D2 U2 B'
R' F' D2 F2 U2 L2 F
R F' D U L2 U F
D2 F' D2 F' B' U2 L'
R' F' D2 F2 B' U2 L2
R' F' D2 B' F2 U2 L2
B' D' R' U2 D2 B' L2
B' D' R' U2 B' D2 L2
D2 F' D2 B' F' U2 L'
B' D' R' D2 U2 B' L2
B' D' R' F R2 U2 B'
R F' D B' U L2 U
R F' D B' U2 D' B2
R F' D B' D F2 U2
R F' D B' D' U2 B2
B' D' R' F' R2 U2 B'
B' D' R' F2 R2 U2 B'
R' F' B R2 F' B2 U2
R' F' B R2 B2 F' U2
R2 F' D2 R' F2 B' U2
R2 F' D2 R' B' F2 U2
B' D' R2 U2 B2 L B
B' D' R2 D R' U2 B'
R2 F' D2 F2 R' B' U2
B' D' R2 D' R' U2 B'
B' D' R2 D2 R' U2 B'
B' D' R2 F R' U2 B'
R' F' B' R2 U2 D B'
R' F' B' R2 U2 D' B'
R' F' B' R2 U2 D2 B'
R' F' B' R2 U2 B' D
R' F' B' R2 U2 B' D'
R' F' B' R2 U2 B' D2
R' F' B' R2 D U2 B'
R' F' B' R2 D' U2 B'
R' F' B' R2 D2 U2 B'
R' F' B' R2 F U2 B'
R' F' B' R2 F' U2 B'
R' F' B' R2 F2 U2 B'
R F' D' B' U' R2 U'
D2 F' B' R2 U2 B L
R F' D' B' U2 D B2
B' D' R2 F' R' U2 B'
R F' D' B' D U2 B2
R F' D' B' D' F2 U2
B' D' R2 F2 R' U2 B'
R' F' B' U2 D2 B' L2
R' F' B' U2 B' D2 L2
D2 F' B' D F' U2 L'
D2 F' B' D' F' U2 L'
R' F' B' D2 U2 B' L2
D2 F' B' D2 F' U2 L'
R F' D2 F2 D B' U2
R F' D2 F2 D' B' U2
R F' D2 F2 D2 B' U2
R F' D2 F2 B' U2 D
R F' D2 F2 B' U2 D'
R F' D2 F2 B' U2 D2
R F' D2 F2 B' D U2
R F' D2 F2 B' D' U2
R F' D2 F2 B' D2 U2
B' D' U F2 U B' L'
L' F' B2 R' F' L' F
R F' D2 B' U2 D2 B2
R F' D2 B' D2 U2 B2
R F' D2 B' F2 U2 D
R F' D2 B' F2 U2 D'
R F' D2 B' F2 U2 D2
R F' D2 B' F2 D U2
R F' D2 B' F2 D' U2
R F' D2 B' F2 D2 U2
R2 F' B' R U2 B' L
R2 F' B' R' U2 B' L
R2 F' B' R2 U2 B' L
R2 F' B' U2 B' L D
R2 F' B' U2 B' L D'
R2 F' B' U2 B' L D2
R2 F' B' U2 B' D L
R2 F' B' U2 B' D' L
R2 F' B' U2 B' D2 L
U2 F' B2 R2 F' L' R2
U2 F' B2 R2 F' R2 L'
R F' B U2 D2 F2 B
R F' B U2 D2 B F2
L' F2 L U2 L2 F B2
L' F2 L U2 L2 B2 F
U2 F' B2 U2 B U2 L
R F' B D2 U2 F2 B
R F' B D2 U2 B F2
R F' B' L2 F L2 U2
L' F2 L B' U2 B' L2
R F' B' U' R U' B'
R F' B' U' R' U' B'
R F' B' U' R2 U' B'
R F' B' U2 R' B' R
R F' B' U2 R2 B' R2
R F' B' U2 D B' D
R F' B' U2 D B' D'
R F' B' U2 D B' D2
R F' B' U2 D' B' D
R F' B' U2 D' B' D'
R F' B' U2 D' B' D2
R F' B' U2 D2 B' D
R F' B' U2 D2 B' D'
R F' B' U2 D2 B' D2
R F' B' U2 B2 D B
R F' B' U2 B2 D' B
R F' B' U2 B2 D2 B
B' D' U2 F2 B' L' F2
R F' B' D U2 B' D
R F' B' D U2 B' D'
R F' B' D U2 B' D2
R F' B' D F U2 B'
R F' B' D F' U2 B'
R F' B' D F2 U2 B'
R F' B' D' U2 B' D
R F' B' D' U2 B' D'
R F' B' D' U2 B' D2
R F' B' D' F U2 B'
R F' B' D' F' U2 B'
R F' B' D' F2 U2 B'
B' D' U2 B' U2 R U2
B' D' U2 B' F2 L' F2
R F' B' D2 U2 B' D
R F' B' D2 U2 B' D'
R F' B' D2 U2 B' D2
R F' B' D2 F U2 B'
R F' B' D2 F' U2 B'
R F' B' D2 F2 U2 B'
L2 F2 L F' B2 L2 R'
L2 F2 L F' B2 R' L2
U2 F2 L B2 L F L
L2 F2 L B2 L2 F' R'
B2 D' U2 B R U2 R'
L2 F2 L B2 F' L2 R'
L2 F2 L B2 F' R' L2
L' F2 L' F B2 D2 R2
U F' B2 D' R2 F' L'
L F2 L R F L2 B2
L F2 L R F B2 L2
L F2 L R B2 F L2
B' D' F U2 D2 B' L
L' F2 L' B2 D2 R2 F
L' F2 L' B2 D2 F R2
L' F2 L' B2 F D2 R2
R F' B2 D B U2 B'
R F' B2 D' B U2 B'
B' D' F D2 U2 B' L
R F' B2 D2 B U2 B'
L2 F2 L' F2 R F B2
L2 F2 L' F2 R B2 F
L2 F2 L' F2 B2 R F
U2 F2 L' B2 L' F L
B D' U2 B D' F2 L'
L2 F2 L' B2 F2 R F
L F2 L B2 R F L2
B' D' F' U2 B L B2
L2 F2 L2 U2 L F' B2
L2 F2 L2 U2 L B2 F'
L F2 L' R' B2 R2 F'
L2 F2 L2 U2 F' L B2
D2 F2 R U2 L2 F L
U2 F2 L2 F L B2 D
U2 F2 L2 F L B2 D'
U2 F2 L2 F L B2 D2
U2 F2 L2 F L' B2 L2
U2 F2 L2 F L2 B2 L'
D2 F2 R D B' U2 L'
U2 F2 L2 F' L F2 B2
U2 F2 L2 F' L B2 F2
D2 F2 R D' B' U2 L'
U2 F2 L2 F2 L F' B2
U2 F2 L2 F2 L B2 F'
D2 F2 R D2 B' U2 L'
B' D' F2 R U2 B' L'
B' D' F2 R' U2 B' L'
R' F2 R B' R U2 B'
B' D' F2 R2 U2 B' L'
D2 F2 R B' R U2 L'
D2 F2 R B' R' U2 L'
D2 F2 R B' R2 U2 L'
D2 F2 R B' U2 L' D
D2 F2 R B' U2 L' D'
D2 F2 R B' U2 L' D2
D2 F2 R B' U2 D L'
D2 F2 R B' U2 D' L'
D2 F2 R B' U2 D2 L'
D2 F2 R B' D U2 L'
D2 F2 R B' D' U2 L'
D2 F2 R B' D2 U2 L'
L F2 L' B2 R2 F' R'
B' D' F2 U2 D B' L'
B' D' F2 U2 D' B' L'
B' D' F2 U2 D2 B' L'
B' D' F2 U2 B L' B2
B' D' F2 U2 B' L' D
B' D' F2 U2 B' L' D'
B' D' F2 U2 B' L' D2
B' D' F2 U2 B' D L'
B' D' F2 U2 B' D' L'
B' D' F2 U2 B' D2 L'
B' D' F2 U2 B2 L' B
L' F2 R B2 L' R' F
L' F2 R B2 L' F R'
L' F2 R B2 R' L' F
B' D' F2 D U2 B' L'
U F2 L2 U F L B2
B' D' F2 D' U2 B' L'
B' D' F2 D2 U2 B' L'
D2 F2 R' U2 L2 F L
D2 F2 R' D B' U2 L'
D2 F2 R' D' B' U2 L'
D2 F2 R' D2 B' U2 L'
B' D' B R B' U2 B'
B2 D' F2 B U2 B' L'
R' F2 R' B' U2 B' L
D2 F2 R' B' R U2 L'
D2 F2 R' B' R' U2 L'
D2 F2 R' B' R2 U2 L'
D2 F2 R' B' U2 L' D
D2 F2 R' B' U2 L' D'
D2 F2 R' B' U2 L' D2
D2 F2 R' B' U2 D L'
D2 F2 R' B' U2 D' L'
D2 F2 R' B' U2 D2 L'
D2 F2 R' B' D U2 L'
D2 F2 R' B' D' U2 L'
D2 F2 R' B' D2 U2 L'
L F2 R L F L2 B2
L F2 R L F B2 L2
L F2 R L B2 F L2
L' F2 R' B2 L' R' F
L' F2 R' B2 L' F R'
L' F2 R' B2 R' L' F
R2 F2 R B' R2 U2 B'
B2 D' B R U2 D B'
B2 D' B R U2 D' B'
B2 D' B R U2 D2 B'
B2 D' B R U2 B' D
B2 D' B R U2 B' D'
B2 D' B R U2 B' D2
B2 D' B R D U2 B'
B2 D' B R D' U2 B'
B2 D' B R D2 U2 B'
B2 D' B R F U2 B'
B2 D' B R F' U2 B'
B2 D' B R F2 U2 B'
D2 F2 R2 U2 L2 F L
D2 F2 R2 D B' U2 L'
D2 F2 R2 D' B' U2 L'
R' F2 R2 D2 F2 B' U2
R' F2 R2 D2 B' F2 U2
D2 F2 R2 D2 B' U2 L'
R' F2 R2 F B' U2 B'
B2 D' B D R U2 B'
R' F2 R2 F' B' U2 B'
B2 D' B D' R U2 B'
R' F2 R2 F2 B' U2 B'
B2 D' B D2 R U2 B'
R2 F2 R' D2 F2 B' U2
R2 F2 R' D2 B' F2 U2
R' F2 R2 B' U2 D B'
R' F2 R2 B' U2 D' B'
R' F2 R2 B' U2 D2 B'
R' F2 R2 B' U2 B' D
R' F2 R2 B' U2 B' D'
R' F2 R2 B' U2 B' D2
R' F2 R2 B' D U2 B'
R' F2 R2 B' D' U2 B'
R' F2 R2 B' D2 U2 B'
R' F2 R2 B' F U2 B'
R' F2 R2 B' F' U2 B'
R' F2 R2 B' F2 U2 B'
D2 F2 R2 B' R U2 L'
D2 F2 R2 B' R' U2 L'
D2 F2 R2 B' R2 U2 L'
R2 F2 R' F B' U2 B'
D2 F2 R2 B' U2 L' D
D2 F2 R2 B' U2 L' D'
D2 F2 R2 B' U2 L' D2
D2 F2 R2 B' U2 D L'
D2 F2 R2 B' U2 D' L'
D2 F2 R2 B' U2 D2 L'
D2 F2 R2 B' D U2 L'
D2 F2 R2 B' D' U2 L'
D2 F2 R2 B' D2 U2 L'
B2 D' B F2 U2 B' L'
R2 F2 R' F' B' U2 B'
L F2 R B2 L F L2
R2 F2 R' F2 B' U2 B'
L' F2 R2 B2 L' R' F
L' F2 R2 B2 L' F R'
L' F2 R2 B2 R' L' F
R2 F2 R' B' U2 D B'
R2 F2 R' B' U2 D' B'
R2 F2 R' B' U2 D2 B'
R2 F2 R' B' U2 B' D
R2 F2 R' B' U2 B' D'
R2 F2 R' B' U2 B' D2
R2 F2 R' B' D U2 B'
R2 F2 R' B' D' U2 B'
R2 F2 R' B' D2 U2 B'
R2 F2 R' B' F U2 B'
R2 F2 R' B' F' U2 B'
L F2 R' L' B2 R2 F'
R2 F2 R' B' F2 U2 B'
R F2 R B' U2 B' L
F2 D' B' U' R2 U' L'
F2 D' B' U2 L' D B2
F2 D' B' U2 D L' B2
F2 D' B' U2 D B2 L'
U2 F2 R2 B2 L' R2 F'
F2 D' B' D U2 L' B2
F2 D' B' D U2 B2 L'
U2 F2 R2 B2 R2 L' F'
F2 D' B' D' F2 R U2
R2 F2 R2 B' R U2 B'
L' F2 U B2 L' R' F
L' F2 U B2 L' F R'
L' F2 U B2 R' L' F
D2 F2 U' L2 U' F L
B2 D' B2 R B' U2 B'
R F2 R' B' R U2 B'
D F2 U L2 U F L
L' F2 U' B2 L' R' F
L' F2 U' B2 L' F R'
L' F2 U' B2 R' L' F
D2 F2 U2 L2 D F L
D2 F2 U2 L2 D' F L
D2 F2 U2 L2 D2 F L
D2 F2 U2 L2 F L D
D2 F2 U2 L2 F L D'
D2 F2 U2 L2 F L D2
D2 F2 U2 L2 F D L
D2 F2 U2 L2 F D' L
D2 F2 U2 L2 F D2 L
D2 F2 U2 L2 F' L F2
D2 F2 U2 L2 F2 L F'
U F2 U L2 F L B2
R F2 R2 B' R2 U2 B'
D2 F2 U2 D L2 F L
D2 F2 U2 D' L2 F L
R F2 U L2 U F B2
D2 F2 U2 D2 L2 F L
R F2 U L2 U B2 F
D2 F2 U2 F' L2 F L'
R F2 U D L2 U F
L' F2 U2 B2 L' R' F
L' F2 U2 B2 L' F R'
L' F2 U2 B2 R' L' F
D2 F2 D R B' U2 L'
R2 F2 U2 L B2 L F
D2 F2 D R' B' U2 L'
D2 F2 D R2 B' U2 L'
R2 F2 U2 L2 F B2 L
R2 F2 U2 L2 B2 F L
B' D2 L2 R F L2 U2
D2 F2 D U2 L2 F L
R F2 U' L2 U' F B2
R F2 U' L2 U' B2 F
B D2 L F2 L' B R
B D2 L F2 B L' R
B D2 L F2 B R L'
U2 F2 U2 B' U2 B' L'
B D2 L B F2 L' R
B D2 L B F2 R L'
D2 F2 D B' R U2 L'
D2 F2 D B' R' U2 L'
D2 F2 D B' R2 U2 L'
D2 F2 D B' U2 L' D
D2 F2 D B' U2 L' D'
D2 F2 D B' U2 L' D2
D2 F2 D B' U2 D L'
D2 F2 D B' U2 D' L'
D2 F2 D B' U2 D2 L'
D2 F2 D B' D U2 L'
D2 F2 D B' D' U2 L'
D2 F2 D B' D2 U2 L'
U F2 U' B' U2 B' L'
D' F2 D B' U2 B' L'
D2 F2 D' R B' U2 L'
D2 F2 D' R' B' U2 L'
D2 F2 D' R2 B' U2 L'
D2 F2 D' U2 L2 F L
B' D2 R L2 F L2 U2
R F2 U2 L2 F L2 B2
R F2 U2 L2 F B2 L2
R F2 U2 L2 B2 F L2
B' D2 R U' R U' B'
B' D2 R U' R' U' B'
B' D2 R U' R2 U' B'
B' D2 R U2 R' B' R
B' D2 R U2 R2 B' R2
B' D2 R U2 D B' D
B' D2 R U2 D B' D'
B' D2 R U2 D B' D2
D' F2 D' F2 R B' U2
B' D2 R U2 D' B' D
B' D2 R U2 D' B' D'
B' D2 R U2 D' B' D2
B' D2 R U2 D2 B' D
B' D2 R U2 D2 B' D'
B' D2 R U2 D2 B' D2
B' D2 R U2 B2 D B
B' D2 R U2 B2 D' B
B' D2 R U2 B2 D2 B
D' F2 D' F2 B' R U2
B' D2 R D U2 B' D
B' D2 R D U2 B' D'
B' D2 R D U2 B' D2
R F2 U2 R2 B2 R2 F'
B' D2 R D F U2 B'
B' D2 R D F' U2 B'
B' D2 R D F2 U2 B'
D2 F2 D' B' R U2 L'
D2 F2 D' B' R' U2 L'
D2 F2 D' B' R2 U2 L'
D2 F2 D' B' U2 L' D
D2 F2 D' B' U2 L' D'
D2 F2 D' B' U2 L' D2
D2 F2 D' B' U2 D L'
D2 F2 D' B' U2 D' L'
D2 F2 D' B' U2 D2 L'
D2 F2 D' B' D U2 L'
B' D2 R D' U2 B' D
B' D2 R D' U2 B' D'
B' D2 R D' U2 B' D2
D2 F2 D' B' D' U2 L'
B' D2 R D' F U2 B'
D2 F2 D' B' D2 U2 L'
B' D2 R D' F' U2 B'
B' D2 R D' F2 U2 B'
D' F2 D' B' F2 R U2
B' D2 R D2 U2 B' D
B' D2 R D2 U2 B' D'
B' D2 R D2 U2 B' D2
B' D2 R D2 F U2 B'
B' D2 R D2 F' U2 B'
B' D2 R D2 F2 U2 B'
B' D2 R F U2 D B'
B' D2 R F U2 D' B'
B' D2 R F U2 D2 B'
B' D2 R F U2 B' D
B' D2 R F U2 B' D'
B' D2 R F U2 B' D2
B' D2 R F D U2 B'
B' D2 R F D' U2 B'
B' D2 R F D2 U2 B'
B' D2 R F' U2 D B'
B' D2 R F' U2 D' B'
B' D2 R F' U2 D2 B'
B' D2 R F' U2 B' D
B' D2 R F' U2 B' D'
B' D2 R F' U2 B' D2
B' D2 R F' D U2 B'
B' D2 R F' D' U2 B'
B' D2 R F' D2 U2 B'
B' D2 R F2 U2 D B'
B' D2 R F2 U2 D' B'
B' D2 R F2 U2 D2 B'
B' D2 R F2 U2 B' D
B' D2 R F2 U2 B' D'
B' D2 R F2 U2 B' D2
U F2 D L2 U F L
B' D2 R F2 D U2 B'
B' D2 R F2 D' U2 B'
B' D2 R F2 D2 U2 B'
D F2 D F2 R B' U2
D F2 D F2 B' R U2
D2 F2 D2 R B' U2 L'
R F2 U2 B D2 F2 B
R F2 U2 B D2 B F2
D2 F2 D2 R' B' U2 L'
R F2 U2 B2 R2 F' R2
D2 F2 D2 R2 B' U2 L'
D F2 D B' F2 R U2
R F2 U2 B2 U2 B U2
D2 F2 D2 U2 L2 F L
R' F2 D2 F2 U2 L2 F
R' F2 D2 F2 B' U2 L2
B' D2 R' U2 D2 B' L2
B' D2 R' U2 B' D2 L2
F2 D2 R F2 R B' U2
R' F2 D2 B' F2 U2 L2
R F2 D U L2 U F
D2 F2 D2 B' R U2 L'
D2 F2 D2 B' R' U2 L'
D2 F2 D2 B' R2 U2 L'
F2 D2 R F2 B' R U2
D2 F2 D2 B' U2 L' D
D2 F2 D2 B' U2 L' D'
D2 F2 D2 B' U2 L' D2
D2 F2 D2 B' U2 D L'
D2 F2 D2 B' U2 D' L'
D2 F2 D2 B' U2 D2 L'
D2 F2 D2 B' D U2 L'
D2 F2 D2 B' D' U2 L'
D2 F2 D2 B' D2 U2 L'
L2 F2 D2 L' F' R2 B
B' D2 R' D2 U2 B' L2
B' D2 R' F R2 U2 B'
F2 D2 R B' F2 R U2
B' D2 R' F' R2 U2 B'
B' D2 R' F2 R2 U2 B'
D2 F2 B R B2 U2 L'
L' F2 B L' F B R'
L' F2 B L' B R' F
L' F2 B L' B F R'
R' F2 B R2 F' B2 U2
D2 F2 B R' B2 U2 L'
R F2 D B' U L2 U
R' F2 B R2 B2 F' U2
R F2 D B' U2 D' B2
R F2 D B' D F2 U2
R F2 D B' D' U2 B2
D F2 D' B' U2 B' L'
D2 F2 B R2 B2 U2 L'
D2 F2 B U2 L' D2 F2
R2 F2 D2 R' F2 B' U2
R2 F2 D2 R' B' F2 U2
D2 F2 B U2 D2 L' F2
B' D2 R2 U2 B2 L B
D2 F2 B D2 U2 L' F2
B' D2 R2 D R' U2 B'
F2 D2 R' F2 R B' U2
F2 D2 R' F2 B' R U2
B' D2 R2 D' R' U2 B'
U2 F2 B L' D2 F2 B
U2 F2 B L' D2 B F2
B' D2 R2 D2 R' U2 B'
R2 F2 D2 F2 R' B' U2
B' D2 R2 F R' U2 B'
F2 D2 R' B' F2 R U2
D2 F2 B' R U2 L' D
D2 F2 B' R U2 L' D'
D2 F2 B' R U2 L' D2
D2 F2 B' R U2 D L'
D2 F2 B' R U2 D' L'
D2 F2 B' R U2 D2 L'
D2 F2 B' R D U2 L'
D2 F2 B' R D' U2 L'
D2 F2 B' R D2 U2 L'
B' D2 R2 F' R' U2 B'
R' F2 B' R2 U2 D B'
R' F2 B' R2 U2 D' B'
R' F2 B' R2 U2 D2 B'
R' F2 B' R2 U2 B' D
R' F2 B' R2 U2 B' D'
R' F2 B' R2 U2 B' D2
R' F2 B' R2 D U2 B'
D2 F2 B' R' U2 L' D
D2 F2 B' R' U2 L' D'
D2 F2 B' R' U2 L' D2
D2 F2 B' R' U2 D L'
D2 F2 B' R' U2 D' L'
D2 F2 B' R' U2 D2 L'
R' F2 B' R2 D' U2 B'
D2 F2 B' R' D U2 L'
R' F2 B' R2 D2 U2 B'
D2 F2 B' R' D' U2 L'
R' F2 B' R2 F U2 B'
D2 F2 B' R' D2 U2 L'
R' F2 B' R2 F' U2 B'
R' F2 B' R2 F2 U2 B'
B' D2 R2 F2 R' U2 B'
F D2 R F2 B' U2 L
D2 F2 B' R2 U2 L' D
D2 F2 B' R2 U2 L' D'
D2 F2 B' R2 U2 L' D2
D2 F2 B' R2 U2 D L'
D2 F2 B' R2 U2 D' L'
D2 F2 B' R2 U2 D2 L'
D2 F2 B' R2 D U2 L'
D2 F2 B' R2 D' U2 L'
D2 F2 B' R2 D2 U2 L'
F D2 R B' F2 U2 L
R' F2 B' U2 D2 B' L2
R F2 D' B' U' R2 U'
R F2 D' B' U2 D B2
D' F2 B' U' R2 U' L'
R F2 D' B' D U2 B2
R' F2 B' U2 B' D2 L2
R F2 D' B' D' F2 U2
D2 F2 B' U' B U' L'
D2 F2 B' U' B' U' L'
D2 F2 B' U' B2 U' L'
D2 F2 B' U2 L2 D L
D2 F2 B' U2 L2 D' L
D2 F2 B' U2 L2 D2 L
D2 F2 B' U2 D L' D
D2 F2 B' U2 D L' D'
D2 F2 B' U2 D L' D2
D' F2 B' U2 L' D B2
D2 F2 B' U2 D' L' D
D2 F2 B' U2 D' L' D'
D2 F2 B' U2 D' L' D2
D2 F2 B' U2 D2 L' D
D2 F2 B' U2 D2 L' D'
D2 F2 B' U2 D2 L' D2
D' F2 B' U2 D L' B2
D' F2 B' U2 D B2 L'
D2 F2 B' U2 B' L' B
D2 F2 B' U2 B2 L' B2
U' F2 B2 L' D R2 F'
D2 F2 B' D R U2 L'
D2 F2 B' D R' U2 L'
D2 F2 B' D R2 U2 L'
D2 F2 B' D U2 L' D
D2 F2 B' D U2 L' D'
D2 F2 B' D U2 L' D2
D' F2 B' D U2 L' B2
D' F2 B' D U2 B2 L'
D2 F2 B' D' R U2 L'
D2 F2 B' D' R' U2 L'
D2 F2 B' D' R2 U2 L'
R' F2 B' D2 U2 B' L2
D2 F2 B' D' U2 L' D
D2 F2 B' D' U2 L' D'
D2 F2 B' D' U2 L' D2
U2 F2 B D2 L' F2 B
U2 F2 B D2 L' B F2
D' F2 B' D' F2 R U2
D2 F2 B' D2 R U2 L'
D2 F2 B' D2 R' U2 L'
D2 F2 B' D2 R2 U2 L'
U2 F2 B D2 B L' F2
D2 F2 B' D2 U2 L' D
D2 F2 B' D2 U2 L' D'
D2 F2 B' D2 U2 L' D2
F2 D2 R2 F2 R B' U2
F2 D2 R2 F2 B' R U2
L' F2 B2 L' R F R2
L' F2 B2 L' R' D F
L' F2 B2 L' R' D' F
L' F2 B2 L' R' D2 F
L' F2 B2 L' R' F D
L' F2 B2 L' R' F D'
L' F2 B2 L' R' F D2
L' F2 B2 L' D R' F
L' F2 B2 L' D F R'
L' F2 B2 L' D' R' F
L' F2 B2 L' D' F R'
L' F2 B2 L' D2 R' F
L' F2 B2 L' D2 F R'
L' F2 B2 L' F R' D
L' F2 B2 L' F R' D'
L' F2 B2 L' F R' D2
L' F2 B2 L' F D R'
L' F2 B2 L' F D' R'
L' F2 B2 L' F D2 R'
L' F2 B2 L' F' R' F2
U' F2 B2 D L' R2 F'
B' D2 U F2 U B' L'
U' F2 B2 D R2 L' F'
F2 D2 R2 B' F2 R U2
D2 F2 B2 R2 U2 L' F'
L' F2 B2 R L' F R2
L' F2 B2 R' L' D F
L' F2 B2 R' L' D' F
L' F2 B2 R' L' D2 F
L' F2 B2 R' L' F D
L' F2 B2 R' L' F D'
L' F2 B2 R' L' F D2
F D2 R' F2 B' U2 L
R F2 D2 F2 D B' U2
R F2 D2 F2 D' B' U2
R F2 D2 F2 D2 B' U2
R F2 D2 F2 B' U2 D
R F2 D2 F2 B' U2 D'
R F2 D2 F2 B' U2 D2
R F2 D2 F2 B' D U2
R F2 D2 F2 B' D' U2
R F2 D2 F2 B' D2 U2
R2 F2 B' R U2 B' L
F D2 R' B' F2 U2 L
D2 F2 B2 D B U2 L'
R F2 D2 B' U2 D2 B2
R F2 D2 B' D2 U2 B2
R2 F2 B' R' U2 B' L
R F2 D2 B' F2 U2 D
R F2 D2 B' F2 U2 D'
R F2 D2 B' F2 U2 D2
R F2 D2 B' F2 D U2
R F2 D2 B' F2 D' U2
R F2 D2 B' F2 D2 U2
D2 F2 B2 D' B U2 L'
R2 F2 B' R2 U2 B' L
D2 F2 B2 D2 B U2 L'
U2 F2 B2 L' R2 F' R2
U2 F2 B2 L' U2 B U2
L2 F2 B2 L' F2 R F
R2 F2 B' U2 B' L D
R2 F2 B' U2 B' L D'
R2 F2 B' U2 B' L D2
R2 F2 B' U2 B' D L
R2 F2 B' U2 B' D' L
R2 F2 B' U2 B' D2 L
D F2 B' U L2 U L
U2 F2 B2 R2 L' F' R2
D F2 B' U2 D' L' B2
D F2 B' U2 D' B2 L'
D F2 B' D F2 R U2
D F2 B' D' U2 L' B2
D F2 B' D' U2 B2 L'
U2 F2 B2 U2 B U2 L'
R F2 B U2 D2 F2 B
R F2 B U2 D2 B F2
F D2 R2 F2 B' U2 L
L2 F2 B2 D2 L' F' R2
R F2 B D2 U2 F2 B
R F2 B D2 U2 B F2
F D2 R2 B' F2 U2 L
R F2 B' L2 F L2 U2
B' D2 U2 F2 B' L' F2
L F2 B2 L R F L2
B' D2 U2 B' U2 R U2
B' D2 U2 B' F2 L' F2
R F2 B' U' R U' B'
R F2 B' U' R' U' B'
R F2 B' U' R2 U' B'
U F2 B2 L' D' R2 F'
U2 B L D2 F2 L' B
U2 B L D2 F2 B L'
U2 B L D2 B F2 L'
R F2 B' U2 R' B' R
R F2 B' U2 R2 B' R2
R F2 B' U2 D B' D
R F2 B' U2 D B' D'
R F2 B' U2 D B' D2
R F2 B' U2 D' B' D
R F2 B' U2 D' B' D'
R F2 B' U2 D' B' D2
R F2 B' U2 D2 B' D
R F2 B' U2 D2 B' D'
R F2 B' U2 D2 B' D2
L F2 B2 R L F L2
R F2 B' U2 B2 D B
R F2 B' U2 B2 D' B
R F2 B' U2 B2 D2 B
R F2 B' D U2 B' D
R F2 B' D U2 B' D'
R F2 B' D U2 B' D2
R F2 B' D F U2 B'
R F2 B' D F' U2 B'
R F2 B' D F2 U2 B'
R F2 B' D' U2 B' D
R F2 B' D' U2 B' D'
R F2 B' D' U2 B' D2
R F2 B' D' F U2 B'
R F2 B' D' F' U2 B'
R F2 B' D' F2 U2 B'
R F2 B' D2 U2 B' D
R F2 B' D2 U2 B' D'
R F2 B' D2 U2 B' D2
R F2 B' D2 F U2 B'
R F2 B' D2 F' U2 B'
R F2 B' D2 F2 U2 B'
B2 D2 U2 B R U2 R'
U F2 B2 D' L' R2 F'
U F2 B2 D' R2 L' F'
B' D2 F U2 D2 B' L
F' D2 F R F B' U2
F' D2 F R B' F U2
B D2 U2 L F2 L' B
B D2 U2 L F2 B L'
B D2 U2 L B F2 L'
B' D2 F D2 U2 B' L
B D2 U2 L' F2 L' B
B D2 U2 L' F2 B L'
B D2 U2 L' B F2 L'
B D2 U2 L2 F2 L' B
B D2 U2 L2 F2 B L'
B D2 U2 L2 B F2 L'
R F2 B2 D B U2 B'
U2 B L' D2 F2 L' B
U2 B L' D2 F2 B L'
U2 B L' D2 B F2 L'
R F2 B2 D' B U2 B'
R F2 B2 D2 B U2 B'
B D2 U2 F2 L B L2
F' D2 F B' R F U2
B D2 U2 F2 L' D B
B D2 U2 F2 L' D' B
B D2 U2 F2 L' D2 B
B D2 U2 F2 L' B D
B D2 U2 F2 L' B D'
B D2 U2 F2 L' B D2
B D2 U2 F2 D L' B
B D2 U2 F2 D B L'
B D2 U2 F2 D' L' B
B D2 U2 F2 D' B L'
B D2 U2 F2 D2 L' B
B D2 U2 F2 D2 B L'
